RANK,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
38,Rik Smits,IND,32,49,33,16,1272.4,728,310,633,49.0,0,2,0.0,108,132,81.8,73,202,275,52,75,18,52,159,1271,2,0,194
39,Scottie Pippen,HOU,33,50,31,19,2013.2,726,261,604,43.2,72,212,34.0,132,183,72.1,63,260,323,293,159,98,37,118,1799,9,2,63
40,Gary Trent,DAL,24,45,18,27,1360.3,719,287,602,47.7,0,5,0.0,145,235,61.7,127,224,351,77,66,29,23,122,1346,14,0,-40
41,Vlade Divac,SAC,31,50,27,23,1756.2,714,262,557,47.0,11,43,25.6,179,255,70.2,140,361,501,215,131,44,51,166,1792,20,1,24
42,David Wesley,CHH,28,50,26,24,1843.5,706,243,545,44.6,61,170,35.9,159,191,83.2,23,138,161,322,142,100,10,130,1570,9,0,50
43,Nick Anderson,ORL,31,47,30,17,1579.6,701,253,640,39.5,96,277,34.7,99,162,61.1,51,226,277,91,83,64,15,72,1324,5,0,88
44,Ron Mercer,BOS,23,41,14,27,1552.9,698,305,707,43.1,5,30,16.7,83,105,79.0,37,118,155,104,89,67,12,81,1188,1,0,-177
45,Darrell Armstrong,ORL,31,50,33,17,1503.5,690,230,522,44.1,69,189,36.5,161,178,90.4,53,127,180,335,158,108,4,90,1587,7,0,191
46,John Starks,GSW,33,50,21,29,1685.3,690,269,728,37.0,78,269,29.0,74,100,74.0,33,130,163,235,83,69,5,135,1377,3,0,-83
47,Rod Strickland,WAS,32,44,16,28,1633.7,690,251,603,41.6,12,42,28.6,176,236,74.6,56,156,212,434,142,76,5,91,1696,21,1,-20
48,Juwan Howard,WAS,26,36,14,22,1434.0,684,287,605,47.4,0,3,0.0,110,146,75.3,91,203,294,107,95,42,14,130,1270,11,0,-83
49,Charles Barkley,HOU,36,42,27,15,1522.7,676,240,502,47.8,4,25,16.0,192,267,71.9,167,349,516,192,100,43,13,89,1651,29,0,134
50,Matt Geiger,PHI,29,50,28,22,1539.4,674,266,555,47.9,1,5,20.0,141,177,79.7,137,225,362,58,101,39,40,157,1331,7,0,164
51,Steven Smith,ATL,30,36,25,11,1312.9,672,217,540,40.2,47,139,33.8,191,225,84.9,50,101,151,118,99,36,11,100,1072,1,0,234
52,Mike Bibby,VAN,21,50,8,42,1755.8,662,260,605,43.0,15,74,20.3,127,169,75.1,30,106,136,325,146,78,5,122,1416,6,0,-340
53,Corliss Williamson,SAC,25,50,27,23,1375.5,659,269,555,48.5,1,5,20.0,120,188,63.8,85,121,206,66,75,30,8,118,1044,0,0,-64
54,Patrick Ewing,NYK,36,38,20,18,1300.4,657,247,568,43.5,0,2,0.0,163,231,70.6,74,303,377,43,99,30,100,105,1465,18,0,47
55,Isaiah Rider,POR,28,47,32,15,1382.6,651,249,605,41.2,42,111,37.8,111,147,75.5,59,137,196,104,95,25,9,100,1049,1,0,19
56,Jason Williams,SAC,23,50,27,23,1806.2,641,231,617,37.4,100,323,31.0,79,105,75.2,14,139,153,299,143,95,1,91,1418,5,0,-44
57,Mookie Blaylock,ATL,32,48,30,18,1762.3,640,247,651,37.9,77,251,30.7,69,91,75.8,45,179,224,278,115,99,9,61,1535,5,1,220
58,Damon Stoudamire,POR,25,50,35,15,1674.5,631,249,629,39.6,44,142,31.0,89,122,73.0,41,126,167,312,110,49,4,81,1348,0,0,86
59,Rasheed Wallace,POR,24,49,34,15,1414.1,628,242,476,50.8,13,31,41.9,131,179,73.2,57,184,241,60,80,48,54,175,1233,4,0,300
60,Chauncey Billups,DEN,22,45,14,31,1490.8,624,191,495,38.6,85,235,36.2,157,172,91.3,24,72,96,173,98,58,14,115,1117,0,0,-191
61,Bryon Russell,UTA,28,50,37,13,1766.9,622,217,468,46.4,52,147,35.4,136,171,79.5,65,201,266,74,76,76,15,154,1249,1,0,312
62,Elden Campbell,CHH,30,49,31,18,1458.7,616,222,465,47.7,0,1,0.0,172,269,63.9,126,271,397,69,80,39,73,159,1452,14,0,2
63,Bobby Phills,CHH,29,43,24,19,1575.7,613,215,497,43.3,68,172,39.5,115,168,68.5,39,135,174,149,92,60,25,124,1208,0,0,66
64,Lamond Murray,LAC,26,50,9,41,1314.6,612,226,578,39.1,34,103,33.0,126,157,80.3,59,136,195,61,99,58,20,107,1073,1,0,-301
65,Jerry Stackhouse,DET,24,42,24,18,1188.9,607,181,488,37.1,35,126,27.8,210,247,85.0,26,81,107,118,121,34,19,79,950,1,0,21
66,Arvydas Sabonis,POR,34,50,35,15,1348.9,606,232,478,48.5,7,24,29.2,135,175,77.1,88,305,393,119,85,34,63,147,1462,15,0,159
67,Latrell Sprewell,NYK,28,37,18,19,1236.7,606,215,518,41.5,21,77,27.3,155,191,81.2,41,115,156,91,79,46,2,65,995,0,0,-50
68,Kerry Kittles,NJN,25,46,14,32,1572.8,592,227,613,37.0,50,158,31.6,88,114,77.2,52,139,191,116,66,79,26,82,1244,2,0,-262
69,Joe Smith,MIN,23,43,20,23,1419.6,588,223,522,42.7,0,3,0.0,142,188,75.5,154,200,354,68,66,32,66,147,1343,11,0,24
70,Kendall Gill,NJN,31,50,16,34,1607.6,588,236,593,39.8,2,17,11.8,114,167,68.3,61,183,244,123,71,134,26,162,1474,2,1,-141
71,Jeff Hornacek,UTA,36,48,36,12,1435.2,587,214,449,47.7,34,81,42.0,125,140,89.3,33,127,160,192,82,52,14,95,1183,0,0,334
72,Larry Johnson,NYK,30,49,26,23,1639.3,587,210,458,45.9,33,92,35.9,134,164,81.7,91,193,284,119,89,34,10,147,1149,3,0,113
73,Lindsey Hunter,DET,28,49,29,20,1754.2,582,228,524,43.5,59,153,38.6,67,89,75.3,26,142,168,193,92,86,8,126,1263,1,0,177
74,P.J. Brown,MIA,29,50,33,17,1611.9,571,229,477,48.0,0,0,0.0,113,146,77.4,115,231,346,66,69,46,48,166,1298,7,0,202
75,Sam Mitchell,MIN,35,50,25,25,1345.5,561,213,522,40.8,9,38,23.7,126,165,76.4,55,127,182,98,34,35,16,111,1045,0,0,-5
76,Sean Elliott,SAS,31,50,37,13,1511.3,561,208,507,41.0,39,119,32.8,106,140,75.7,35,178,213,117,71,26,17,104,1050,0,0,160
77,Theo Ratliff,PHI,26,50,28,22,1626.3,560,197,419,47.0,0,0,0.0,166,229,72.5,139,268,407,30,92,45,149,180,1583,11,0,55
78,Otis Thorpe,WAS,36,49,17,32,1538.7,554,240,440,54.5,0,2,0.0,74,106,69.8,96,238,334,101,88,42,19,196,1201,6,0,-95
79,John Stockton,UTA,37,50,37,13,1407.9,553,200,410,48.8,16,50,32.0,137,169,81.1,31,115,146,374,110,81,13,107,1461,9,0,303
80,Brian Grant,POR,27,48,34,14,1523.8,550,183,382,47.9,0,0,0.0,184,226,81.4,173,297,470,67,96,21,34,136,1284,17,0,260
81,Danny Fortson,DEN,23,50,14,36,1421.7,550,191,386,49.5,0,3,0.0,168,231,72.7,210,371,581,32,77,31,22,212,1377,24,0,-192
82,Dee Brown,TOR,30,49,23,26,1379.9,549,187,495,37.8,135,349,38.7,40,55,72.7,15,88,103,143,80,56,8,76,999,0,0,-30
83,Michael Dickerson,HOU,24,50,31,19,1556.4,547,215,462,46.5,71,164,43.3,46,72,63.9,26,57,83,95,66,27,11,90,837,0,0,138
84,Jalen Rose,IND,26,49,33,16,1238.8,542,200,496,40.3,17,65,26.2,125,158,79.1,34,120,154,93,72,50,15,128,989,0,0,104
85,Dikembe Mutombo,ATL,33,50,31,19,1827.8,541,173,338,51.2,0,0,0.0,195,285,68.4,192,418,610,57,94,16,147,145,1754,26,0,225
86,Donyell Marshall,GSW,26,48,20,28,1249.5,530,208,494,42.1,26,72,36.1,88,121,72.7,115,227,342,66,80,47,37,123,1211,10,0,-18
87,Terry Porter,MIA,36,50,33,17,1366.3,525,172,370,46.5,58,141,41.1,123,148,83.1,13,127,140,146,74,48,11,97,1015,1,0,99
88,Hersey Hawkins,SEA,32,50,25,25,1644.7,516,171,408,41.9,55,180,30.6,119,132,90.2,51,150,201,123,80,80,18,90,1156,1,0,102
89,Bison Dele,DET,30,49,29,20,1178.4,513,216,431,50.1,0,1,0.0,81,118,68.6,92,180,272,71,111,38,40,181,1069,3,0,100
90,Eric Piatkowski,LAC,28,49,9,40,1240.3,513,180,417,43.2,65,165,39.4,88,102,86.3,39,101,140,53,53,44,6,86,858,0,0,-210
91,Chris Mullin,IND,35,50,33,17,1177.5,507,177,371,47.7,73,157,46.5,80,92,87.0,25,135,160,81,60,47,13,101,941,1,0,128
92,Kevin Willis,TOR,36,42,18,24,1217.1,504,187,447,41.8,0,2,0.0,130,155,83.9,109,241,350,67,86,28,28,134,1107,16,0,-75
93,Tyrone Nesby,LAC,23,50,9,41,1286.4,503,182,405,44.9,35,96,36.5,104,133,78.2,57,118,175,82,53,77,20,143,1074,2,0,-149
94,Wesley Person,CLE,28,45,22,23,1343.1,503,198,437,45.3,75,200,37.5,32,53,60.4,19,123,142,80,41,37,16,52,911,0,0,-89
95,Terrell Brandon,MIN,29,36,20,16,1218.8,501,212,507,41.8,12,47,25.5,65,78,83.3,27,107,134,309,74,63,10,82,1270,13,0,34
96,Vitaly Potapenko,BOS,24,50,20,30,1394.9,499,204,412,49.5,0,1,0.0,91,155,58.7,114,218,332,75,100,35,36,169,1123,6,0,3
97,Dale Ellis,SEA,38,48,23,25,1233.8,495,174,395,44.1,94,217,43.3,53,70,75.7,25,90,115,38,45,25,3,77,729,0,0,26
98,Vernon Maxwell,SAC,33,46,25,21,1008.2,492,164,421,39.0,80,231,34.6,84,114,73.7,13,72,85,76,67,30,3,112,740,0,0,56
99,Grant Long,ATL,33,50,31,19,1380.2,489,151,359,42.1,3,18,16.7,184,235,78.3,100,196,296,53,74,57,16,143,1069,5,0,205
100,Avery Johnson,SAS,34,50,37,13,1673.4,487,218,461,47.3,1,12,8.3,50,88,56.8,22,96,118,369,112,51,11,101,1256,8,0,299
101,Cuttino Mobley,HOU,23,49,31,18,1456.5,487,172,405,42.5,53,148,35.8,90,110,81.8,22,89,111,121,79,44,23,98,924,0,0,99
102,Derrick Coleman,CHH,32,37,15,22,1178.9,486,168,406,41.4,7,33,21.2,143,190,75.3,76,252,328,78,90,24,42,96,1105,13,0,-94
103,Chris Mills,GSW,29,47,19,28,1396.1,483,186,453,41.1,32,115,27.8,79,96,82.3,49,188,237,103,58,39,14,125,1023,2,0,-91
104,Tony Massenburg,VAN,31,43,7,36,1147.3,481,189,388,48.7,0,2,0.0,103,155,66.5,83,174,257,23,64,26,39,108,955,2,0,-204
105,Ike Austin,ORL,29,49,33,16,1257.4,477,185,453,40.8,2,7,28.6,105,157,66.9,83,154,237,89,114,47,35,125,1027,1,0,-15
106,Alan Henderson,ATL,26,38,22,16,1141.6,474,187,423,44.2,0,1,0.0,100,149,67.1,100,150,250,27,58,33,19,96,913,4,0,-69
107,Glen Rice,LAL,32,27,16,11,985.3,472,171,396,43.2,53,135,39.3,77,90,85.6,9,90,99,71,45,17,6,67,721,1,0,55
108,Sam Mack,HOU,29,44,18,26,1083.8,472,167,384,43.5,87,219,39.7,51,58,87.9,14,81,95,55,33,35,4,94,753,0,0,-45
109,Vin Baker,SEA,27,34,18,16,1162.3,468,198,437,45.3,0,3,0.0,72,160,45.0,86,125,211,56,76,32,34,121,927,4,0,56
110,Dana Barros,BOS,32,50,19,31,1157.1,464,168,371,45.3,64,160,40.0,64,73,87.7,16,89,105,208,88,52,5,64,985,2,0,24
111,Antonio Davis,IND,30,49,33,16,1270.5,463,164,348,47.1,0,0,0.0,135,192,70.3,116,228,344,33,50,22,42,136,1067,4,0,6
112,Rex Chapman,PHX,31,38,21,17,1182.9,459,165,459,35.9,53,151,35.1,76,91,83.5,12,92,104,109,54,34,9,46,822,0,0,98
113,Tracy McGrady,TOR,20,49,23,26,1102.8,458,168,385,43.6,8,35,22.9,114,157,72.6,120,158,278,113,80,52,66,94,1235,6,0,-29
114,Hubert Davis,DAL,29,50,19,31,1374.8,457,174,397,43.8,65,144,45.1,44,50,88.0,3,83,86,89,57,21,3,76,709,0,0,-52
115,Bimbo Coles,GSW,31,48,19,29,1274.0,455,183,414,44.2,6,25,24.0,83,101,82.2,21,96,117,222,82,45,11,113,1014,1,0,-41
116,Larry Hughes,PHI,20,50,28,22,988.3,455,170,414,41.1,8,52,15.4,107,151,70.9,83,106,189,77,68,44,14,97,903,1,0,14
117,Mario Elie,SAS,35,47,34,13,1291.8,455,156,331,47.1,40,107,37.4,103,119,86.6,36,101,137,89,61,46,12,91,866,0,0,252
118,Cedric Henderson,CLE,24,50,22,28,1520.2,454,189,453,41.7,2,12,16.7,74,91,81.3,45,152,197,113,97,58,24,136,1009,1,0,-98
119,Dickey Simpkins,CHI,27,50,13,37,1447.7,454,150,324,46.3,0,1,0.0,154,240,64.2,110,229,339,65,72,36,13,128,1033,7,0,-282
120,Tariq Abdul-Wahad,SAC,24,49,27,22,1200.6,454,177,407,43.5,6,21,28.6,94,136,69.1,72,114,186,50,70,50,16,121,880,0,0,-112
121,Terry Cummings,GSW,38,50,21,29,1009.2,454,186,424,43.9,1,1,100,81,114,71.1,95,160,255,58,58,46,10,168,957,4,0,-12
122,Danny Manning,PHX,33,50,27,23,1184.5,453,187,386,48.4,1,9,11.1,78,112,69.6,62,157,219,113,69,36,38,129,1038,1,0,52
123,Antawn Jamison,GSW,23,47,21,26,1058.4,449,178,394,45.2,3,10,30.0,90,153,58.8,131,170,301,34,68,38,16,102,955,7,0,-48
124,Walt Williams,POR,29,48,33,15,1048.7,446,147,347,42.4,63,144,43.8,89,107,83.2,36,107,143,80,63,37,28,101,870,0,0,231
125,Horace Grant,ORL,33,50,33,17,1655.4,443,198,456,43.4,0,2,0.0,47,70,67.1,117,234,351,90,44,46,60,99,1273,8,0,42
126,Erick Dampier,GSW,23,50,21,29,1415.3,442,161,414,38.9,0,0,0.0,120,204,58.8,164,218,382,54,92,26,58,165,1141,10,0,-106
127,Felipe Lopez,VAN,24,47,6,41,1221.3,437,169,379,44.6,12,44,27.3,87,135,64.4,69,97,166,62,82,49,14,128,836,1,0,-222
128,George McCloud,PHX,32,48,25,23,1242.6,428,142,324,43.8,69,166,41.6,75,87,86.2,34,128,162,79,49,45,14,128,869,0,0,14
129,Joe Dumars,DET,36,38,23,15,1119.8,428,144,350,41.1,89,221,40.3,51,61,83.6,12,56,68,134,53,23,2,51,733,0,0,100
130,Shandon Anderson,UTA,25,50,37,13,1070.7,427,162,363,44.6,14,41,34.1,89,125,71.2,49,83,132,56,66,39,10,89,750,0,0,33
131,Dell Curry,MIL,35,42,23,19,865.2,423,163,336,48.5,69,145,47.6,28,34,82.4,18,67,85,48,45,36,3,42,669,0,0,48
132,Lawrence Funderburke,SAC,28,47,25,22,937.3,420,167,299,55.9,1,5,20.0,85,120,70.8,101,121,222,30,52,22,23,77,814,3,0,-110
133,Shawn Bradley,DAL,27,49,19,30,1295.0,420,167,348,48.0,0,4,0.0,86,115,74.8,130,262,392,40,56,35,159,153,1476,12,0,134
134,Jim Jackson,POR,28,49,34,15,1176.5,414,152,370,41.1,25,90,27.8,85,101,84.2,36,123,159,128,82,43,6,80,862,0,0,230
135,Eric Snow,PHI,26,48,28,20,1717.0,413,149,348,42.8,5,21,23.8,110,150,73.3,25,137,162,301,111,100,1,149,1251,4,0,128
136,Brent Barry,CHI,27,37,10,27,1181.1,412,141,356,39.6,52,172,30.2,78,101,77.2,39,105,144,116,72,42,11,98,846,1,0,-252
137,Kenny Anderson,BOS,28,34,12,22,1009.0,412,161,357,45.1,6,24,25.0,84,101,83.2,24,79,103,193,71,33,2,78,859,1,0,-125
138,John Wallace,TOR,25,48,21,27,811.6,411,153,354,43.2,0,0,0.0,105,150,70.0,54,117,171,46,70,12,43,92,780,1,0,-70
139,Derek Anderson,CLE,24,38,16,22,980.4,409,125,314,39.8,21,69,30.4,138,165,83.6,20,89,109,145,82,48,4,73,831,2,0,-30
140,Matt Harpring,ORL,23,50,33,17,1115.0,408,148,320,46.3,10,25,40.0,102,143,71.3,88,126,214,45,73,30,6,112,767,1,0,-3
141,Chucky Brown,CHH,31,48,25,23,1193.8,407,176,373,47.2,15,40,37.5,40,59,67.8,36,138,174,57,38,16,19,106,768,0,0,-3
142,Mark Bryant,CHI,34,45,12,33,1204.1,407,168,348,48.3,0,1,0.0,71,110,64.5,92,140,232,48,68,34,16,149,839,0,0,-289
143,Kurt Thomas,NYK,26,50,27,23,1181.8,406,170,368,46.2,0,1,0.0,66,108,61.1,82,204,286,55,73,45,17,159,945,3,0,-16
144,Peja Stojakovic,SAC,22,48,26,22,1025.2,402,141,373,37.8,57,178,32.0,63,74,85.1,43,100,143,72,53,41,7,43,773,0,0,35
145,Michael Olowokandi,LAC,24,45,9,36,1281.1,401,172,399,43.1,0,0,0.0,57,118,48.3,120,237,357,25,85,27,55,137,1028,7,0,-277
146,Othella Harrington,HOU,25,41,28,13,901.3,400,156,304,51.3,0,0,0.0,88,122,72.1,72,174,246,15,61,6,25,103,750,5,0,50
147,Dale Davis,IND,30,50,33,17,1375.1,398,161,302,53.3,0,0,0.0,76,123,61.8,155,261,416,22,43,20,57,115,1118,6,0,148
148,Clar. Weatherspoon,MIA,28,49,33,16,1039.8,397,141,264,53.4,0,0,0.0,115,143,80.4,72,171,243,34,61,28,17,107,814,1,0,47
149,Rick Fox,LAL,29,44,27,17,939.7,394,148,330,44.8,32,95,33.7,66,89,74.2,26,63,89,89,56,28,10,114,692,0,0,94
150,Ron Harper,CHI,35,35,9,26,1106.8,392,147,390,37.7,27,85,31.8,71,101,70.3,49,131,180,115,65,60,35,79,1001,1,0,-96
151,Calbert Cheaney,WAS,27,50,18,32,1266.5,385,172,415,41.4,8,37,21.6,33,67,49.3,33,108,141,73,42,39,16,146,787,0,0,-44
152,Dirk Nowitzki,DAL,21,47,17,30,959.2,385,136,336,40.5,14,68,20.6,99,128,77.3,41,121,162,47,73,29,27,105,745,2,0,-17
153,Charlie Ward,NYK,28,50,27,23,1553.4,378,135,334,40.4,53,149,35.6,55,78,70.5,23,149,172,271,131,103,8,105,1193,1,0,77
154,Brevin Knight,CLE,23,39,20,19,1188.9,373,134,315,42.5,0,5,0.0,105,141,74.5,16,115,131,302,105,70,7,115,1109,5,0,39
155,Mark Jackson,IND,34,49,32,17,1379.9,373,138,329,41.9,32,103,31.1,65,79,82.3,33,151,184,386,99,42,3,58,1209,3,1,197
156,Andrew DeClercq,CLE,26,47,20,27,1101.8,371,138,276,50.0,0,0,0.0,95,141,67.4,104,151,255,31,54,50,29,161,907,2,0,-49
157,J.R. Reid,LAL,31,41,17,24,1031.3,369,132,277,47.7,0,1,0.0,105,137,76.6,45,167,212,48,51,37,10,135,785,3,0,-36
158,Howard Eisley,UTA,26,50,37,13,1038.5,368,140,314,44.6,21,50,42.0,67,80,83.8,12,82,94,185,109,30,2,122,745,1,0,39
159,Olden Polynice,SEA,34,48,23,25,1479.6,368,169,358,47.2,1,1,100,29,94,30.9,184,241,425,43,49,20,30,150,1044,11,0,-104
160,Tim Thomas,MIL,22,50,26,24,813.3,358,132,279,47.3,21,68,30.9,73,112,65.2,49,77,126,46,46,26,12,107,646,0,0,-28
161,George Lynch,PHI,28,43,23,20,1314.9,356,147,349,42.1,9,23,39.1,53,84,63.1,110,169,279,76,79,85,22,142,1047,5,0,109
162,Jamal Mashburn,MIA,26,24,15,9,853.6,356,134,297,45.1,13,30,43.3,75,104,72.1,24,122,146,75,60,20,3,58,653,1,0,94
163,Jerome Williams,DET,26,50,29,21,1156.2,355,124,248,50.0,0,0,0.0,107,159,67.3,158,191,349,23,41,63,7,108,977,7,0,39
164,Bobby Jackson,MIN,26,50,25,25,938.6,353,141,348,40.5,10,27,37.0,61,79,77.2,43,92,135,167,75,39,3,75,817,0,0,-41
165,Tyrone Corbin,ATL,36,47,30,17,1069.1,352,131,334,39.2,38,119,31.9,52,80,65.0,37,108,145,43,43,31,7,74,662,0,0,90
166,Danny Ferry,CLE,32,50,22,28,1053.7,349,141,296,47.6,38,97,39.2,29,33,87.9,16,86,102,53,39,23,10,113,611,0,0,-21
167,Charles Oakley,TOR,35,50,23,27,1633.8,348,140,327,42.8,1,5,20.0,67,83,80.7,96,278,374,168,96,46,21,182,1154,0,0,-5
168,Rodney Rogers,LAC,28,47,8,39,968.7,348,131,297,44.1,18,63,28.6,68,101,67.3,65,114,179,77,66,47,22,140,819,1,0,-208
169,Travis Best,IND,26,49,33,16,1043.9,346,127,305,41.6,22,59,37.3,70,83,84.3,19,61,80,169,62,42,4,111,772,0,0,0
170,Randy Brown,CHI,31,39,10,29,1144.2,344,132,319,41.4,0,10,0.0,80,105,76.2,27,105,132,149,80,68,8,94,874,2,0,-240
171,Luc Longley,PHX,30,39,19,20,930.5,339,140,290,48.3,0,0,0.0,59,76,77.6,60,162,222,45,53,23,21,119,752,4,0,51
172,Dan Majerle,MIA,33,48,32,16,1625.0,337,118,298,39.6,68,203,33.5,33,46,71.7,21,187,208,150,55,38,7,100,892,0,0,230
173,Tony Battie,BOS,23,50,19,31,1119.8,335,147,283,51.9,0,3,0.0,41,61,67.2,96,204,300,53,45,29,71,159,1030,5,0,10
174,Marcus Camby,NYK,25,46,27,19,946.3,329,136,261,52.1,0,0,0.0,57,103,55.3,102,151,253,12,39,29,74,131,921,4,0,-39
175,Chris Childs,NYK,31,48,25,23,1298.4,328,114,267,42.7,36,94,38.3,64,78,82.1,18,115,133,193,85,44,1,156,827,0,0,10
176,Tyrone Hill,PHI,31,38,21,17,1108.7,325,122,268,45.5,0,0,0.0,81,150,54.0,115,172,287,35,59,34,16,145,813,8,0,-31
