RANK,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
14,Stephen Curry,GSW,34,64,45,19,2211.1,1630,535,1224,43.7,285,750,38.0,275,298,92.3,34,301,335,404,206,85,23,130,2756,12,2,509
15,Miles Bridges,CHA,24,80,41,39,2837.1,1613,596,1214,49.1,154,465,33.1,267,333,80.2,90,469,559,300,150,74,67,193,3007,15,0,142
16,Ja Morant,MEM,22,57,36,21,1888.8,1564,580,1177,49.3,88,256,34.4,316,415,76.1,77,248,325,384,196,66,22,86,2598,10,1,189
17,Jaylen Brown,BOS,25,66,43,23,2220.5,1559,576,1217,47.3,166,464,35.8,241,318,75.8,53,351,404,231,178,70,18,163,2476,11,2,453
18,Pascal Siakam,TOR,28,68,40,28,2577.9,1551,596,1207,49.4,75,218,34.4,284,379,74.9,128,452,580,360,181,85,42,225,2987,30,2,257
19,Anthony Edwards,MIN,20,72,39,33,2466.0,1533,549,1245,44.1,215,602,35.7,220,280,78.6,62,281,343,275,190,105,46,164,2620,4,0,188
20,LaMelo Ball,CHA,20,75,39,36,2422.1,1508,538,1254,42.9,220,565,38.9,212,243,87.2,108,393,501,571,245,119,30,237,3168,23,5,99
21,Darius Garland,CLE,22,68,37,31,2430.0,1473,542,1173,46.2,174,454,38.3,215,241,89.2,39,185,224,583,248,89,7,115,2656,29,1,376
22,Julius Randle,NYK,27,72,32,40,2543.9,1447,512,1246,41.1,120,390,30.8,303,401,75.6,125,591,716,370,245,53,39,205,2892,31,1,-164
23,Russell Westbrook,LAL,33,78,31,47,2677.9,1441,548,1233,44.4,79,265,29.8,266,399,66.7,110,470,580,550,295,75,20,235,2952,28,10,-211
24,Dejounte Murray,SAS,25,68,30,38,2365.9,1438,573,1241,46.2,96,294,32.7,196,247,79.4,80,483,563,627,180,138,23,138,3357,39,13,49
25,James Harden,PHI,32,65,40,25,2419.7,1432,407,992,41.0,148,448,33.0,470,536,87.7,55,445,500,667,284,82,36,153,3103,42,11,173
26,Terry Rozier,CHA,28,73,38,35,2457.8,1408,518,1167,44.4,222,593,37.4,150,176,85.2,56,259,315,326,96,93,25,119,2533,3,1,74
27,Jordan Poole,GSW,23,76,49,27,2283.3,1405,474,1058,44.8,211,580,36.4,246,266,92.5,34,226,260,304,187,60,23,206,2235,2,0,325
28,RJ Barrett,NYK,22,70,33,37,2417.2,1402,487,1194,40.8,138,404,34.2,290,406,71.4,66,342,408,208,151,43,16,142,2230,4,0,-146
29,Desmond Bane,MEM,24,76,53,23,2266.2,1384,508,1101,46.1,228,523,43.6,140,155,90.3,46,288,334,208,111,92,29,196,2349,0,0,361
30,Shai Gilgeous-Alexander,OKC,23,56,16,40,1941.9,1371,477,1052,45.3,89,297,30.0,328,405,81.0,37,241,278,331,154,71,46,142,2398,6,1,-264
31,CJ McCollum,NOP,30,62,28,34,2145.1,1370,536,1164,46.0,182,469,38.8,116,170,68.2,53,216,269,315,127,70,22,121,2314,3,0,-69
32,De'Aaron Fox,SAC,24,59,22,37,2083.5,1367,516,1092,47.3,74,249,29.7,261,348,75.0,25,206,231,330,168,68,25,172,2250,5,0,-192
33,Tyler Herro,MIA,22,66,44,22,2151.0,1367,501,1122,44.7,175,439,39.9,190,219,86.8,32,297,329,263,174,44,8,95,2138,3,0,240
34,Khris Middleton,MIL,30,66,44,22,2141.3,1325,452,1021,44.3,162,434,37.3,259,291,89.0,41,315,356,358,190,76,18,160,2381,4,0,302
35,Saddiq Bey,DET,23,82,23,59,2704.2,1321,450,1136,39.6,211,610,34.6,210,254,82.7,107,334,441,233,96,73,16,128,2371,6,0,-499
36,Fred VanVleet,TOR,28,65,39,26,2462.0,1320,442,1097,40.3,242,642,37.7,194,222,87.4,44,245,289,434,170,111,35,162,2586,10,1,212
37,Jonas Valanciunas,NOP,30,74,34,40,2240.1,1314,510,938,54.4,57,158,36.1,237,289,82.0,226,617,843,190,179,41,60,247,2735,50,0,67
38,Tyrese Maxey,PHI,21,75,45,30,2650.4,1311,483,995,48.5,132,309,42.7,213,246,86.6,26,214,240,321,88,55,32,156,2254,1,0,192
39,Nikola Vucevic,CHI,31,73,41,32,2417.5,1288,546,1154,47.3,104,331,31.4,92,121,76.0,142,662,804,236,136,70,71,181,2894,44,0,-52
40,Jalen Brunson,DAL,25,79,50,29,2524.0,1285,506,1008,50.2,94,252,37.3,179,213,84.0,43,266,309,377,124,66,3,151,2304,7,0,231
41,Gary Trent Jr.,TOR,23,70,44,26,2447.9,1283,450,1086,41.4,209,545,38.3,174,204,85.3,26,165,191,141,73,122,19,144,2074,0,0,170
42,Keldon Johnson,SAS,22,75,33,42,2391.7,1278,471,1011,46.6,159,399,39.8,177,234,75.6,80,377,457,158,92,58,14,148,2187,6,0,75
43,Jaren Jackson Jr.,MEM,22,78,53,25,2126.2,1272,430,1036,41.5,128,401,31.9,284,345,82.3,119,335,454,86,130,73,177,272,2566,7,0,361
44,Jordan Clarkson,UTA,30,79,47,32,2140.9,1266,466,1113,41.9,190,597,31.8,144,174,82.8,67,206,273,194,129,66,16,149,2002,1,0,383
45,Buddy Hield,IND,29,81,26,55,2498.8,1265,446,1098,40.6,262,716,36.6,111,127,87.4,66,287,353,229,153,73,25,184,2173,1,0,-164
46,Harrison Barnes,SAC,30,77,27,50,2586.7,1265,391,834,46.9,142,360,39.4,341,413,82.6,82,350,432,186,118,53,14,94,2145,5,0,-374
47,Reggie Jackson,LAC,32,75,38,37,2336.5,1263,479,1222,39.2,167,512,32.6,138,163,84.7,39,232,271,359,173,55,15,159,2164,5,0,-70
48,Tobias Harris,PHI,29,73,45,28,2543.2,1257,493,1022,48.2,101,275,36.7,170,202,84.2,77,419,496,252,116,47,43,164,2384,9,1,171
49,Andrew Wiggins,GSW,27,73,47,26,2329.5,1256,475,1019,46.6,157,399,39.3,149,235,63.4,85,240,325,161,111,76,51,158,2158,1,0,266
50,Bojan Bogdanovic,UTA,33,69,45,24,2131.3,1248,422,928,45.5,181,468,38.7,223,260,85.8,58,238,296,120,118,34,1,116,1770,3,0,219
51,Brandon Ingram,NOP,24,55,29,26,1869.2,1246,453,983,46.1,74,226,32.7,266,322,82.6,35,285,320,307,151,34,26,119,2120,7,0,123
52,Jrue Holiday,MIL,32,67,47,20,2207.4,1225,478,954,50.1,132,321,41.1,137,180,76.1,69,232,301,457,183,108,29,133,2500,12,0,426
53,Jimmy Butler,MIA,32,57,38,19,1930.8,1219,398,829,48.0,27,116,23.3,396,455,87.0,102,234,336,312,121,94,27,88,2332,12,4,245
54,Christian Wood,HOU,26,68,19,49,2093.6,1218,440,878,50.1,131,336,39.0,207,332,62.3,110,576,686,155,126,54,65,171,2505,33,0,-406
55,Franz Wagner,ORL,20,79,21,58,2429.0,1197,456,975,46.8,96,271,35.4,189,219,86.3,84,272,356,231,119,68,34,164,2158,2,0,-244
56,Tyrese Haliburton,IND,22,77,26,51,2694.1,1181,430,909,47.3,161,389,41.4,160,190,84.2,61,250,311,628,199,134,49,121,2846,25,0,-327
57,D'Angelo Russell,MIN,26,65,39,26,2076.6,1176,401,975,41.1,176,518,34.0,198,240,82.5,25,191,216,460,165,62,22,130,2212,12,0,210
58,Domantas Sabonis,SAC,26,62,21,41,2135.8,1171,443,773,57.3,39,125,31.2,246,332,74.1,201,551,752,323,195,59,27,203,2621,46,5,-14
59,Mikal Bridges,PHX,25,82,64,18,2854.4,1162,458,858,53.4,115,312,36.9,131,157,83.4,74,273,347,185,68,96,36,150,2184,0,0,576
60,Jalen Green,HOU,20,67,12,55,2137.7,1157,406,954,42.6,157,458,34.3,188,236,79.7,33,193,226,176,135,44,18,103,1743,0,0,-519
61,Kelly Oubre Jr.,CHA,26,76,39,37,1999.2,1137,410,932,44.0,191,553,34.5,126,189,66.7,79,223,302,84,67,77,31,189,1882,1,0,-26
62,Scottie Barnes,TOR,20,74,43,31,2617.3,1134,459,932,49.2,58,193,30.1,158,215,73.5,195,362,557,256,136,80,55,192,2455,13,0,66
63,Kyle Kuzma,WAS,26,66,29,37,2204.3,1130,423,936,45.2,128,375,34.1,156,219,71.2,70,491,561,233,169,42,57,128,2281,24,1,-281
64,Aaron Gordon,DEN,26,75,46,29,2375.4,1126,434,834,52.0,87,260,33.5,171,230,74.3,125,314,439,188,133,44,44,148,2066,6,0,321
65,Evan Fournier,NYK,29,80,36,44,2358.0,1125,402,965,41.7,241,619,38.9,80,113,70.8,34,176,210,171,105,79,20,180,1826,0,0,-93
66,Cade Cunningham,DET,20,64,20,44,2088.1,1114,429,1031,41.6,114,363,31.4,142,168,84.5,58,296,354,356,234,78,43,200,2202,10,2,-275
67,Bam Adebayo,MIA,24,56,36,20,1825.3,1068,406,729,55.7,0,6,0.0,256,340,75.3,137,427,564,190,148,80,44,171,2254,27,0,300
68,Cole Anthony,ORL,22,65,18,47,2059.4,1062,357,912,39.1,132,391,33.8,216,253,85.4,32,316,348,369,170,46,17,171,2052,9,0,-231
69,Bobby Portis,MIL,27,72,46,26,2028.3,1052,417,871,47.9,133,338,39.3,85,113,75.2,180,477,657,86,90,53,51,174,2191,24,0,314
70,Malik Monk,LAL,24,76,32,44,2138.4,1048,391,826,47.3,173,442,39.1,93,117,79.5,37,219,256,218,122,61,29,138,1830,1,0,53
71,Will Barton,DEN,31,71,41,30,2276.5,1043,392,896,43.8,157,430,36.5,102,127,80.3,44,296,340,276,127,55,31,114,1996,1,0,98
72,Evan Mobley,CLE,21,69,40,29,2331.0,1034,422,830,50.8,23,92,25.0,167,252,66.3,143,427,570,174,133,56,115,147,2359,21,0,95
73,Kristaps Porzingis,WAS,26,51,26,25,1480.6,1030,352,767,45.9,78,252,31.0,248,286,86.7,102,309,411,119,81,37,84,137,1984,15,0,33
74,Rudy Gobert,UTA,30,66,42,24,2120.4,1027,362,508,71.3,0,4,0.0,303,439,69.0,241,727,968,72,119,45,137,176,2724,53,0,417
75,Kentavious Caldwell-Pope,WAS,29,77,34,43,2328.8,1018,361,829,43.5,159,408,39.0,137,154,89.0,41,220,261,145,97,83,26,139,1779,2,0,-229
76,Kevin Love,CLE,33,74,38,36,1664.9,1007,327,761,43.0,187,477,39.2,166,198,83.8,87,449,536,160,98,26,18,101,1924,15,0,95
77,Deandre Ayton,PHX,23,58,46,12,1712.6,997,442,697,63.4,7,19,36.8,106,142,74.6,149,444,593,84,91,40,40,142,1984,30,0,344
78,Derrick White,BOS,27,75,40,35,2198.8,992,337,800,42.1,115,369,31.2,203,235,86.4,38,223,261,366,119,64,58,172,2101,2,0,202
79,Anfernee Simons,POR,23,57,25,32,1681.0,988,353,797,44.3,179,442,40.5,103,116,88.8,26,125,151,221,115,30,6,110,1494,2,0,-85
80,Caris LeVert,CLE,27,58,23,35,1780.4,986,379,854,44.4,82,256,32.0,146,193,75.6,43,171,214,248,108,51,23,131,1729,1,0,-62
81,Mike Conley,UTA,34,72,44,28,2058.1,986,344,791,43.5,169,414,40.8,129,162,79.6,47,170,217,385,123,96,21,142,2052,2,0,347
82,Seth Curry,BKN,31,64,38,26,2134.3,960,360,739,48.7,158,374,42.2,82,94,87.2,21,179,200,230,109,53,14,148,1637,1,0,193
83,Chris Paul,PHX,37,65,53,12,2139.0,958,363,736,49.3,63,199,31.7,169,202,83.7,22,261,283,702,153,121,20,134,2621,34,2,460
84,Malik Beasley,MIN,25,79,46,33,1976.3,953,332,850,39.1,240,637,37.7,49,60,81.7,26,201,227,116,43,43,12,88,1521,0,0,82
85,Bogdan Bogdanovic,ATL,29,63,33,30,1848.5,950,342,794,43.1,169,459,36.8,97,115,84.3,29,221,250,194,70,68,14,132,1717,0,0,192
86,Kevin Porter Jr.,HOU,22,61,16,45,1907.2,949,335,808,41.5,155,413,37.5,124,193,64.2,43,224,267,376,192,69,22,156,1914,10,1,-281
87,Monte Morris,DEN,27,75,44,31,2238.9,945,374,773,48.4,124,314,39.5,73,84,86.9,27,199,226,333,78,56,14,92,1848,0,0,283
88,Alec Burks,NYK,30,81,37,44,2317.7,944,285,728,39.1,157,389,40.4,217,264,82.2,47,350,397,239,91,85,26,215,2021,2,0,125
89,Montrezl Harrell,CHA,28,71,36,35,1640.4,932,358,555,64.5,4,17,23.5,212,296,71.6,149,282,431,145,72,29,43,137,1811,7,0,84
90,Wendell Carter Jr.,ORL,23,62,16,46,1851.6,931,359,684,52.5,70,214,32.7,143,207,69.1,139,509,648,171,117,36,43,169,2085,33,0,-135
91,Bradley Beal,WAS,29,40,17,23,1439.0,928,348,771,45.1,63,210,30.0,169,203,83.3,38,151,189,265,135,36,15,95,1570,4,0,-102
92,Anthony Davis,LAL,29,40,17,23,1404.2,927,370,695,53.2,13,70,18.6,174,244,71.3,106,288,394,122,82,49,90,97,1918,19,0,-92
93,Patty Mills,BKN,33,81,44,37,2345.7,923,324,794,40.8,227,568,40.0,48,59,81.4,18,138,156,183,73,51,17,112,1516,0,0,117
94,Carmelo Anthony,LAL,38,69,27,42,1793.2,919,319,723,44.1,149,397,37.5,132,159,83.0,62,226,288,68,59,47,52,166,1605,1,0,-88
95,Jae'Sean Tate,HOU,26,78,19,59,2056.4,919,363,729,49.8,63,202,31.2,130,184,70.7,135,285,420,222,139,72,41,286,1956,7,0,-404
96,Spencer Dinwiddie,DAL,29,67,38,29,1980.5,919,306,735,41.6,112,330,33.9,195,252,77.4,45,234,279,346,104,44,13,150,1840,7,1,-47
97,Jakob Poeltl,SAS,26,68,30,38,1969.7,915,410,663,61.8,1,1,100,94,190,49.5,262,372,634,189,109,45,118,212,2339,28,0,117
98,Jarrett Allen,CLE,24,56,35,21,1809.6,904,369,545,67.7,1,10,10.0,165,233,70.8,192,410,602,92,94,44,75,97,2027,32,0,135
99,Jerami Grant,DET,28,47,11,36,1499.9,904,298,699,42.6,91,254,35.8,217,259,83.8,28,163,191,111,85,44,49,107,1494,1,0,-219
100,Devonte' Graham,NOP,27,76,34,42,2161.6,902,296,815,36.3,192,563,34.1,118,140,84.3,37,140,177,316,105,71,12,95,1732,0,0,40
101,Lauri Markkanen,CLE,25,61,32,29,1877.6,900,313,703,44.5,136,380,35.8,138,159,86.8,59,286,345,81,54,45,30,130,1607,3,0,172
102,Kevin Huerter,ATL,23,74,40,34,2188.5,892,345,760,45.4,160,411,38.9,42,52,80.8,32,222,254,203,91,55,26,185,1653,1,0,168
103,Immanuel Quickley,NYK,23,78,35,43,1802.4,882,284,724,39.2,137,396,34.6,177,201,88.1,31,216,247,275,99,54,3,167,1663,4,2,264
104,Dorian Finney-Smith,DAL,29,80,51,29,2643.6,880,326,692,47.1,172,435,39.5,56,83,67.5,122,253,375,150,80,88,39,183,1856,1,0,241
105,Luguentz Dort,OKC,23,51,17,34,1665.4,877,293,726,40.4,130,391,33.2,161,191,84.3,38,174,212,88,88,46,18,149,1367,0,0,-295
106,John Collins,ATL,24,54,26,28,1662.6,876,339,644,52.6,64,176,36.4,134,169,79.3,93,329,422,98,60,33,56,164,1736,16,0,36
107,Devin Vassell,SAS,21,71,29,42,1936.9,872,326,764,42.7,137,380,36.1,83,99,83.8,44,262,306,136,58,76,41,143,1736,1,0,32
108,Terance Mann,LAC,25,81,41,40,2316.8,872,334,690,48.4,76,208,36.5,128,164,78.0,104,321,425,209,84,55,21,178,1840,6,0,68
109,Dennis Schroder,HOU,28,64,32,32,1837.5,867,312,724,43.1,86,250,34.4,157,184,85.3,34,180,214,296,143,53,8,154,1608,1,0,-34
110,Duncan Robinson,MIA,28,79,52,27,2042.8,863,290,726,39.9,232,624,37.2,51,61,83.6,24,179,203,129,60,42,14,201,1408,0,0,106
111,Davion Mitchell,SAC,23,75,28,47,2075.8,861,352,843,41.8,101,320,31.6,56,85,65.9,33,133,166,313,114,55,24,141,1653,3,0,-275
112,Marcus Smart,BOS,28,71,47,24,2295.8,861,300,718,41.8,119,360,33.1,142,179,79.3,42,228,270,417,159,119,18,160,2063,2,0,442
113,Norman Powell,LAC,29,45,15,30,1458.2,853,279,605,46.1,106,253,41.9,189,233,81.1,20,125,145,96,69,42,21,106,1291,0,0,-220
114,Lonnie Walker IV,SAS,23,70,27,43,1612.3,849,311,764,40.7,111,353,31.4,116,148,78.4,18,163,181,152,71,44,19,98,1412,0,0,-80
115,Kyle Lowry,MIA,36,63,41,22,2133.2,844,276,627,44.0,144,382,37.7,148,174,85.1,33,249,282,474,168,67,17,177,1977,16,2,250
116,Jusuf Nurkic,POR,27,56,25,31,1578.5,842,321,600,53.5,15,56,26.8,185,268,69.0,167,452,619,157,143,62,34,189,1965,30,0,13
117,Luke Kennard,LAC,26,70,35,35,1919.1,833,287,639,44.9,190,423,44.9,69,77,89.6,20,209,229,146,60,42,6,101,1411,1,0,184
118,Marcus Morris Sr.,LAC,32,54,26,28,1564.3,830,300,691,43.4,101,275,36.7,129,148,87.2,26,213,239,113,69,28,18,115,1355,2,0,-143
119,Cameron Johnson,PHX,26,66,50,16,1730.0,822,279,607,46.0,166,391,42.5,98,114,86.0,42,231,273,99,47,57,16,113,1470,0,0,219
120,OG Anunoby,TOR,24,48,31,17,1728.3,822,309,697,44.3,115,317,36.3,89,118,75.4,74,190,264,125,80,71,25,131,1534,3,0,135
121,Clint Capela,ATL,28,74,40,34,2041.5,820,370,604,61.3,0,1,0.0,80,169,47.3,279,598,877,92,44,55,93,166,2410,35,0,127
122,Josh Hart,POR,27,54,20,34,1791.0,807,287,569,50.4,73,213,34.3,160,211,75.8,62,326,388,224,114,61,13,150,1717,12,0,-198
123,Kyrie Irving,BKN,30,29,14,15,1091.5,796,289,616,46.9,100,239,41.8,118,129,91.5,16,111,127,167,73,41,17,81,1300,2,0,121
124,De'Anthony Melton,MEM,24,73,49,24,1656.8,791,281,695,40.4,139,372,37.4,90,120,75.0,64,264,328,194,112,104,39,128,1793,2,0,221
125,Trey Lyles,SAC,26,75,19,56,1536.3,786,262,562,46.6,67,209,32.1,195,243,80.2,89,290,379,88,73,29,32,123,1483,3,0,-228
126,Ivica Zubac,LAC,25,76,40,36,1851.7,785,310,495,62.6,0,0,0.0,165,227,72.7,217,427,644,120,114,36,77,203,1963,25,0,-130
127,Gordon Hayward,CHA,32,49,26,23,1563.9,778,283,617,45.9,86,220,39.1,126,149,84.6,38,186,224,177,81,47,22,85,1438,1,0,-20
128,Coby White,CHI,22,61,32,29,1674.9,772,279,644,43.3,136,353,38.5,78,91,85.7,17,165,182,176,70,29,11,137,1304,1,0,-34
129,Jeff Green,DEN,35,75,44,31,1849.0,772,277,529,52.4,53,168,31.5,165,198,83.3,41,190,231,96,71,28,27,151,1287,1,0,59
130,Danilo Gallinari,ATL,33,66,35,31,1672.1,771,259,597,43.4,112,294,38.1,141,156,90.4,35,273,308,101,38,28,12,93,1374,2,0,107
131,Eric Gordon,HOU,33,57,19,38,1669.5,765,268,564,47.5,124,301,41.2,105,135,77.8,15,98,113,154,107,28,18,63,1163,0,0,-176
132,Mo Bamba,ORL,24,71,19,52,1823.7,756,296,617,48.0,107,281,38.1,57,73,78.1,148,424,572,85,77,38,118,182,1961,20,0,-373
133,Chris Boucher,TOR,29,80,48,32,1690.1,754,268,577,46.4,68,229,29.7,150,193,77.7,179,315,494,25,42,49,75,174,1714,10,0,189
134,Paul George,LAC,32,31,18,13,1077.4,754,268,636,42.1,91,257,35.4,127,148,85.8,12,201,213,176,126,67,13,74,1388,7,0,92
135,Justin Holiday,SAC,33,74,25,49,2056.8,749,261,662,39.4,177,482,36.7,50,62,80.6,29,161,190,128,70,57,33,154,1369,0,0,-206
136,Darius Bazley,OKC,22,69,19,50,1923.9,745,274,649,42.2,80,269,29.7,117,170,68.8,71,365,436,97,90,58,70,68,1708,7,0,-472
137,Herbert Jones,NOP,23,78,36,42,2335.2,742,274,576,47.6,57,169,33.7,137,163,84.0,98,198,296,167,100,130,60,238,1818,1,0,68
138,Grayson Allen,MIL,26,66,43,23,1804.8,733,255,569,44.8,159,389,40.9,64,74,86.5,32,190,222,100,43,46,18,96,1298,0,0,233
139,Max Strus,MIA,26,68,46,22,1587.1,721,249,564,44.1,181,442,41.0,42,53,79.2,24,178,202,92,57,28,16,116,1176,0,0,171
140,Chris Duarte,IND,25,55,21,34,1540.8,720,268,621,43.2,94,255,36.9,90,112,80.4,41,185,226,114,90,56,10,95,1270,0,0,-53
141,Dwight Powell,DAL,30,82,52,30,1798.2,717,269,401,67.1,13,37,35.1,166,212,78.3,173,231,404,97,64,37,39,220,1511,2,0,74
142,Cedi Osman,CLE,27,66,37,29,1461.7,709,247,572,43.2,128,359,35.7,87,131,66.4,25,121,146,135,67,52,10,127,1206,0,0,-57
143,De'Andre Hunter,ATL,24,53,28,25,1577.2,709,254,575,44.2,74,195,37.9,127,166,76.5,26,150,176,68,69,36,21,155,1124,2,0,28
144,Al Horford,BOS,36,69,46,23,2004.8,701,266,569,46.7,89,265,33.6,80,95,84.2,108,422,530,232,65,49,92,130,2043,15,0,386
145,Georges Niang,PHI,29,76,48,28,1736.4,700,246,563,43.7,156,387,40.3,52,59,88.1,25,178,203,102,59,30,13,190,1167,0,0,67
146,Bones Hyland,DEN,21,69,41,28,1309.9,698,230,571,40.3,131,358,36.6,107,125,85.6,14,174,188,191,86,41,20,153,1307,1,0,42
147,KJ Martin,HOU,21,79,20,59,1656.3,696,279,523,53.3,60,168,35.7,78,123,63.4,80,217,297,101,60,34,40,113,1366,2,0,-238
148,Damian Lillard,POR,31,29,12,17,1056.2,695,222,552,40.2,92,284,32.4,159,181,87.8,13,107,120,212,83,17,11,37,1158,8,0,-30
149,Alperen Sengun,HOU,19,72,18,54,1489.3,692,249,525,47.4,29,117,24.8,165,232,71.1,138,255,393,185,145,59,68,214,1677,8,0,-309
150,Nickeil Alexander-Walker,UTA,23,65,29,36,1465.8,692,253,680,37.2,105,338,31.1,81,109,74.3,37,150,187,156,93,46,23,103,1264,2,0,-112
151,Malcolm Brogdon,IND,29,36,14,22,1206.2,687,243,543,44.8,58,186,31.2,143,167,85.6,33,152,185,212,77,30,14,71,1282,6,1,0
152,Deni Avdija,WAS,21,82,35,47,1984.1,685,250,579,43.2,82,259,31.7,103,136,75.7,52,373,425,167,87,59,44,190,1668,3,0,-63
153,JaVale McGee,PHX,34,74,57,17,1171.7,680,288,458,62.9,2,9,22.2,102,146,69.9,163,333,496,42,98,22,81,181,1549,10,0,120
154,Ayo Dosunmu,CHI,22,77,42,35,2109.6,679,278,535,52.0,70,186,37.6,53,78,67.9,27,187,214,256,108,60,29,182,1479,4,0,-199
155,Gary Harris,ORL,27,61,16,45,1730.2,679,240,553,43.4,116,302,38.4,83,95,87.4,36,86,122,108,61,59,9,112,1130,0,0,-209
156,Daniel Gafford,WAS,23,72,30,42,1444.0,677,285,411,69.3,0,1,0.0,107,153,69.9,155,252,407,68,65,30,99,170,1589,8,0,-210
157,Josh Giddey,OKC,19,54,17,37,1700.4,674,281,670,41.9,56,213,26.3,56,79,70.9,98,323,421,345,171,51,20,88,1739,16,4,-299
158,P.J. Washington,CHA,23,65,33,32,1768.1,668,250,532,47.0,110,301,36.5,58,81,71.6,82,255,337,147,82,57,61,152,1565,3,0,141
159,Brandon Clarke,MEM,25,64,44,20,1246.0,666,288,447,64.4,5,22,22.7,85,130,65.4,135,207,342,86,34,39,68,122,1492,4,0,176
160,Josh Richardson,SAS,28,65,38,27,1599.7,666,234,534,43.8,102,246,41.5,96,108,88.9,42,143,185,115,66,56,29,116,1250,0,0,138
161,Precious Achiuwa,TOR,22,73,46,27,1724.7,664,265,603,43.9,56,156,35.9,78,131,59.5,146,327,473,82,84,37,41,151,1505,6,0,72
162,Bryn Forbes,DEN,28,75,36,39,1285.9,663,231,539,42.9,122,295,41.4,79,87,90.8,10,83,93,75,56,25,5,95,921,0,0,25
163,Ben McLemore,POR,29,64,20,44,1284.9,655,216,539,40.1,151,417,36.2,72,88,81.8,12,91,103,59,55,38,10,103,956,0,0,-352
164,Jaxson Hayes,NOP,22,70,29,41,1397.5,654,245,398,61.6,20,57,35.1,144,188,76.6,115,200,315,43,54,33,55,155,1307,4,0,22
165,Jonathan Kuminga,GSW,19,70,44,26,1184.8,652,236,460,51.3,50,149,33.6,130,190,68.4,54,180,234,64,74,31,22,146,1114,2,0,35
166,Klay Thompson,GSW,32,32,17,15,940.9,652,246,573,42.9,114,296,38.5,46,51,90.2,15,110,125,88,43,16,17,54,990,0,0,66
167,Garrison Mathews,HOU,25,65,19,46,1711.9,650,184,461,39.9,139,386,36.0,143,180,79.4,32,158,190,64,41,57,24,168,1176,0,0,-218
168,Obi Toppin,NYK,24,72,32,40,1229.8,648,251,473,53.1,52,169,30.8,94,124,75.8,69,199,268,77,56,25,33,102,1203,3,0,165
169,Bruce Brown,BKN,25,72,37,35,1774.0,647,256,506,50.6,38,94,40.4,97,128,75.8,100,245,345,148,56,77,52,176,1614,1,0,-45
170,Jaden McDaniels,MIN,21,70,40,30,1802.7,647,255,554,46.0,80,252,31.7,57,71,80.3,76,217,293,79,75,52,54,224,1360,0,0,2
171,Pat Connaughton,MIL,29,65,41,24,1690.8,645,227,496,45.8,146,370,39.5,45,54,83.3,45,228,273,82,35,59,15,86,1283,0,0,-26
172,Naz Reid,MIN,22,77,42,35,1215.3,637,233,476,48.9,57,166,34.3,114,149,76.5,102,199,301,71,82,40,71,172,1356,4,0,-92
