RANK,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
18,Mike Bibby,SAC,27,80,48,32,3090.7,1571,560,1264,44.3,131,364,36.0,320,413,77.5,77,255,332,541,203,124,30,191,3040,14,1,180
19,Shawn Marion,PHX,27,81,62,19,3143.6,1569,613,1289,47.6,114,341,33.4,229,275,83.3,235,680,915,154,125,163,119,199,3619,53,0,658
20,Jason Richardson,GSW,24,72,33,39,2719.9,1559,610,1368,44.6,125,370,33.8,214,309,69.3,125,299,424,281,169,105,32,156,2731,9,0,-138
21,Carmelo Anthony,DEN,21,75,47,28,2609.9,1558,530,1230,43.1,42,158,26.6,456,573,79.6,141,285,426,194,224,68,30,229,2430,4,0,166
22,Jalen Rose,TOR,32,81,33,48,2714.1,1495,527,1159,45.5,108,274,39.4,333,390,85.4,44,232,276,209,180,63,10,190,2179,1,0,-190
23,Antoine Walker,BOS,28,77,26,51,2965.4,1473,581,1377,42.2,110,341,32.3,201,373,53.9,182,513,695,265,253,89,58,217,2893,31,0,-526
24,Yao Ming,HOU,24,80,50,30,2459.3,1465,538,975,55.2,0,0,0.0,389,497,78.3,208,461,669,61,196,34,160,298,2745,24,0,134
25,Corey Maggette,LAC,25,66,27,39,2446.6,1464,425,986,43.1,51,168,30.4,563,657,85.7,70,324,394,225,195,70,8,191,2313,10,0,-22
26,Rashard Lewis,SEA,25,71,48,23,2702.3,1457,532,1151,46.2,173,432,40.0,220,283,77.7,110,278,388,94,123,75,62,158,2352,7,0,325
27,Richard Hamilton,DET,27,76,53,23,2936.6,1424,510,1160,44.0,36,118,30.5,368,429,85.8,74,221,295,372,217,77,13,232,2389,4,0,425
28,Joe Johnson,PHX,24,82,62,20,3237.9,1400,544,1179,46.1,177,370,47.8,135,180,75.0,120,302,422,291,148,79,24,167,2504,3,0,567
29,Desmond Mason,MIL,27,80,29,51,2885.2,1377,478,1079,44.3,1,8,12.5,420,524,80.2,85,227,312,217,164,58,27,198,2168,3,0,-212
30,Chris Bosh,TOR,21,81,33,48,3013.4,1361,473,1005,47.1,3,10,30.0,412,542,76.0,194,524,718,153,187,76,113,226,2832,32,0,-20
31,Larry Hughes,WAS,26,61,35,26,2357.3,1345,467,1086,43.0,59,209,28.2,352,453,77.7,74,308,382,285,153,176,18,168,2660,7,1,90
32,Tim Duncan,SAS,29,66,50,16,2205.4,1342,517,1042,49.6,3,9,33.3,305,455,67.0,202,530,732,179,127,45,174,144,3019,44,0,692
33,Antawn Jamison,WAS,29,68,38,30,2608.8,1334,519,1189,43.7,71,208,34.1,225,296,76.0,160,359,519,154,118,55,16,151,2283,24,0,121
34,Tony Parker,SAS,23,80,58,22,2735.8,1331,539,1118,48.2,43,156,27.6,210,323,65.0,47,251,298,490,215,98,4,167,2515,7,0,509
35,Peja Stojakovic,SAC,28,66,42,24,2539.4,1329,451,1016,44.4,174,433,40.2,253,275,92.0,62,223,285,138,102,79,12,157,2049,1,0,110
36,Zydrunas Ilgauskas,CLE,30,78,40,38,2615.4,1320,458,979,46.8,2,7,28.6,402,503,79.9,299,373,672,100,191,53,165,313,2739,24,0,126
37,Grant Hill,ORL,32,67,32,35,2342.8,1317,517,1015,50.9,3,13,23.1,280,341,82.1,77,241,318,220,161,97,28,144,2243,2,0,-12
38,Chauncey Billups,DET,28,80,53,27,2873.9,1316,404,913,44.2,165,387,42.6,343,382,89.8,48,223,271,464,180,81,9,194,2427,3,0,352
39,Ricky Davis,BOS,25,82,45,37,2691.9,1309,481,1041,46.2,61,180,33.9,286,351,81.5,66,183,249,246,205,89,27,174,2120,0,0,-65
40,Chris Webber,PHI,32,67,39,28,2373.1,1306,555,1283,43.3,15,44,34.1,181,228,79.4,130,482,612,318,182,94,53,214,2776,31,4,52
41,Damon Stoudamire,POR,31,81,26,55,2769.3,1277,457,1165,39.2,181,490,36.9,182,199,91.5,56,254,310,458,164,86,2,158,2436,8,2,-217
42,Wally Szczerbiak,MIN,28,81,44,37,2566.8,1253,465,919,50.6,63,169,37.3,260,304,85.5,82,221,303,191,132,40,16,178,1939,0,0,112
43,Jamal Crawford,NYK,25,70,28,42,2684.6,1241,437,1097,39.8,185,512,36.1,182,216,84.3,33,170,203,302,148,92,19,135,2123,1,0,-180
44,Ben Gordon,CHI,22,82,47,35,2013.1,1235,434,1056,41.1,134,331,40.5,233,270,86.3,55,160,215,164,186,53,10,224,1742,0,0,147
45,Bobby Simmons,LAC,25,75,35,40,2810.6,1229,474,1017,46.6,50,115,43.5,231,273,84.6,128,318,446,205,135,106,16,227,2303,10,0,74
46,Kirk Hinrich,CHI,24,77,42,35,2797.5,1206,445,1122,39.7,145,408,35.5,171,216,79.2,32,272,304,494,176,122,21,244,2565,9,0,-19
47,Tayshaun Prince,DET,25,82,54,28,3043.5,1206,469,963,48.7,47,138,34.1,221,274,80.7,133,302,435,247,135,56,71,161,2345,3,0,437
48,Caron Butler,LAL,25,77,32,45,2742.2,1195,441,991,44.5,38,125,30.4,275,319,86.2,146,304,450,146,125,110,23,213,2228,10,0,-236
49,Manu Ginobili,SAS,27,74,53,21,2201.0,1186,367,780,47.1,97,258,37.6,355,442,80.3,75,254,329,288,172,119,27,190,2279,1,0,672
50,Drew Gooden,CLE,23,82,42,40,2524.5,1184,464,943,49.2,5,28,17.9,251,310,81.0,207,546,753,130,133,77,76,233,2609,37,0,114
51,Quentin Richardson,PHX,25,79,59,20,2844.7,1176,407,1045,38.9,226,631,35.8,136,184,73.9,91,388,479,158,102,96,27,197,2255,8,0,518
52,Steve Nash,PHX,31,75,60,15,2568.6,1165,430,857,50.2,94,218,43.1,211,238,88.7,57,192,249,861,245,74,6,136,2750,49,1,664
53,Al Harrington,ATL,25,66,10,56,2546.4,1158,453,986,45.9,16,74,21.6,236,351,67.2,145,316,461,208,204,85,16,249,2122,12,0,-513
54,Rasheed Wallace,DET,30,79,53,26,2696.3,1145,467,1062,44.0,75,236,31.8,136,195,69.7,174,470,644,142,127,65,115,236,2544,24,0,375
55,Rafer Alston,TOR,28,80,32,48,2722.9,1136,403,974,41.4,139,389,35.7,191,258,74.0,42,237,279,514,170,118,7,212,2447,10,0,-74
56,Cuttino Mobley,SAC,29,66,36,30,2394.2,1134,408,932,43.8,150,342,43.9,168,205,82.0,45,184,229,188,133,74,30,152,1870,2,0,-6
57,Chucky Atkins,LAL,30,82,34,48,2911.8,1115,388,910,42.6,176,455,38.7,163,203,80.3,31,166,197,358,151,73,2,181,1962,2,0,-151
58,Andre Miller,DEN,29,82,49,33,2849.3,1113,427,895,47.7,6,39,15.4,253,302,83.8,100,238,338,569,220,121,8,204,2539,13,0,174
59,Emeka Okafor,CHA,22,73,16,57,2599.6,1105,448,1003,44.7,0,1,0.0,209,343,60.9,275,520,795,64,125,62,125,214,2591,47,0,-344
60,Matt Harpring,UTA,29,78,24,54,2585.0,1090,418,855,48.9,9,43,20.9,245,315,77.8,196,284,480,142,133,70,16,250,2004,6,0,-324
61,Kenyon Martin,DEN,27,70,39,31,2278.9,1087,444,907,49.0,0,12,0.0,199,308,64.6,146,365,511,170,149,100,78,228,2340,20,0,70
62,Troy Murphy,GSW,25,70,30,40,2381.4,1076,392,947,41.4,59,148,39.9,233,319,73.0,251,505,756,97,108,53,33,190,2279,34,0,-194
63,Jermaine O'Neal,IND,26,44,23,21,1539.5,1068,386,854,45.2,1,6,16.7,295,391,75.4,85,303,388,82,131,25,88,173,1865,17,0,33
64,Mike Dunleavy,GSW,24,79,33,46,2569.4,1057,408,905,45.1,107,276,38.8,134,172,77.9,97,338,435,203,132,79,26,198,2067,4,0,-51
65,Mehmet Okur,UTA,26,82,26,56,2303.9,1054,354,756,46.8,17,63,27.0,329,387,85.0,194,422,616,166,141,32,68,227,2201,22,0,-203
66,Morris Peterson,TOR,27,82,33,49,2519.7,1029,356,848,42.0,129,335,38.5,188,226,83.2,71,269,340,169,93,91,18,219,1925,3,0,-53
67,Mike Miller,MEM,25,76,40,36,2281.0,1022,387,766,50.5,140,323,43.3,108,150,72.0,36,264,300,220,127,54,23,197,1816,0,0,224
68,Latrell Sprewell,MIN,34,80,44,36,2447.7,1021,398,961,41.4,69,211,32.7,156,188,83.0,65,189,254,179,127,53,21,124,1689,0,0,-13
69,Eddie Jones,MIA,33,80,58,22,2837.3,1018,351,820,42.8,142,382,37.2,174,216,80.6,38,367,405,212,99,86,38,251,2095,3,0,488
70,Earl Boykins,DEN,29,82,49,33,2167.1,1015,340,824,41.3,56,166,33.7,279,303,92.1,37,106,143,372,121,78,12,122,1894,6,0,103
71,Eddy Curry,CHI,22,63,37,26,1811.6,1012,393,730,53.8,0,0,0.0,226,314,72.0,116,222,338,37,163,21,58,202,1547,6,0,-78
72,Michael Finley,DAL,32,64,48,16,2365.6,1003,387,907,42.7,116,285,40.7,113,136,83.1,45,217,262,169,60,48,18,123,1709,1,0,377
73,Pau Gasol,MEM,24,56,28,28,1783.3,997,357,695,51.4,1,6,16.7,282,367,76.8,130,280,410,135,137,37,93,146,1945,14,0,144
74,Jason Terry,DAL,27,80,56,24,2397.9,993,372,743,50.1,103,245,42.0,146,173,84.4,38,150,188,429,147,109,15,177,2087,6,0,466
75,Dwight Howard,ORL,19,82,36,46,2678.4,981,352,677,52.0,0,2,0.0,277,413,67.1,287,536,823,75,165,77,136,232,2555,32,0,-178
76,Jeff McInnis,CLE,30,76,39,37,2650.7,975,377,915,41.2,91,264,34.5,130,160,81.3,32,125,157,391,117,56,1,177,1804,5,0,27
77,Lamar Odom,LAL,25,64,31,33,2316.3,975,366,774,47.3,36,117,30.8,207,298,69.5,134,519,653,238,161,42,65,211,2276,33,0,-104
78,Reggie Miller,IND,39,66,34,32,2111.7,974,314,719,43.7,96,298,32.2,250,268,93.3,18,138,156,146,77,50,5,109,1468,0,0,236
79,Marc Jackson,PHI,30,81,42,39,1970.1,969,340,731,46.5,0,2,0.0,289,349,82.8,184,222,406,81,131,32,18,171,1597,4,0,1
80,Lee Nailon,NOH,30,68,14,54,2014.1,963,415,869,47.8,0,2,0.0,133,165,80.6,128,170,298,109,110,36,16,190,1530,1,0,-321
81,Josh Howard,DAL,25,76,56,20,2444.4,958,377,793,47.5,34,115,29.6,170,232,73.3,169,315,484,109,122,116,49,211,2075,12,0,429
82,Damon Jones,MIA,28,82,59,23,2577.8,955,331,726,45.6,225,521,43.2,68,86,79.1,14,217,231,351,98,44,5,121,1808,0,0,446
83,Stephen Jackson,IND,27,51,30,21,1794.8,953,330,819,40.3,103,286,36.0,190,229,83.0,44,206,250,119,123,64,14,154,1543,2,0,149
84,Jason Kidd,NJN,32,66,38,28,2449.7,951,340,855,39.8,129,358,36.0,142,192,74.0,94,394,488,545,167,123,9,110,2583,26,8,233
85,David Wesley,HOU,34,80,40,40,2777.4,948,334,840,39.8,118,315,37.5,162,189,85.7,38,190,228,265,113,96,9,215,1821,1,0,-5
86,Kyle Korver,PHI,24,82,43,39,2666.7,942,317,759,41.8,226,558,40.5,82,96,85.4,40,339,379,182,106,103,33,265,1972,4,0,48
87,Primoz Brezec,CHA,25,72,16,56,2282.5,938,387,756,51.2,0,0,0.0,164,220,74.5,226,305,531,86,106,33,55,183,1862,15,0,-318
88,Hedo Turkoglu,ORL,26,67,32,35,1766.5,937,328,782,41.9,93,245,38.0,188,225,83.6,62,171,233,153,119,41,18,140,1504,0,0,-54
89,Kurt Thomas,NYK,32,80,31,49,2859.5,916,424,901,47.1,2,4,50.0,66,84,78.6,170,661,831,160,99,70,79,310,2501,32,0,-145
90,Carlos Boozer,UTA,23,51,17,34,1780.8,909,361,693,52.1,0,1,0.0,187,268,69.8,141,316,457,144,137,41,24,179,1731,22,0,-101
91,Shareef Abdur-Rahim,POR,28,54,17,37,1874.1,909,337,670,50.3,15,39,38.5,220,254,86.6,123,269,392,111,117,49,26,150,1654,16,0,-205
92,Kenny Thomas,SAC,27,73,36,37,2171.0,908,367,781,47.0,1,5,20.0,173,227,76.2,184,351,535,152,131,67,17,227,1899,15,0,-87
93,Dan Dickau,NOH,26,71,18,53,2080.1,887,306,756,40.5,85,245,34.7,190,228,83.3,34,146,180,347,145,76,4,201,1719,5,0,-326
94,P.J. Brown,NOH,35,82,18,64,2825.5,886,338,758,44.6,0,0,0.0,210,243,86.4,266,471,737,178,101,74,50,233,2308,28,0,-403
95,Baron Davis,GSW,26,46,21,25,1581.8,885,291,752,38.7,118,354,33.3,185,243,76.1,32,143,175,362,131,81,14,126,1792,12,1,62
96,Raef LaFrentz,BOS,29,80,44,36,2200.9,884,341,688,49.6,82,225,36.4,120,148,81.1,154,399,553,98,70,42,99,262,2048,11,0,111
97,Derek Fisher,GSW,30,74,31,43,2221.7,877,297,755,39.3,108,291,37.1,175,203,86.2,38,180,218,301,129,76,4,176,1701,0,0,-55
98,Brad Miller,SAC,29,56,36,20,2092.5,876,319,609,52.4,5,19,26.3,233,287,81.2,139,382,521,220,82,69,68,181,2160,18,0,205
99,Gary Payton,BOS,36,77,41,36,2550.6,873,339,725,46.8,42,129,32.6,153,201,76.1,48,188,236,469,148,88,12,121,2012,7,0,49
100,Mike James,HOU,30,74,38,36,1857.8,871,331,751,44.1,100,259,38.6,109,145,75.2,35,173,208,263,106,65,6,174,1622,1,0,158
101,Zach Randolph,POR,23,46,19,27,1607.2,871,332,741,44.8,0,6,0.0,207,254,81.5,142,300,442,86,112,34,17,112,1571,22,0,-94
102,Udonis Haslem,MIA,25,80,59,21,2677.6,870,346,641,54.0,0,4,0.0,178,225,79.1,239,487,726,108,113,63,41,260,2102,23,0,415
103,Tim Thomas,NYK,28,71,30,41,1940.7,851,315,718,43.9,85,208,40.9,136,173,78.6,45,192,237,110,113,41,17,222,1361,0,0,-169
104,Antonio Daniels,SEA,30,75,50,25,2025.9,843,273,623,43.8,49,165,29.7,248,304,81.6,20,149,169,309,78,51,3,78,1593,1,0,206
105,Jerry Stackhouse,DAL,30,56,38,18,1620.3,833,274,662,41.4,32,120,26.7,253,298,84.9,38,145,183,127,106,53,10,104,1326,2,0,109
106,Luke Ridnour,SEA,24,82,52,30,2573.9,824,299,739,40.5,67,178,37.6,159,180,88.3,55,149,204,483,149,94,23,185,1995,4,0,-2
107,Mo Williams,MIL,22,80,30,50,2261.6,814,323,737,43.8,32,99,32.3,136,160,85.0,50,194,244,484,196,74,11,221,1892,8,0,-115
108,Fred Jones,IND,26,77,40,37,2270.4,813,275,647,42.5,87,229,38.0,176,207,85.0,34,208,242,196,114,61,31,171,1559,1,0,-153
109,Joe Smith,MIL,29,74,28,46,2270.9,813,319,621,51.4,0,1,0.0,175,228,76.8,179,362,541,67,79,43,38,222,1727,14,0,-71
110,Darius Miles,POR,23,63,25,38,1694.1,809,336,697,48.2,8,23,34.8,129,215,60.0,71,228,299,129,157,75,78,189,1663,2,0,-79
111,Ruben Patterson,POR,29,70,26,44,1964.0,809,319,601,53.1,2,25,8.0,169,282,59.9,126,147,273,138,143,106,21,164,1582,0,0,-105
112,Josh Childress,ATL,22,80,12,68,2371.8,807,302,642,47.0,13,56,23.2,190,231,82.3,195,287,482,151,106,74,35,184,1833,12,0,-441
113,Sam Cassell,MIN,35,59,32,27,1524.2,799,319,687,46.4,27,103,26.2,134,155,86.5,25,132,157,301,109,36,14,160,1480,5,0,130
114,Shane Battier,MEM,26,80,44,36,2518.6,792,271,613,44.2,70,177,39.5,180,228,78.9,158,255,413,126,75,91,77,201,1906,4,0,327
115,Tyronn Lue,ATL,28,70,16,54,2008.9,787,295,654,45.1,55,155,35.5,142,165,86.1,14,135,149,322,105,33,0,168,1443,4,0,-452
116,JR Smith,NOH,19,76,18,58,1863.5,782,295,748,39.4,81,281,28.8,111,161,68.9,39,113,152,142,109,55,11,135,1266,0,0,-400
117,Gerald Wallace,CHA,22,70,16,54,2149.1,780,286,637,44.9,17,62,27.4,191,289,66.1,118,268,386,137,159,117,91,182,1914,7,0,-178
118,Raja Bell,UTA,28,63,20,43,1796.7,772,303,667,45.4,54,134,40.3,112,150,74.7,48,153,201,91,79,44,8,205,1227,1,0,-207
119,Lorenzen Wright,MEM,29,80,45,35,2286.3,771,320,683,46.9,0,3,0.0,131,198,66.2,177,436,613,87,100,58,69,251,1918,17,0,57
120,Mark Blount,BOS,29,82,45,37,2143.9,771,327,618,52.9,0,1,0.0,117,164,71.3,143,254,397,129,158,33,64,229,1574,1,0,-27
121,Donyell Marshall,TOR,32,65,27,38,1657.4,747,262,592,44.3,151,363,41.6,72,91,79.1,95,333,428,81,42,57,46,136,1649,13,0,36
122,Nenad Krstic,NJN,21,75,40,35,1967.6,747,281,570,49.3,0,2,0.0,185,255,72.5,161,240,401,77,112,32,63,280,1517,9,0,72
123,Vladimir Radmanovic,SEA,24,63,43,20,1860.9,743,267,651,41.0,128,329,38.9,81,103,78.6,53,237,290,86,80,57,31,172,1404,3,0,286
124,Andre Iguodala,PHI,21,82,43,39,2680.8,741,269,546,49.3,47,142,33.1,156,210,74.3,89,375,464,246,139,138,48,204,2086,5,1,-18
125,Corliss Williamson,SAC,31,72,37,35,1534.5,741,273,584,46.7,0,2,0.0,195,244,79.9,104,155,259,78,86,38,15,218,1242,2,0,-12
126,Antonio McDyess,DET,30,77,51,26,1805.1,740,307,598,51.3,0,1,0.0,126,192,65.6,177,305,482,71,93,46,52,204,1626,6,0,5
127,Chris Mihm,LAL,25,75,33,42,1873.2,735,280,552,50.7,0,2,0.0,175,258,67.8,197,305,502,50,110,14,108,237,1668,18,0,-159
128,Richard Jefferson,NJN,25,33,12,21,1363.9,733,238,564,42.2,30,89,33.7,227,269,84.4,49,191,240,133,132,33,17,109,1239,9,0,-124
129,Nazr Mohammed,SAS,27,77,35,42,1938.4,731,289,602,48.0,0,1,0.0,153,227,67.4,247,339,586,34,108,58,86,236,1809,18,0,-174
130,Ben Wallace,DET,30,74,51,23,2673.8,721,295,651,45.3,1,9,11.1,130,304,42.8,292,610,902,123,82,106,176,159,2752,29,0,343
131,Bonzi Wells,MEM,28,69,37,32,1488.9,721,272,617,44.1,36,104,34.6,141,188,75.0,49,180,229,80,90,85,27,165,1362,1,0,-48
132,Jason Williams,MEM,29,71,39,32,1950.0,719,266,644,41.3,107,330,32.4,80,101,79.2,19,103,122,399,130,75,5,91,1574,1,0,78
133,Gordan Giricek,UTA,28,81,26,55,1652.7,715,283,632,44.8,38,105,36.2,111,137,81.0,25,157,182,137,90,46,11,155,1220,0,0,-78
134,Josh Smith,ATL,19,74,11,63,2049.9,715,274,602,45.5,4,23,17.4,163,237,68.8,147,310,457,127,135,59,144,157,1928,10,0,-376
135,Keith Bogans,CHA,25,74,15,59,1795.6,714,262,688,38.1,57,173,32.9,133,183,72.7,76,150,226,135,122,68,8,167,1294,0,0,-264
136,Speedy Claxton,NOH,27,62,22,40,1873.5,712,257,611,42.1,11,61,18.0,187,254,73.6,37,147,184,374,119,109,8,184,1726,8,0,-200
137,Luol Deng,CHI,20,61,36,25,1661.1,711,280,645,43.4,31,117,26.5,120,162,74.1,92,230,322,135,118,48,27,98,1407,3,0,159
138,Jason Hart,CHA,27,74,18,56,1888.1,706,257,573,44.9,35,95,36.8,157,200,78.5,18,185,203,367,102,99,14,167,1737,7,0,-318
139,Keith Van Horn,DAL,29,62,35,27,1503.0,696,257,564,45.6,54,142,38.0,128,157,81.5,89,205,294,75,81,36,21,170,1251,5,0,79
140,Troy Hudson,MIN,29,79,42,37,1744.7,691,266,664,40.1,89,258,34.5,70,90,77.8,19,86,105,283,113,27,6,121,1228,0,0,5
141,Jameer Nelson,ORL,23,79,34,45,1615.0,689,286,628,45.5,44,141,31.2,73,107,68.2,52,141,193,237,117,78,3,199,1402,1,0,-111
142,Jason Kapono,CHA,24,81,17,64,1489.1,688,269,671,40.1,80,194,41.2,70,85,82.4,32,132,164,61,46,40,6,132,1068,0,0,-84
143,Marcus Camby,DEN,31,66,43,23,2018.8,683,279,600,46.5,0,4,0.0,125,173,72.3,131,530,661,152,103,61,199,177,2381,23,0,105
144,Andres Nocioni,CHI,25,81,47,34,1895.5,677,241,601,40.1,25,97,25.8,170,222,76.6,69,317,386,122,135,37,34,208,1401,3,0,-178
145,Bruce Bowen,SAS,34,82,59,23,2622.5,675,251,598,42.0,102,253,40.3,71,112,63.4,50,235,285,126,57,55,39,175,1431,0,0,399
146,Jim Jackson,PHX,34,64,40,24,1995.8,672,248,582,42.6,122,295,41.4,54,58,93.1,33,236,269,183,115,35,5,153,1274,1,0,13
147,Tony Delk,ATL,31,56,6,50,1348.2,667,246,591,41.6,72,202,35.6,103,136,75.7,28,102,130,104,54,47,3,123,1075,0,0,-212
148,Brevin Knight,CHA,29,66,17,49,1946.5,666,248,587,42.2,3,20,15.0,167,196,85.2,21,149,170,591,147,131,5,192,2018,16,0,-153
149,Michael Sweetney,NYK,22,77,32,45,1502.1,650,237,446,53.1,0,1,0.0,176,235,74.9,169,249,418,44,108,27,28,224,1275,4,0,-34
150,Austin Croshere,IND,30,73,40,33,1826.3,647,188,497,37.8,45,174,25.9,226,256,88.3,103,272,375,98,104,48,17,154,1335,4,0,-168
151,Andrei Kirilenko,UTA,24,41,15,26,1353.1,640,207,420,49.3,23,77,29.9,203,259,78.4,89,166,255,132,90,67,136,101,1663,7,0,89
152,Tyson Chandler,CHI,22,80,46,34,2187.5,640,207,419,49.4,0,2,0.0,226,336,67.3,261,514,775,65,118,69,141,268,2180,21,0,107
153,Brendan Haywood,WAS,25,68,38,30,1868.7,637,239,427,56.0,0,0,0.0,159,261,60.9,202,262,464,57,96,52,114,218,1681,6,0,220
154,Mickael Pietrus,GSW,23,67,29,38,1336.2,636,214,501,42.7,67,195,34.4,141,202,69.8,65,124,189,82,92,46,18,139,1086,0,0,-38
155,Bob Sura,HOU,32,61,42,19,1925.3,626,215,504,42.7,55,155,35.5,141,188,75.0,79,258,337,317,147,65,7,168,1575,8,0,155
156,Jamaal Tinsley,IND,27,40,22,18,1300.8,616,218,522,41.8,58,156,37.2,122,164,74.4,26,134,160,257,134,81,12,112,1339,4,0,105
157,Earl Watson,MEM,26,80,44,36,1814.3,615,236,554,42.6,52,163,31.9,91,138,65.9,35,129,164,359,167,83,19,184,1489,3,0,154
158,Darius Songaila,SAC,27,81,50,31,1658.5,608,257,488,52.7,0,3,0.0,94,111,84.7,125,219,344,114,70,51,18,206,1329,6,0,132
159,Stromile Swift,MEM,25,60,32,28,1280.1,604,219,488,44.9,0,4,0.0,166,219,75.8,92,181,273,43,90,41,92,182,1305,2,0,24
160,Brent Barry,SAS,33,81,59,22,1736.2,601,194,459,42.3,100,280,35.7,113,135,83.7,29,161,190,178,64,39,20,123,1209,0,0,240
161,Predrag Drobnjak,ATL,29,71,13,58,1437.9,597,238,543,43.8,25,71,35.2,96,120,80.0,73,165,238,49,78,42,24,138,1076,0,0,-209
162,Dan Gadzuric,MIL,27,81,29,52,1778.1,593,243,451,53.9,0,0,0.0,107,199,53.8,261,413,674,30,81,47,106,224,1825,19,0,-65
163,Matt Bonner,TOR,25,82,33,49,1545.0,589,247,463,53.3,39,92,42.4,56,71,78.9,108,177,285,48,40,39,19,220,1137,0,0,-44
164,Samuel Dalembert,PHI,25,72,39,33,1790.8,589,250,477,52.4,0,0,0.0,89,148,60.1,187,355,542,35,114,46,121,241,1679,10,0,33
165,Nick Van Exel,POR,33,53,20,33,1618.1,586,214,561,38.1,100,257,38.9,58,74,78.4,20,141,161,227,92,44,0,70,1160,1,0,-72
166,Juwan Howard,HOU,32,61,38,23,1621.5,585,244,541,45.1,0,1,0.0,97,115,84.3,126,220,346,94,79,32,5,143,1173,7,0,39
167,Jumaine Jones,LAL,26,76,31,45,1835.0,577,210,486,43.2,102,261,39.1,55,75,73.3,107,291,398,65,49,44,24,165,1307,4,0,-35
168,Melvin Ely,CHA,27,79,18,61,1655.4,576,227,526,43.2,0,0,0.0,122,212,57.5,142,184,326,76,115,32,69,199,1269,4,0,-162
169,Chris Kaman,LAC,23,63,28,35,1634.9,572,246,495,49.7,0,1,0.0,80,121,66.1,135,288,423,73,115,26,68,182,1356,15,0,-129
170,Othella Harrington,CHI,31,70,40,30,1278.1,561,217,424,51.2,0,0,0.0,127,177,71.8,106,186,292,56,84,24,18,188,1037,2,0,172
171,Jarvis Hayes,WAS,23,54,30,24,1562.7,553,206,530,38.9,42,123,34.1,99,118,83.9,41,186,227,90,62,49,9,107,1072,0,0,-73
172,Casey Jacobsen,NOH,24,84,43,41,1805.1,547,165,408,40.4,66,177,37.3,151,192,78.6,35,132,167,113,71,33,8,104,969,0,0,8
173,Marquis Daniels,DAL,24,60,42,18,1416.3,545,220,504,43.7,7,35,20.0,98,133,73.7,87,129,216,128,86,83,14,124,1201,1,0,44
