RANK,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
196,Jeff Foster,IND,25,82,42,40,1784.6,467,177,394,44.9,2,15,13.3,111,182,61.0,206,350,556,70,79,71,38,232,1487,8,0,-45
197,Kevin Ollie,IND,29,81,28,53,1724.4,462,137,353,38.8,1,2,50.0,187,227,82.4,25,159,184,291,106,62,2,97,1205,1,0,-171
198,Samaki Walker,LAL,26,69,48,21,1653.3,460,187,365,51.2,0,0,0.0,86,129,66.7,129,352,481,64,53,28,88,170,1428,8,0,43
199,Shawn Kemp,POR,32,75,44,31,1234.7,454,175,407,43.0,0,4,0.0,104,131,79.4,90,198,288,52,81,43,33,184,1025,6,0,-14
200,Jarron Collins,UTA,23,70,40,30,1444.7,450,158,343,46.1,0,1,0.0,134,181,74.0,138,158,296,58,56,29,22,234,989,1,0,43
201,Walt Williams,HOU,32,48,16,32,1118.6,450,166,396,41.9,78,183,42.6,40,51,78.4,37,125,162,69,53,18,10,106,779,0,0,-66
202,Tyrone Nesby,WAS,26,70,30,40,1499.4,443,183,421,43.5,13,47,27.7,64,93,68.8,105,213,318,91,49,61,22,164,1161,4,0,-20
203,Charles Smith,SAS,26,60,45,15,1143.4,441,182,428,42.5,35,131,26.7,42,65,64.6,34,99,133,80,59,52,44,114,950,0,0,-21
204,Predrag Drobnjak,SEA,26,64,37,27,1173.7,437,191,414,46.1,0,2,0.0,55,73,75.3,75,144,219,51,51,20,31,109,878,1,0,97
205,Tyson Chandler,CHI,19,71,19,52,1392.8,436,151,304,49.7,0,0,0.0,134,222,60.4,114,229,343,54,99,28,93,179,1193,7,0,-212
206,Hakeem Olajuwon,TOR,39,61,33,28,1374.5,435,194,418,46.4,0,2,0.0,47,84,56.0,98,268,366,66,98,74,92,147,1373,4,0,27
207,Grant Long,MEM,36,66,18,48,1868.1,417,164,385,42.6,3,17,17.6,86,123,69.9,31,200,231,136,103,63,12,123,1020,0,0,-384
208,Adrian Griffin,DAL,27,58,40,18,1386.6,415,179,359,49.9,16,54,29.6,41,49,83.7,68,161,229,106,42,75,12,142,1068,0,0,148
209,Bruce Bowen,SAS,31,59,47,12,1699.0,412,155,398,38.9,56,148,37.8,46,96,47.9,42,120,162,88,66,62,25,116,933,0,0,278
210,Shandon Anderson,NYK,28,82,30,52,1595.5,411,149,373,39.9,39,141,27.7,74,107,69.2,57,192,249,76,97,48,15,134,916,0,0,-139
211,Vladimir Radmanovic,SEA,21,61,31,30,1235.0,407,146,354,41.2,66,157,42.0,49,72,68.1,45,185,230,81,72,56,24,119,973,0,0,69
212,Christian Laettner,WAS,32,57,21,36,1444.0,404,168,362,46.4,2,10,20.0,66,76,86.8,74,227,301,151,85,60,25,129,1162,4,0,-113
213,Tony Massenburg,MEM,34,73,18,55,1244.9,403,159,349,45.6,1,1,100,84,117,71.8,100,224,324,26,65,30,31,174,949,3,0,-316
214,Eduardo Najera,DAL,25,62,44,18,1351.4,400,150,300,50.0,0,2,0.0,100,148,67.6,149,193,342,38,40,56,30,156,1085,6,0,320
215,Terry Porter,SAS,39,72,52,20,1289.4,399,136,321,42.4,59,142,41.5,68,83,81.9,12,152,164,205,85,45,16,89,1001,0,0,370
216,Terrell Brandon,MIN,32,32,20,12,964.2,397,155,365,42.5,4,23,17.4,83,84,98.8,17,76,93,264,43,52,6,49,1036,8,0,139
217,Hanno Mottola,ATL,25,82,33,49,1368.4,396,169,384,44.0,1,13,7.7,57,76,75.0,81,187,268,50,70,20,19,174,840,1,0,-159
218,Patrick Ewing,ORL,39,65,35,30,899.4,390,148,333,44.4,0,1,0.0,94,134,70.1,59,203,262,35,64,22,45,129,894,2,0,-17
219,Oscar Torres,HOU,25,65,20,45,1077.0,389,135,341,39.6,37,126,29.4,82,105,78.1,47,75,122,40,49,25,9,64,648,0,0,-165
220,Jahidi White,WAS,26,71,33,38,1347.1,383,150,279,53.8,0,0,0.0,83,154,53.9,159,285,444,17,65,25,75,163,1176,6,0,-89
221,Adonal Foyle,GSW,27,79,19,60,1485.3,379,171,385,44.4,0,0,0.0,37,93,39.8,150,234,384,41,76,36,168,179,1437,3,0,-205
222,Lamar Odom,LAC,22,29,14,15,999.5,379,151,360,41.9,16,84,19.0,61,93,65.6,31,145,176,171,97,23,36,91,927,4,0,-8
223,Bo Outlaw,PHX,31,83,37,46,1928.6,376,166,299,55.5,1,2,50.0,43,102,42.2,147,217,364,127,96,70,92,205,1393,0,0,54
224,Kendall Gill,MIA,34,65,34,31,1414.6,372,162,422,38.4,6,44,13.6,42,62,67.7,29,155,184,100,55,44,8,140,844,0,0,-96
225,Brevin Knight,MEM,26,53,15,38,1149.3,371,141,334,42.2,2,8,25.0,87,115,75.7,11,98,109,302,111,79,7,135,1102,7,0,-128
226,Hubert Davis,WAS,32,51,23,28,1231.8,365,146,326,44.8,57,126,45.2,16,21,76.2,7,70,77,107,44,28,3,58,667,0,0,-37
227,Ryan Bowen,DEN,26,75,26,49,1687.9,364,147,307,47.9,1,12,8.3,69,92,75.0,134,165,299,52,41,75,41,171,1108,2,0,55
228,Vitaly Potapenko,BOS,27,79,47,32,1343.8,363,137,301,45.5,0,0,0.0,89,120,74.2,167,180,347,30,63,37,18,174,926,5,0,-49
229,Dell Curry,TOR,38,56,31,25,884.9,360,141,347,40.6,45,131,34.4,33,37,89.2,23,58,81,61,41,22,6,50,592,0,0,16
230,Stacey Augmon,CHH,33,77,42,35,1316.2,359,141,329,42.9,0,3,0.0,77,101,76.2,60,166,226,103,54,56,12,115,935,0,0,107
231,Jason Collins,NJN,23,77,47,30,1403.1,350,117,278,42.1,1,2,50.0,115,164,70.1,132,169,301,81,72,29,47,173,989,3,0,100
232,Chris Gatling,MIA,34,54,19,35,810.1,345,131,293,44.7,1,8,12.5,82,117,70.1,71,135,206,25,58,17,11,109,656,0,0,-56
233,Fred Hoiberg,CHI,29,79,20,59,1406.4,345,121,291,41.6,24,92,26.1,79,94,84.0,18,192,210,136,32,61,5,87,967,0,0,-161
234,Damon Jones,DET,25,67,42,25,1088.7,340,114,284,40.1,69,186,37.1,43,59,72.9,13,90,103,140,61,23,1,83,685,0,0,96
235,Ira Newble,ATL,27,42,19,23,1274.5,338,131,263,49.8,1,7,14.3,75,88,85.2,80,142,222,45,49,38,20,117,797,2,0,3
236,Slava Medvedenko,LAL,23,71,50,21,725.3,331,145,304,47.7,0,4,0.0,41,62,66.1,85,73,158,43,42,29,11,119,663,0,0,80
237,Michael Curry,DET,33,82,50,32,1905.4,329,125,276,45.3,7,26,26.9,72,91,79.1,15,153,168,127,60,47,10,207,832,0,0,-51
238,Charlie Ward,NYK,31,63,19,44,1057.5,326,113,303,37.3,53,164,32.3,47,58,81.0,15,112,127,203,75,68,14,100,954,1,0,-26
239,DeShawn Stevenson,UTA,21,67,36,31,1131.2,325,143,371,38.5,2,25,8.0,37,53,69.8,44,87,131,116,68,29,24,82,747,0,0,-123
240,Zendon Hamilton,DEN,27,54,17,37,846.2,324,103,245,42.0,0,0,0.0,118,181,65.2,110,143,253,14,60,21,18,104,706,5,0,-222
241,Marcus Camby,NYK,28,29,11,18,1009.0,322,130,290,44.8,0,1,0.0,62,99,62.6,89,233,322,33,42,34,50,107,968,10,0,-102
242,Will Solomon,MEM,23,62,15,47,883.2,321,113,331,34.1,46,162,28.4,49,73,67.1,12,56,68,92,62,35,7,76,605,0,0,-104
243,Brendan Haywood,WAS,22,62,32,30,1266.5,315,109,221,49.3,0,0,0.0,97,160,60.6,143,179,322,29,50,21,91,158,1031,2,0,-57
244,Kevin Willis,HOU,39,52,16,36,866.3,315,125,284,44.0,0,1,0.0,65,87,74.7,105,194,299,14,41,25,23,98,798,6,0,-118
245,Wang Zhi-zhi,DAL,24,55,38,17,594.4,308,109,248,44.0,48,116,41.4,42,57,73.7,19,92,111,22,25,11,18,84,536,0,0,73
246,Darvin Ham,MIL,28,70,32,38,1206.9,303,120,211,56.9,1,7,14.3,62,123,50.4,91,111,202,73,83,25,37,175,758,0,0,-18
247,Dan Majerle,PHX,36,65,28,37,1182.6,300,99,289,34.3,79,235,33.6,23,39,59.0,28,148,176,90,35,48,15,104,800,0,0,62
248,Jerome James,SEA,26,56,30,26,951.7,298,134,273,49.1,0,0,0.0,30,60,50.0,89,143,232,24,74,25,86,174,871,1,0,178
249,Jake Voskuhl,PHX,24,59,27,32,901.0,296,107,193,55.4,0,0,0.0,82,109,75.2,103,147,250,18,48,11,23,139,677,0,0,-85
250,John Starks,UTA,36,66,34,32,930.4,290,114,310,36.8,29,95,30.5,33,41,80.5,15,53,68,70,52,33,0,126,524,0,0,-33
251,Art Long,SEA,29,63,37,26,988.7,285,120,244,49.2,0,0,0.0,45,85,52.9,107,144,251,41,63,22,28,180,735,3,0,-24
252,Chris Childs,TOR,34,69,34,35,1578.9,285,97,296,32.8,33,120,27.5,58,71,81.7,18,136,154,351,123,56,5,177,1056,0,0,-33
253,Tom Gugliotta,PHX,32,44,22,22,1133.8,285,127,301,42.2,3,9,33.3,28,37,75.7,59,162,221,77,61,39,30,116,812,3,0,-46
254,Vladimir Stepania,MIA,26,67,31,36,883.3,285,117,249,47.0,1,2,50.0,50,104,48.1,100,170,270,16,52,24,44,103,785,2,0,-85
255,John Crotty,UTA,32,41,23,18,799.5,284,98,208,47.1,31,69,44.9,57,66,86.4,16,59,75,141,51,19,1,77,595,0,0,48
256,Earl Boykins,LAC,26,68,32,36,761.7,280,110,275,40.0,13,42,31.0,47,61,77.0,27,27,54,145,44,20,2,44,584,0,0,11
257,Donnell Harvey,DEN,21,47,25,22,844.4,270,108,217,49.8,0,0,0.0,54,90,60.0,80,147,227,37,33,21,24,115,700,1,0,-9
258,Steve Kerr,POR,36,65,32,33,773.6,269,102,217,47.0,26,66,39.4,39,40,97.5,6,54,60,63,24,13,1,49,454,0,0,64
259,Lawrence Funderburke,SAC,31,56,42,14,720.6,264,115,245,46.9,0,3,0.0,34,56,60.7,76,122,198,32,33,11,18,65,604,1,0,64
260,Eddie Robinson,CHI,26,29,5,24,652.2,262,112,247,45.3,2,5,40.0,36,48,75.0,24,54,78,37,36,23,11,35,477,0,0,-133
261,Mitch Richmond,LAL,37,64,47,17,711.0,260,100,247,40.5,18,62,29.0,42,44,95.5,14,80,94,57,40,18,6,61,490,0,0,130
262,Corie Blount,PHI,33,72,39,33,1429.5,259,115,251,45.8,0,1,0.0,29,45,64.4,149,219,368,44,52,49,26,176,940,2,0,-127
263,Kwame Brown,WAS,20,57,26,31,817.1,258,94,243,38.7,0,1,0.0,70,99,70.7,63,135,198,43,43,16,26,105,643,2,0,-85
264,Terence Morris,HOU,23,68,23,45,1115.3,255,111,289,38.4,15,78,19.2,18,28,64.3,77,134,211,64,45,21,27,72,703,2,0,-214
265,Raja Bell,PHI,25,74,37,37,892.5,254,103,240,42.9,12,44,27.3,36,48,75.0,31,80,111,71,48,21,4,109,521,0,0,-118
266,Greg Buckner,DAL,25,44,30,14,884.8,253,104,198,52.5,5,16,31.3,40,58,69.0,67,106,173,48,27,31,19,124,656,1,0,8
267,Greg Ostertag,UTA,29,74,39,35,1110.0,245,91,201,45.3,0,0,0.0,63,130,48.5,125,188,313,50,51,15,109,152,1017,2,0,64
268,A.J. Guyton,CHI,24,45,10,35,603.9,244,88,244,36.1,46,123,37.4,22,27,81.5,12,32,44,81,37,10,7,23,432,0,0,-43
269,Sam Mitchell,MIN,38,74,47,27,722.6,244,98,227,43.2,10,35,28.6,38,49,77.6,18,64,82,45,26,12,4,79,432,0,0,36
270,Grant Hill,ORL,29,14,7,7,513.6,235,83,195,42.6,0,2,0.0,69,80,86.3,29,96,125,64,37,8,4,40,480,5,0,9
271,Earl Watson,SEA,23,64,34,30,965.4,231,96,212,45.3,16,44,36.4,23,36,63.9,31,52,83,125,51,60,5,93,662,0,0,36
272,John Wallace,PHX,28,46,19,27,485.0,231,93,214,43.5,5,13,38.5,40,46,87.0,27,58,85,29,29,11,9,60,408,0,0,-66
273,Milt Palacio,PHX,24,69,34,35,790.4,231,82,214,38.3,13,41,31.7,54,74,73.0,11,62,73,83,40,30,4,61,505,0,0,-103
274,Danny Ferry,SAS,35,50,40,10,798.8,229,76,177,42.9,43,99,43.4,34,36,94.4,15,75,90,48,22,16,9,70,462,0,0,133
275,Robert Traylor,CHH,25,61,30,31,677.6,228,87,204,42.6,1,1,100,53,84,63.1,67,120,187,37,45,24,37,127,646,1,0,-53
276,Tracy Murray,TOR,30,40,18,22,472.8,227,85,207,41.1,40,104,38.5,17,21,81.0,18,35,53,19,25,11,8,38,351,0,0,-52
277,Brian Skinner,CLE,26,65,21,44,1107.9,224,88,162,54.3,0,0,0.0,48,79,60.8,93,188,281,17,42,24,61,130,800,2,0,-37
278,Don Reid,ORL,28,68,37,31,712.7,224,90,190,47.4,0,0,0.0,44,68,64.7,65,111,176,27,54,20,44,180,614,0,0,-52
279,Shammond Williams,SEA,27,50,26,24,602.8,221,81,193,42.0,28,75,37.3,31,39,79.5,16,47,63,83,35,21,2,35,455,0,0,2
280,Charles Oakley,CHI,38,57,11,46,1384.4,216,97,263,36.9,1,6,16.7,21,28,75.0,72,271,343,114,87,49,11,175,892,1,0,-334
281,Shawn Bradley,DAL,30,53,34,19,757.2,215,78,163,47.9,0,1,0.0,59,64,92.2,53,123,176,20,25,28,64,128,707,0,0,44
282,Jamal Crawford,CHI,22,23,5,18,481.7,214,89,187,47.6,26,58,44.8,10,13,76.9,5,29,34,55,32,18,5,18,374,0,0,-131
283,Walter McCarty,BOS,28,56,33,23,719.3,212,80,180,44.4,39,99,39.4,13,19,68.4,32,96,128,41,22,18,7,83,480,1,0,-41
284,Bryce Drew,CHH,27,61,29,32,771.7,210,78,182,42.9,31,73,42.5,23,29,79.3,14,58,72,101,33,32,2,49,517,0,0,29
285,Trajan Langdon,CLE,26,44,12,32,476.7,209,70,176,39.8,27,74,36.5,42,46,91.3,13,42,55,60,40,13,5,49,379,0,0,6
286,Tyrone Hill,CLE,34,26,11,15,809.3,209,71,182,39.0,0,1,0.0,67,103,65.0,79,195,274,23,48,17,13,102,614,9,0,-42
287,Bryant Stith,CLE,31,50,15,35,663.2,208,70,188,37.2,24,68,35.3,44,52,84.6,20,65,85,42,30,29,6,42,448,0,0,-117
288,Ervin Johnson,MIL,34,81,41,40,1659.1,208,89,193,46.1,0,1,0.0,30,66,45.5,142,324,466,27,52,37,82,219,1113,0,0,-34
289,Mark Strickland,ATL,31,46,16,30,655.5,208,91,204,44.6,1,4,25.0,25,44,56.8,41,90,131,20,28,19,16,48,472,2,0,-87
290,Etan Thomas,WAS,24,47,20,27,620.5,203,81,151,53.6,0,0,0.0,41,74,55.4,55,126,181,6,26,17,35,76,559,2,0,19
291,Scott Williams,DEN,34,41,11,30,735.5,202,86,217,39.6,0,2,0.0,30,41,73.2,82,127,209,13,35,17,33,98,587,2,0,-167
292,Anthony Carter,MIA,27,46,19,27,1050.5,198,89,260,34.2,1,19,5.3,19,36,52.8,19,98,117,214,72,50,3,85,746,2,0,-187
293,Johnny Newman,DAL,38,47,33,14,724.9,198,67,148,45.3,22,57,38.6,42,58,72.4,9,40,49,14,21,29,4,88,356,0,0,-3
294,Michael Doleac,CLE,25,42,14,28,708.6,194,78,187,41.7,0,0,0.0,38,46,82.6,47,121,168,25,37,15,11,98,474,3,0,-125
295,Dana Barros,DET,35,29,14,15,586.1,193,74,192,38.5,24,71,33.8,21,27,77.8,1,56,57,77,33,14,2,37,392,0,0,7
296,Rusty LaRue,UTA,28,33,19,14,539.9,193,73,185,39.5,17,50,34.0,30,35,85.7,11,38,49,71,43,17,7,58,387,1,0,-68
297,Vonteego Cummings,PHI,26,58,31,27,495.1,192,78,187,41.7,12,46,26.1,24,32,75.0,14,38,52,60,36,18,5,53,377,0,0,-109
298,Joel Przybilla,MIL,22,71,33,38,1126.1,190,76,142,53.5,0,1,0.0,38,90,42.2,78,205,283,21,43,20,118,199,932,1,0,-55
299,Kenny Satterfield,DEN,21,36,11,25,559.9,189,73,199,36.7,7,27,25.9,36,46,78.3,17,35,52,108,53,31,1,43,456,1,0,-60
300,Steven Hunter,ORL,20,53,27,26,514.0,189,67,147,45.6,0,0,0.0,55,94,58.5,40,57,97,5,16,5,43,81,441,0,0,-101
301,Marc Jackson,MIN,27,39,15,24,498.1,186,60,164,36.6,0,1,0.0,66,80,82.5,48,80,128,14,30,11,6,69,382,0,0,-29
302,Dalibor Bagaric,CHI,21,50,13,37,634.9,185,72,178,40.4,0,1,0.0,41,70,58.6,55,107,162,23,46,17,24,108,491,0,0,-142
303,Emanual Davis,ATL,33,28,10,18,775.0,185,70,198,35.4,29,85,34.1,16,18,88.9,19,55,74,68,52,27,5,68,420,0,0,-141
304,Sean Rooks,LAC,32,61,28,33,729.7,183,81,194,41.8,0,0,0.0,21,29,72.4,32,92,124,25,20,12,21,114,448,0,0,1
305,Rafer Alston,MIL,25,50,27,23,596.2,177,66,191,34.6,27,71,38.0,18,29,62.1,10,62,72,143,40,32,2,42,540,1,0,-49
306,John Amaechi,UTA,31,54,28,26,586.0,175,54,166,32.5,0,0,0.0,67,105,63.8,52,57,109,29,55,7,10,64,345,0,0,-130
307,Gerald Wallace,SAC,19,54,43,11,431.7,173,75,175,42.9,0,7,0.0,23,46,50.0,49,40,89,27,22,19,6,46,373,0,0,12
308,George Lynch,CHH,31,45,27,18,892.8,172,73,198,36.9,1,6,16.7,25,40,62.5,70,116,186,54,41,40,14,75,597,0,0,-15
309,Glen Rice,HOU,35,20,7,13,606.5,172,65,167,38.9,18,64,28.1,24,30,80.0,5,42,47,31,24,12,3,34,296,0,0,-20
310,Howard Eisley,NYK,29,39,17,22,610.2,171,59,175,33.7,14,58,24.1,39,49,79.6,9,40,49,100,53,24,3,55,408,0,0,-5
311,Brian Shaw,LAL,36,58,40,18,628.1,169,61,173,35.3,29,88,33.0,18,26,69.2,19,93,112,89,32,25,3,43,489,0,0,97
312,Felipe Lopez,MIN,27,67,42,25,573.2,169,59,156,37.8,14,33,42.4,37,55,67.3,29,51,80,39,36,18,1,73,345,0,0,-54
313,Mark Madsen,LAL,26,59,42,17,648.7,167,66,146,45.2,0,2,0.0,35,54,64.8,89,73,162,44,22,16,13,104,492,0,0,73
314,Danny Manning,DAL,36,41,28,13,553.9,165,71,149,47.7,1,7,14.3,22,33,66.7,25,83,108,30,25,21,21,80,441,0,0,-36
315,Alton Ford,PHX,21,53,27,26,449.7,164,61,118,51.7,0,0,0.0,42,57,73.7,32,75,107,7,32,6,7,99,310,0,0,-84
316,Andrew DeClercq,ORL,29,61,31,30,634.5,162,67,149,45.0,0,0,0.0,28,50,56.0,74,89,163,22,34,23,23,130,495,0,0,-14
317,Cal Bowdler,ATL,25,52,17,35,584.6,162,61,174,35.1,1,5,20.0,39,47,83.0,38,72,110,11,11,18,15,64,399,0,0,-2
318,Bimbo Coles,CLE,34,47,15,32,693.7,149,56,146,38.4,4,20,20.0,33,37,89.2,12,43,55,107,31,13,4,59,396,0,0,-186
319,Quincy Lewis,UTA,25,36,16,20,487.7,144,64,143,44.8,3,18,16.7,13,20,65.0,10,33,43,36,32,23,9,89,314,0,0,-26
320,Alan Henderson,ATL,29,26,14,12,422.9,143,59,116,50.9,1,1,100,24,45,53.3,31,66,97,11,21,11,15,40,333,1,0,32
321,Mengke Bateer,DEN,26,27,9,18,407.6,139,53,132,40.2,4,12,33.3,29,37,78.4,32,64,96,22,32,10,5,94,300,0,0,-53
322,Tariq Abdul-Wahad,DAL,27,24,12,12,442.4,135,55,147,37.4,1,2,50.0,24,33,72.7,41,43,84,24,27,20,10,56,335,0,0,-53
323,Rick Brunson,POR,30,59,34,25,519.8,125,45,112,40.2,6,11,54.5,29,41,70.7,24,45,69,114,47,25,2,51,413,0,0,-31
324,Tierre Brown,HOU,23,40,6,34,401.6,123,49,115,42.6,4,12,33.3,21,28,75.0,12,30,42,70,40,19,3,26,304,0,0,-138
325,Derrick McKey,PHI,35,41,24,17,783.1,119,52,122,42.6,5,12,41.7,10,14,71.4,48,79,127,45,22,41,4,90,452,0,0,-17
326,Mookie Blaylock,GSW,35,35,12,23,599.7,119,50,146,34.2,15,42,35.7,4,8,50.0,8,44,52,114,37,24,4,20,399,0,0,-83
327,Eddie Gill,MEM,23,23,6,17,381.0,116,39,92,42.4,7,22,31.8,31,39,79.5,7,21,28,49,34,11,3,38,231,0,0,-129
328,Eric Montross,TOR,30,49,26,23,656.1,116,53,132,40.2,0,1,0.0,10,31,32.3,36,104,140,16,25,12,23,92,388,1,0,-108
329,Zach Randolph,POR,20,41,22,19,237.2,114,48,107,44.9,0,0,0.0,18,27,66.7,30,38,68,13,15,7,4,29,233,0,0,-19
330,Antonio McDyess,DEN,27,10,3,7,235.1,113,43,75,57.3,0,0,0.0,27,33,81.8,18,37,55,18,20,10,8,20,240,1,0,-66
331,Bobby Simmons,WAS,22,30,12,18,339.7,112,43,95,45.3,4,14,28.6,22,30,73.3,25,27,52,17,14,13,5,31,240,0,0,-8
332,Carlos Arroyo,DEN,22,37,17,20,369.9,111,49,111,44.1,0,2,0.0,13,18,72.2,12,28,40,70,23,11,1,30,277,0,0,-34
333,Jud Buechler,ORL,34,66,36,30,678.7,111,44,118,37.3,21,60,35.0,2,4,50.0,29,87,116,32,15,21,8,53,370,0,0,-104
334,Loren Woods,MIN,24,60,41,19,515.7,110,33,96,34.4,0,2,0.0,44,60,73.3,46,76,122,22,36,17,34,60,406,0,0,-37
335,Antonis Fotsis,MEM,21,28,6,22,317.4,108,42,104,40.4,7,23,30.4,17,20,85.0,25,37,62,10,21,9,11,22,236,0,0,-32
336,Dan Langhi,HOU,24,34,10,24,433.2,107,49,125,39.2,1,4,25.0,8,11,72.7,22,45,67,14,9,8,5,25,238,0,0,-154
337,Jason Collier,HOU,24,25,6,19,363.0,106,41,95,43.2,0,1,0.0,24,32,75.0,31,51,82,9,13,6,4,40,235,0,0,-101
338,Matt Bullard,CHH,35,31,12,19,350.2,105,39,115,33.9,16,57,28.1,11,12,91.7,10,37,47,16,12,2,2,29,185,0,0,-32
339,Derrick Dial,TOR,26,32,21,11,298.7,101,41,120,34.2,1,11,9.1,18,24,75.0,14,42,56,35,16,10,4,13,247,0,0,26
340,Jason Caffey,MIL,29,23,15,8,284.8,99,36,72,50.0,0,1,0.0,27,43,62.8,24,26,50,12,19,4,5,39,185,0,0,-12
341,Travis Knight,NYK,27,49,19,30,429.9,98,41,113,36.3,0,0,0.0,16,21,76.2,48,56,104,8,27,11,10,95,271,0,0,-91
342,Sean Marks,MIA,26,21,7,14,319.4,96,38,88,43.2,0,0,0.0,20,34,58.8,19,56,75,8,19,5,10,40,224,1,0,-45
343,Anthony Johnson,NJN,27,34,22,12,366.1,94,37,90,41.1,4,12,33.3,16,25,64.0,10,19,29,48,20,31,1,30,277,0,0,24
344,Mark Blount,BOS,26,44,27,17,415.8,94,32,76,42.1,0,0,0.0,30,37,81.1,26,59,85,10,23,16,19,59,293,0,0,-37
345,Calvin Booth,SEA,26,15,6,9,278.0,93,35,82,42.7,0,0,0.0,23,24,95.8,20,34,54,16,16,6,13,47,223,0,0,-42
346,Isaiah Rider,DEN,31,10,5,5,173.7,93,37,81,45.7,6,15,40.0,13,17,76.5,10,23,33,12,14,3,2,11,152,1,0,25
347,Lavor Postell,NYK,24,23,5,18,177.7,93,28,84,33.3,6,26,23.1,31,41,75.6,2,14,16,5,11,6,0,7,127,0,0,20
348,Stephen Jackson,SAS,24,23,14,9,225.9,89,34,91,37.4,9,36,25.0,12,17,70.6,3,23,26,11,23,15,3,29,168,0,0,-19
349,Mark Pope,MIL,29,45,25,20,425.3,87,36,91,39.6,4,25,16.0,11,21,52.4,20,53,73,17,15,11,11,47,251,0,0,-51
350,Shawnelle Scott,DEN,30,21,7,14,249.3,82,37,75,49.3,0,0,0.0,8,20,40.0,53,50,103,8,15,3,6,49,230,0,0,-27
351,Joe Crispin,PHX,22,21,11,10,154.5,79,26,68,38.2,15,39,38.5,12,13,92.3,2,9,11,26,10,5,0,10,136,0,0,-11
352,Mikki Moore,DET,26,30,15,15,213.5,79,29,61,47.5,1,2,50.0,20,26,76.9,22,30,52,12,14,7,9,35,193,0,0,9
353,Ike Austin,MEM,32,21,5,16,306.5,76,36,92,39.1,0,3,0.0,4,4,100,11,60,71,13,11,9,5,36,212,1,0,-92
354,Tremaine Fowlkes,LAC,26,22,11,11,340.6,74,25,64,39.1,0,0,0.0,24,31,77.4,32,32,64,17,13,11,1,39,199,0,0,-52
355,Jabari Smith,PHI,25,23,17,6,180.7,73,26,63,41.3,0,3,0.0,21,32,65.6,8,20,28,11,5,6,6,31,154,0,0,17
356,Chris Andersen,DEN,23,24,9,15,260.7,72,25,74,33.8,0,4,0.0,22,28,78.6,38,38,76,7,13,7,28,35,266,0,0,29
357,William Avery,MIN,22,28,17,11,260.4,71,26,90,28.9,6,35,17.1,13,19,68.4,4,20,24,36,19,7,0,17,156,0,0,-19
358,Mateen Cleaves,SAC,24,32,25,7,154.7,70,30,68,44.1,2,8,25.0,8,9,88.9,1,7,8,25,27,7,0,9,111,0,0,-42
359,Brandon Armstrong,NJN,22,35,24,11,194.8,64,27,85,31.8,5,17,29.4,5,10,50.0,10,6,16,8,8,7,1,26,111,0,0,-34
360,Cherokee Parks,SAS,29,42,30,12,232.7,63,30,83,36.1,0,0,0.0,3,8,37.5,24,34,58,10,14,7,8,34,179,0,0,-69
361,Kedrick Brown,BOS,21,29,17,12,245.1,63,23,70,32.9,5,27,18.5,12,20,60.0,11,39,50,15,7,18,7,18,214,0,0,-5
362,Evan Eschmeyer,DAL,27,31,22,9,299.1,62,21,50,42.0,0,0,0.0,20,33,60.6,35,63,98,9,16,10,9,60,234,0,0,21
363,Robert Pack,MIN,33,16,10,6,253.7,62,25,68,36.8,1,4,25.0,11,15,73.3,7,16,23,49,20,13,0,32,182,0,0,-22
364,Brian Scalabrine,NJN,24,28,19,9,291.4,60,23,67,34.3,3,10,30.0,11,15,73.3,12,39,51,21,24,9,2,39,162,0,0,18
365,Nick Anderson,MEM,34,15,3,12,220.3,60,21,76,27.6,13,48,27.1,5,9,55.6,1,32,33,14,14,6,6,17,143,0,0,-61
366,Carlos Rogers,IND,31,22,9,13,168.8,59,24,43,55.8,1,6,16.7,10,19,52.6,14,24,38,3,5,5,6,17,137,0,0,-28
367,Ansu Sesay,SEA,25,9,3,6,141.1,58,22,44,50.0,0,0,0.0,14,20,70.0,7,13,20,8,2,3,2,18,107,0,0,-26
368,Erick Barkley,POR,24,19,10,9,226.4,58,24,68,35.3,1,7,14.3,9,10,90.0,5,13,18,34,12,17,1,29,173,0,0,-2
369,Keyon Dooling,LAC,22,14,6,8,157.1,58,22,57,38.6,4,14,28.6,10,12,83.3,0,3,3,12,10,4,3,20,91,0,0,34
370,Jermaine Jackson,TOR,26,24,12,12,278.0,57,20,42,47.6,1,2,50.0,16,24,66.7,3,24,27,57,14,9,1,24,191,1,0,-31
371,Mark Bryant,SAS,37,30,21,9,201.8,56,25,55,45.5,0,0,0.0,6,8,75.0,25,19,44,10,6,7,2,38,145,0,0,-19
372,Rodney White,DET,22,16,9,7,127.5,56,21,60,35.0,2,9,22.2,12,14,85.7,2,16,18,12,14,9,2,6,115,0,0,19
373,Olumide Oyedeji,SEA,21,36,19,17,222.3,55,22,41,53.7,0,0,0.0,11,18,61.1,27,52,79,4,14,4,2,36,160,0,0,13
374,Harold Jamison,LAC,25,25,11,14,177.1,54,22,43,51.2,0,0,0.0,10,15,66.7,24,15,39,6,6,5,1,23,122,1,0,-4
