RANK,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
25,Joe Johnson,ATL,26,57,21,36,2359.4,1426,536,1139,47.1,119,312,38.1,235,314,74.8,53,186,239,249,176,60,11,115,2123,2,0,-179
26,Michael Redd,MIL,27,53,22,31,2036.0,1416,477,1025,46.5,117,306,38.2,345,416,82.9,42,154,196,124,122,63,9,78,1931,0,0,2
27,Steve Nash,PHX,33,76,59,17,2682.4,1412,517,971,53.2,156,343,45.5,222,247,89.9,30,239,269,884,287,57,6,117,2963,53,0,609
28,Mehmet Okur,UTA,28,80,49,31,2664.4,1405,490,1061,46.2,129,336,38.4,296,387,76.5,160,419,579,156,125,36,38,257,2431,21,0,38
29,Mike Bibby,SAC,29,82,33,49,2783.9,1403,471,1166,40.4,173,481,36.0,288,347,83.0,39,224,263,388,197,88,6,139,2386,2,0,-35
30,Shawn Marion,PHX,29,80,60,20,3010.3,1403,561,1071,52.4,80,252,31.7,201,248,81.0,172,613,785,134,114,156,122,216,3266,37,0,600
31,Dwyane Wade,MIA,25,51,27,24,1930.6,1397,472,962,49.1,21,79,26.6,432,535,80.7,51,188,239,384,216,107,62,117,2551,15,0,96
32,Antawn Jamison,WAS,31,70,37,33,2661.5,1388,512,1139,45.0,138,379,36.4,226,307,73.6,134,428,562,136,104,80,36,194,2510,22,0,90
33,Andre Iguodala,PHI,23,76,30,46,3061.6,1386,443,991,44.7,48,155,31.0,452,551,82.0,77,357,434,432,261,152,33,200,2849,7,3,-211
34,Ricky Davis,MIN,27,81,32,49,3021.4,1374,506,1089,46.5,123,310,39.7,239,285,83.9,54,261,315,385,210,80,23,189,2429,2,0,-224
35,Jason Terry,DAL,29,81,67,14,2846.1,1350,514,1063,48.4,162,370,43.8,160,199,80.4,41,190,231,422,152,81,17,170,2402,6,0,566
36,Rashard Lewis,SEA,27,60,23,37,2347.8,1342,463,1005,46.1,151,387,39.0,265,315,84.1,91,305,396,145,118,68,39,143,2238,13,0,-27
37,Jermaine O'Neal,IND,28,69,32,37,2458.8,1339,498,1141,43.6,0,7,0.0,343,447,76.7,153,508,661,167,203,50,182,232,2876,34,0,10
38,Kirk Hinrich,CHI,26,80,48,32,2839.0,1327,475,1061,44.8,140,337,41.5,237,284,83.5,32,242,274,500,191,100,23,274,2584,10,0,322
39,Josh Howard,DAL,27,70,57,13,2455.4,1321,493,1075,45.9,92,239,38.5,243,294,82.7,130,345,475,127,123,82,56,180,2373,13,0,482
40,Metta World Peace,SAC,27,70,28,42,2640.9,1316,458,1040,44.0,93,260,35.8,307,415,74.0,102,352,454,235,146,149,43,205,2643,11,0,39
41,Gerald Wallace,CHA,24,72,29,43,2640.3,1304,478,952,50.2,39,120,32.5,309,447,69.1,142,376,518,185,160,144,69,209,2682,16,0,-249
42,Deron Williams,UTA,23,80,51,29,2949.7,1297,494,1083,45.6,82,255,32.2,227,296,76.7,41,226,267,745,246,78,13,254,2762,30,0,150
43,Mike Miller,MEM,27,70,17,53,2739.5,1293,465,1010,46.0,202,498,40.6,161,203,79.3,52,326,378,298,179,54,18,138,2231,6,0,-303
44,Al Harrington,GSW,27,78,42,36,2562.7,1285,495,1083,45.7,127,293,43.3,168,242,69.4,151,345,496,149,169,65,24,269,2202,8,0,-25
45,Monta Ellis,GSW,21,77,39,38,2637.9,1272,480,1010,47.5,39,143,27.3,273,358,76.3,62,181,243,319,221,132,21,210,2280,2,0,30
46,Corey Maggette,LAC,27,75,37,38,2290.8,1266,367,808,45.4,13,65,20.0,519,633,82.0,90,352,442,208,201,65,14,244,2144,9,0,87
47,Baron Davis,GSW,28,63,36,27,2220.9,1264,452,1030,43.9,85,280,30.4,275,369,74.5,51,225,276,509,193,135,29,181,2658,20,1,243
48,Manu Ginobili,SAS,29,75,56,19,2060.4,1240,396,854,46.4,128,323,39.6,320,372,86.0,59,268,327,263,157,109,27,155,2278,1,0,543
49,Pau Gasol,MEM,26,59,17,42,2132.5,1226,462,858,53.8,3,11,27.3,299,400,74.8,149,432,581,201,162,29,126,137,2528,33,1,-241
50,Stephon Marbury,NYK,30,74,31,43,2748.0,1210,395,952,41.5,123,345,35.7,297,386,76.9,36,177,213,403,179,71,10,185,2134,0,0,-167
51,Caron Butler,WAS,27,63,37,26,2474.3,1203,451,975,46.3,18,72,25.0,283,328,86.3,147,320,467,233,181,134,17,188,2385,21,0,58
52,Yao Ming,HOU,26,48,32,16,1623.7,1202,423,819,51.6,0,2,0.0,356,413,86.2,101,351,452,94,167,17,94,159,2051,20,0,296
53,Ruben Patterson,MIL,31,81,27,54,2507.6,1194,475,867,54.8,3,19,15.8,241,376,64.1,190,250,440,232,199,110,25,232,2276,10,0,-168
54,Chauncey Billups,DET,30,70,48,22,2533.5,1191,348,815,42.7,109,316,34.5,386,437,88.3,23,214,237,502,140,84,17,161,2391,16,0,369
55,Josh Smith,ATL,21,72,28,44,2647.2,1178,436,993,43.9,38,152,25.0,268,387,69.3,165,456,621,236,227,101,207,241,2974,32,0,-210
56,Mo Williams,MIL,24,68,24,44,2471.7,1174,468,1049,44.6,79,228,34.6,159,186,85.5,54,275,329,416,203,85,6,201,2263,11,1,-83
57,Paul Pierce,BOS,29,47,20,27,1739.7,1173,373,850,43.9,107,275,38.9,320,402,79.6,39,238,277,194,152,48,13,122,1827,5,0,1
58,Tayshaun Prince,DET,27,82,53,29,3000.8,1171,459,997,46.0,81,210,38.6,172,224,76.8,144,285,429,227,98,51,55,116,2246,5,0,312
59,Stephen Jackson,GSW,29,75,43,32,2478.5,1161,409,944,43.3,100,311,32.2,243,299,81.3,61,161,222,287,183,84,34,200,2029,1,0,144
60,Raja Bell,PHX,30,78,59,19,2917.4,1143,410,950,43.2,205,496,41.3,118,152,77.6,48,203,251,196,83,50,22,233,1871,1,0,510
61,Danny Granger,IND,24,82,35,47,2785.3,1142,398,868,45.9,110,288,38.2,236,294,80.3,114,267,381,114,135,67,61,245,2019,3,0,-145
62,Charlie Bell,MIL,28,82,28,54,2847.9,1110,426,974,43.7,127,361,35.2,131,168,78.0,57,181,238,247,104,97,4,213,1965,0,0,-251
63,Al Jefferson,BOS,22,69,20,49,2319.0,1107,453,882,51.4,0,1,0.0,201,295,68.1,237,519,756,88,136,48,106,232,2472,38,0,-167
64,Chris Wilcox,SEA,24,82,31,51,2585.8,1106,433,819,52.9,0,6,0.0,240,351,68.4,178,451,629,82,127,70,38,248,2181,20,0,-63
65,Chris Paul,NOK,22,64,31,33,2352.7,1104,381,871,43.7,50,143,35.0,292,357,81.8,54,226,280,569,161,118,3,154,2496,27,1,-46
66,Raymond Felton,CHA,23,78,31,47,2832.2,1093,393,1024,38.4,103,312,33.0,204,256,79.7,51,216,267,545,230,118,10,180,2385,11,0,-120
67,Rafer Alston,HOU,30,82,52,30,3040.2,1088,383,1020,37.5,192,529,36.3,130,177,73.4,29,253,282,444,170,129,10,195,2339,3,0,460
68,Cuttino Mobley,LAC,31,78,38,40,2841.0,1077,388,882,44.0,101,246,41.1,200,239,83.7,52,215,267,198,145,92,24,186,1897,0,0,-24
69,Andre Miller,PHI,31,80,43,37,2965.9,1075,424,909,46.6,5,35,14.3,222,283,78.4,97,255,352,625,222,110,10,184,2573,19,1,-17
70,Kyle Korver,PHI,26,74,30,44,2288.1,1067,372,845,44.0,132,307,43.0,191,209,91.4,30,229,259,105,117,57,20,188,1649,0,0,-177
71,Mike Dunleavy,IND,26,82,34,48,2580.6,1049,384,850,45.2,70,224,31.3,211,269,78.4,84,347,431,228,149,84,22,203,2077,7,0,-79
72,T.J. Ford,TOR,24,75,43,32,2242.9,1047,393,902,43.6,21,69,30.4,240,293,81.9,53,183,236,595,231,101,8,186,2319,20,0,31
73,Hakim Warrick,MEM,24,82,22,60,2152.5,1045,373,712,52.4,0,8,0.0,299,388,77.1,130,290,420,75,161,43,30,232,1720,9,0,-401
74,Larry Hughes,CLE,28,70,44,26,2596.0,1045,381,953,40.0,74,222,33.3,209,309,67.6,41,226,267,256,154,89,26,164,1940,1,0,214
75,Jason Kidd,NJN,34,80,41,39,2932.9,1041,369,908,40.6,124,361,34.3,179,230,77.8,135,520,655,736,213,127,23,146,3168,32,12,87
76,Jamal Crawford,NYK,27,59,26,33,2197.9,1039,354,886,40.0,103,322,32.0,228,272,83.8,44,145,189,259,162,57,8,114,1687,4,0,-114
77,Desmond Mason,NOK,29,75,35,40,2575.2,1028,407,900,45.2,0,0,0.0,214,323,66.3,124,221,345,115,192,52,22,174,1645,2,0,-154
78,Mark Blount,MIN,31,82,32,50,2544.3,1010,427,839,50.9,9,31,29.0,147,195,75.4,136,369,505,67,159,43,58,239,1861,8,0,-293
79,Jameer Nelson,ORL,25,77,37,40,2330.6,1000,376,875,43.0,65,194,33.5,183,221,82.8,50,186,236,330,184,73,5,225,1828,0,0,-18
80,Chucky Atkins,MEM,32,75,20,55,2063.9,988,310,715,43.4,116,306,37.9,252,311,81.0,18,121,139,346,127,50,4,136,1709,3,0,-120
81,Hedo Turkoglu,ORL,28,73,36,37,2268.0,970,345,823,41.9,109,281,38.8,171,219,78.1,57,236,293,233,143,70,16,221,1786,0,0,149
82,Emeka Okafor,CHA,24,67,29,38,2328.9,963,394,740,53.2,0,0,0.0,175,295,59.3,258,499,757,80,111,57,172,210,2567,39,0,-116
83,Earl Boykins,MIL,31,66,21,45,2031.2,961,323,769,42.0,95,239,39.7,220,245,89.8,49,90,139,291,120,56,2,92,1618,3,0,-253
84,Brandon Roy,POR,22,57,23,34,2014.5,955,349,765,45.6,55,146,37.7,202,241,83.8,58,192,250,230,116,67,10,139,1715,4,0,-191
85,David West,NOK,26,52,28,24,1899.7,949,377,792,47.6,8,25,32.0,187,227,82.4,126,298,424,114,98,42,38,143,1771,15,0,36
86,Jarrett Jack,POR,23,79,30,49,2650.7,946,320,705,45.4,63,180,35.0,243,279,87.1,18,190,208,417,187,86,9,202,1919,3,0,-302
87,Grant Hill,ORL,34,65,31,34,2008.5,934,342,660,51.8,2,12,16.7,248,324,76.5,53,184,237,138,144,61,25,146,1539,0,0,-66
88,Rasheed Wallace,DET,32,75,48,27,2419.0,926,357,843,42.3,104,296,35.1,108,137,78.8,90,453,543,127,94,75,118,225,2253,12,0,221
89,Jamaal Tinsley,IND,29,72,31,41,2242.8,925,346,889,38.9,61,193,31.6,172,239,72.0,60,180,240,494,200,117,25,190,2180,7,0,-88
90,Zydrunas Ilgauskas,CLE,32,78,48,30,2129.7,925,385,793,48.5,0,1,0.0,155,192,80.7,242,357,599,123,141,48,98,257,2125,17,0,254
91,DeShawn Stevenson,WAS,26,82,41,41,2419.4,920,347,753,46.1,74,183,40.4,152,216,70.4,55,161,216,218,119,65,19,155,1639,1,0,-65
92,Adam Morrison,CHA,22,78,30,48,2325.8,917,355,944,37.6,87,258,33.7,120,169,71.0,54,176,230,163,130,28,6,179,1410,0,0,-238
93,Smush Parker,LAL,26,82,42,40,2457.4,907,342,785,43.6,110,301,36.5,113,175,64.6,45,161,206,228,153,119,10,211,1730,0,0,-82
94,Anthony Parker,TOR,32,73,43,30,2437.1,903,328,687,47.7,115,261,44.1,132,159,83.0,60,223,283,153,71,73,11,135,1653,0,0,310
95,Richard Jefferson,NJN,27,55,30,25,1956.0,897,303,665,45.6,52,145,35.9,239,326,73.3,48,192,240,148,120,34,8,123,1413,1,0,16
96,Matt Harpring,UTA,31,77,49,28,1964.6,894,322,656,49.1,13,39,33.3,237,309,76.7,117,236,353,99,118,52,11,232,1537,2,0,227
97,Lamar Odom,LAL,27,56,30,26,2202.2,890,319,681,46.8,54,182,29.7,198,283,70.0,102,445,547,270,163,53,32,182,2043,25,1,77
98,Drew Gooden,CLE,25,80,49,31,2238.0,885,371,784,47.3,1,6,16.7,142,199,71.4,263,418,681,88,115,70,28,210,2013,25,0,0
99,Ryan Gomes,BOS,24,73,19,54,2274.5,881,338,723,46.7,16,42,38.1,189,233,81.1,125,282,407,119,105,48,13,169,1626,6,1,-362
100,Samuel Dalembert,PHI,27,82,35,47,2534.7,879,356,658,54.1,0,2,0.0,167,224,74.6,239,494,733,64,161,47,159,287,2312,23,0,-19
101,Zaza Pachulia,ATL,23,72,26,46,2025.4,875,291,614,47.4,0,1,0.0,293,373,78.6,199,301,500,106,162,77,36,267,1811,13,0,-100
102,Luther Head,HOU,24,80,51,29,2210.5,872,306,700,43.7,177,401,44.1,83,105,79.0,31,221,252,194,137,76,5,133,1571,0,0,49
103,Matt Carroll,CHA,26,72,28,44,1878.2,869,285,658,43.3,111,267,41.6,188,208,90.4,35,172,207,91,73,53,9,176,1367,0,0,-117
104,Rudy Gay,MEM,20,78,20,58,2103.3,846,321,760,42.2,52,143,36.4,152,209,72.7,93,255,348,100,140,71,74,192,1709,5,0,-125
105,Delonte West,BOS,23,69,23,46,2219.0,845,306,717,42.7,65,178,36.5,168,197,85.3,32,176,208,304,140,74,34,152,1735,5,0,-258
106,Udonis Haslem,MIA,27,79,43,36,2482.9,844,353,717,49.2,0,4,0.0,138,203,68.0,188,466,654,97,110,49,26,236,1889,21,0,8
107,Gerald Green,BOS,21,81,24,57,1779.7,843,310,739,41.9,95,258,36.8,128,159,80.5,68,140,208,83,120,41,24,198,1292,0,0,-213
108,Marvin Williams,ATL,21,64,21,43,2178.8,839,306,706,43.3,11,45,24.4,216,265,81.5,84,253,337,121,127,52,30,191,1544,4,0,-193
109,Willie Green,PHI,25,74,31,43,1842.1,839,357,868,41.1,51,157,32.5,74,111,66.7,42,116,158,112,106,56,4,144,1271,0,0,-237
110,Tim Thomas,LAC,30,76,37,39,2053.8,836,299,723,41.4,136,356,38.2,102,144,70.8,63,315,378,171,106,55,28,228,1689,2,0,168
111,Randy Foye,MIN,23,82,32,50,1879.3,832,300,691,43.4,68,185,36.8,164,192,85.4,49,169,218,232,152,53,21,184,1512,1,0,-166
112,Shane Battier,HOU,28,82,52,30,2988.3,829,292,654,44.6,157,373,42.1,88,113,77.9,67,271,338,175,72,79,60,190,1842,1,0,366
113,Mike James,MIN,32,82,32,50,2069.1,828,297,702,42.3,80,215,37.2,154,184,83.7,25,138,163,297,129,55,7,171,1526,2,0,-195
114,Derek Fisher,UTA,32,82,51,31,2286.9,826,258,675,38.2,48,156,30.8,262,307,85.3,30,119,149,274,120,83,6,234,1563,1,0,159
115,JR Smith,DEN,21,63,38,25,1471.4,819,284,644,44.1,149,382,39.0,102,126,81.0,30,113,143,91,85,49,9,147,1216,0,0,101
116,Rasual Butler,NOK,28,81,39,42,2222.9,818,314,788,39.8,134,363,36.9,56,87,64.4,42,214,256,63,67,40,54,148,1435,1,0,-95
117,Jason Richardson,GSW,26,51,29,22,1675.0,814,306,734,41.7,110,300,36.7,92,140,65.7,72,187,259,172,82,54,32,129,1559,4,0,100
118,Devin Harris,DAL,24,80,65,15,2081.4,813,292,593,49.2,14,50,28.0,215,261,82.4,45,151,196,296,146,96,21,242,1697,0,0,566
119,Andrew Bogut,MIL,22,66,25,41,2258.0,809,348,629,55.3,1,5,20.0,112,194,57.7,168,416,584,198,150,49,35,216,1909,19,0,-131
120,Jerry Stackhouse,DAL,32,67,55,12,1614.5,804,280,654,42.8,62,162,38.3,182,215,84.7,39,106,145,187,117,51,10,78,1325,0,0,261
121,Mickael Pietrus,GSW,25,72,37,35,1937.2,801,286,586,48.8,93,240,38.8,136,210,64.8,81,246,327,62,105,48,55,220,1490,4,0,-175
122,Shareef Abdur-Rahim,SAC,30,80,31,49,2014.7,793,310,654,47.4,3,20,15.0,170,234,72.6,122,276,398,109,116,53,40,243,1597,4,0,-187
123,Nick Collison,SEA,26,82,31,51,2378.1,790,318,636,50.0,0,2,0.0,154,199,77.4,229,437,666,82,123,48,66,289,1931,18,0,-103
124,Marcus Camby,DEN,33,70,39,31,2368.8,785,312,659,47.3,0,2,0.0,161,221,72.9,164,652,816,223,122,87,231,183,2931,32,0,113
125,Andris Biedrins,GSW,21,82,42,40,2382.1,783,348,581,59.9,0,0,0.0,87,167,52.1,251,511,762,88,119,67,136,304,2319,24,0,120
126,Nene,DEN,24,64,33,31,1715.0,783,294,516,57.0,0,1,0.0,195,283,68.9,150,299,449,77,127,62,59,209,1673,12,0,122
127,Luke Ridnour,SEA,26,71,29,42,2091.1,779,301,695,43.3,49,139,35.3,128,159,80.5,28,136,164,368,156,83,19,181,1678,6,0,-163
128,Juan Dixon,TOR,28,81,40,41,1926.0,778,299,703,42.5,79,226,35.0,101,116,87.1,27,131,158,123,101,76,9,177,1306,0,0,-101
129,Mikki Moore,NJN,31,79,39,40,2081.5,776,308,506,60.9,0,1,0.0,160,235,68.1,145,258,403,74,113,46,60,261,1576,2,0,8
130,Juwan Howard,HOU,34,80,52,28,2122.5,773,309,665,46.5,0,0,0.0,155,188,82.4,138,332,470,131,112,29,8,205,1533,9,0,70
131,Chris Kaman,LAC,25,75,38,37,2175.8,754,294,652,45.1,0,1,0.0,166,224,74.1,160,428,588,79,147,41,116,251,1902,14,0,-175
132,Andrea Bargnani,TOR,21,65,35,30,1629.5,751,267,625,42.7,100,268,37.3,117,142,82.4,52,203,255,50,107,32,53,180,1280,1,0,42
133,Jannero Pargo,NOK,27,82,39,43,1710.1,751,283,692,40.9,81,209,38.8,104,122,85.2,20,160,180,203,122,53,4,121,1321,1,0,-92
134,Andres Nocioni,CHI,27,53,31,22,1405.8,749,273,584,46.7,80,209,38.3,123,145,84.8,42,259,301,57,104,27,24,164,1245,8,0,45
135,Matt Barnes,GSW,27,76,40,36,1812.7,746,275,628,43.8,106,290,36.6,90,123,73.2,91,259,350,156,105,73,41,188,1637,8,0,-22
136,Michael Finley,SAS,34,82,58,24,1823.3,740,273,663,41.2,104,286,36.4,90,98,91.8,34,189,223,108,46,32,16,76,1268,1,0,179
137,Jason Kapono,MIA,26,67,34,33,1767.5,730,278,563,49.4,108,210,51.4,66,74,89.2,26,154,180,81,70,38,2,135,1118,2,0,-22
138,Earl Watson,SEA,28,77,31,46,2151.9,726,263,687,38.3,92,280,32.9,108,147,73.5,34,151,185,437,167,99,23,152,1803,3,0,-129
139,Damien Wilkins,SEA,27,82,31,51,2037.2,724,262,602,43.5,50,122,41.0,150,170,88.2,87,142,229,156,116,92,16,157,1441,0,0,-249
140,Josh Childress,ATL,24,55,22,33,2023.9,715,261,518,50.4,26,77,33.8,167,210,79.5,123,217,340,127,80,58,36,118,1516,7,0,-110
141,Sam Cassell,LAC,37,58,31,27,1407.3,714,261,625,41.8,32,109,29.4,160,182,87.9,27,140,167,270,101,28,8,126,1326,3,0,90
142,Boris Diaw,PHX,25,73,55,18,2267.5,709,306,569,53.8,15,45,33.3,82,120,68.3,91,226,317,352,154,28,38,177,1661,6,1,207
143,Troy Murphy,IND,27,68,24,44,1851.9,698,266,581,45.8,58,147,39.5,108,145,74.5,100,314,414,126,78,46,42,196,1570,8,0,-210
144,Bostjan Nachbar,NJN,26,76,39,37,1531.6,696,226,495,45.7,112,265,42.3,132,164,80.5,27,226,253,61,69,30,26,183,1190,1,0,-20
145,Shaquille O'Neal,MIA,35,40,25,15,1134.6,690,283,479,59.1,0,0,0.0,124,294,42.2,97,200,297,79,95,8,55,139,1259,8,0,40
146,Tyson Chandler,NOK,24,73,34,39,2525.1,690,292,468,62.4,0,1,0.0,106,201,52.7,320,584,904,66,126,37,129,244,2246,34,0,-20
147,Channing Frye,NYK,24,72,29,43,1896.2,684,298,689,43.3,3,18,16.7,85,108,78.7,91,304,395,67,100,36,42,216,1393,3,0,-137
148,Chris Webber,DET,34,61,35,26,1820.6,684,289,639,45.2,4,11,36.4,102,160,63.8,124,313,437,188,107,60,41,143,1686,13,0,106
149,Luke Walton,LAL,27,60,35,25,1982.0,684,264,557,47.4,48,124,38.7,108,145,74.5,87,215,302,257,118,60,21,117,1557,5,0,11
150,John Salmons,SAC,27,79,32,47,2134.5,671,236,517,45.6,40,112,35.7,159,204,77.9,47,217,264,254,119,73,27,177,1550,2,1,-183
151,Devin Brown,NOK,28,58,29,29,1661.9,670,233,555,42.0,81,227,35.7,123,155,79.4,55,196,251,149,91,44,9,139,1263,2,0,-8
152,Jose Calderon,TOR,25,77,45,32,1613.6,668,263,505,52.1,25,75,33.3,117,143,81.8,21,113,134,387,110,63,5,136,1503,7,0,39
153,Antonio McDyess,DET,32,82,53,29,1729.2,664,284,540,52.6,0,0,0.0,96,139,69.1,165,331,496,72,75,61,65,240,1670,8,0,270
154,Jason Williams,MIA,31,61,34,27,1865.1,664,235,569,41.3,100,295,33.9,94,103,91.3,18,123,141,322,100,58,1,68,1393,4,0,34
155,Alonzo Mourning,MIA,37,77,43,34,1571.6,661,238,425,56.0,0,0,0.0,185,308,60.1,126,224,350,18,129,13,178,219,1552,1,0,-78
156,Antoine Walker,MIA,30,78,42,36,1817.8,660,265,668,39.7,84,305,27.5,46,105,43.8,92,247,339,130,141,48,17,173,1316,3,0,-36
157,Nate Robinson,NYK,23,64,23,41,1355.8,645,227,523,43.4,83,213,39.0,108,139,77.7,55,97,152,90,72,50,6,160,1058,0,0,-26
158,Travis Outlaw,POR,22,67,25,42,1532.3,645,246,567,43.4,10,37,27.0,143,181,79.0,65,152,217,52,66,61,74,150,1322,2,0,-127
159,Darko Milicic,ORL,22,80,38,42,1913.1,639,249,548,45.4,0,1,0.0,141,230,61.3,145,292,437,90,124,44,140,219,1726,6,0,-1
160,Maurice Evans,LAL,28,76,39,37,1732.2,638,234,542,43.2,48,133,36.1,122,155,78.7,93,128,221,74,57,38,14,126,1113,0,0,-4
161,Andrew Bynum,LAL,19,82,42,40,1793.4,637,247,443,55.8,0,3,0.0,143,214,66.8,139,345,484,94,115,12,128,249,1664,10,0,-114
162,Quentin Richardson,NYK,27,49,21,28,1621.0,636,228,545,41.8,97,258,37.6,83,120,69.2,65,287,352,108,70,36,7,133,1279,8,0,-64
163,Tyronn Lue,ATL,30,56,22,34,1487.9,636,218,524,41.6,56,161,34.8,144,163,88.3,19,85,104,201,85,24,0,101,1049,3,0,-191
164,Brent Barry,SAS,35,75,53,22,1631.1,635,202,425,47.5,128,287,44.6,103,117,88.0,17,143,160,138,61,56,12,88,1177,0,0,223
165,Morris Peterson,TOR,29,71,40,31,1514.9,634,222,517,42.9,106,295,35.9,84,123,68.3,32,205,237,47,53,45,12,126,1107,1,0,-128
166,Ime Udoka,POR,29,75,31,44,2143.6,629,237,514,46.1,89,219,40.6,66,89,74.2,95,184,279,112,73,71,17,207,1323,2,0,-145
167,David Lee,NYK,24,58,26,32,1730.5,621,240,400,60.0,0,0,0.0,141,173,81.5,196,406,602,104,92,48,23,155,1620,29,0,84
168,Corliss Williamson,SAC,33,68,31,37,1337.3,620,236,463,51.0,0,2,0.0,148,207,71.5,63,158,221,39,97,29,15,183,979,3,0,61
169,Craig Smith,MIN,23,82,32,50,1536.6,608,246,463,53.1,0,6,0.0,116,186,62.4,149,266,415,49,74,51,18,223,1313,3,0,-131
170,Sasha Pavlovic,CLE,23,67,42,25,1534.3,604,222,490,45.3,60,148,40.5,100,126,79.4,23,135,158,105,102,55,17,145,1065,0,0,244
171,Linas Kleiza,DEN,22,79,42,37,1488.0,598,200,474,42.2,83,221,37.6,115,135,85.2,77,189,266,45,79,28,14,200,1032,1,0,73
172,Bobby Jackson,NOK,34,56,30,26,1329.6,592,204,518,39.4,54,165,32.7,130,168,77.4,42,136,178,141,78,50,6,98,1107,0,0,34
173,Jarvis Hayes,WAS,25,81,40,41,1626.3,585,224,546,41.0,66,183,36.1,71,84,84.5,42,168,210,80,56,48,13,160,1084,0,0,-178
