RANK,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
79,Derrick Rose,DET,31,50,17,33,1297.7,904,369,753,49.0,45,147,30.6,121,139,87.1,27,94,121,278,126,40,16,49,1508,4,0,-84
80,Carmelo Anthony,POR,36,58,28,30,1902.0,895,336,782,43.0,87,226,38.5,136,161,84.5,71,297,368,85,100,49,27,171,1592,5,0,19
81,Aaron Gordon,ORL,24,62,30,32,2017.1,894,335,767,43.7,73,237,30.8,151,224,67.4,107,368,475,228,100,51,39,125,1976,20,1,-68
82,Malcolm Brogdon,IND,27,54,34,20,1666.3,893,326,744,43.8,75,230,32.6,166,186,89.2,46,216,262,381,131,35,10,98,1783,9,0,89
83,John Collins,ATL,22,41,15,26,1363.2,885,353,605,58.3,59,147,40.1,120,150,80.0,116,300,416,60,75,31,66,138,1690,22,0,-165
84,Will Barton,DEN,29,58,38,20,1915.8,874,332,738,45.0,108,288,37.5,102,133,76.7,76,289,365,212,88,61,29,121,1812,7,0,244
85,Markelle Fultz,ORL,22,72,33,39,1995.9,870,359,772,46.5,36,135,26.7,116,159,73.0,41,197,238,369,147,90,11,142,1865,4,1,-59
86,Robert Covington,HOU,29,70,27,43,2136.8,870,305,723,42.2,161,480,33.5,99,124,79.8,63,400,463,88,103,115,93,220,2079,7,0,34
87,Coby White,CHI,20,65,22,43,1674.0,859,312,792,39.4,133,376,35.4,102,129,79.1,28,202,230,175,109,49,6,117,1454,0,0,-163
88,Jerami Grant,DEN,26,71,45,26,1891.9,851,303,634,47.8,98,252,38.9,147,196,75.0,58,190,248,88,63,50,57,154,1539,0,0,-86
89,Ricky Rubio,PHX,29,65,32,33,2016.4,847,287,692,41.5,78,216,36.1,195,226,86.3,46,258,304,570,173,94,11,167,2209,22,2,147
90,Serge Ibaka,TOR,30,55,40,15,1484.6,845,343,670,51.2,70,182,38.5,89,124,71.8,114,338,452,77,109,28,46,153,1616,20,0,95
91,Miles Bridges,CHA,22,65,23,42,1995.6,843,319,753,42.4,99,300,33.0,106,131,80.9,88,274,362,114,95,40,48,132,1617,4,0,-397
92,Caris LeVert,BKN,25,45,21,24,1329.8,842,311,732,42.5,80,220,36.4,140,197,71.1,49,140,189,199,118,53,10,81,1438,2,1,-4
93,Eric Paschall,GSW,23,60,14,46,1653.8,837,318,640,49.7,37,129,28.7,164,212,77.4,82,193,275,127,94,32,13,125,1399,4,0,-375
94,Davis Bertans,WAS,27,54,20,34,1583.0,834,265,610,43.4,200,472,42.4,104,122,85.2,35,210,245,92,59,37,33,139,1417,1,0,-14
95,Nemanja Bjelica,SAC,32,72,31,41,2011.2,831,314,653,48.1,134,320,41.9,69,84,82.1,111,347,458,203,99,62,40,216,1892,10,0,4
96,Norman Powell,TOR,27,52,40,12,1478.8,830,296,598,49.5,109,273,39.9,129,153,84.3,26,164,190,91,77,60,21,108,1361,0,0,148
97,Brook Lopez,MIL,32,68,53,15,1816.9,813,292,671,43.5,102,325,31.4,127,152,83.6,58,254,312,99,70,46,163,163,1893,4,0,526
98,Christian Wood,DET,24,62,20,42,1324.6,810,288,508,56.7,54,140,38.6,180,242,74.4,104,286,390,60,84,34,54,98,1548,12,0,68
99,RJ Barrett,NYK,20,56,17,39,1704.4,803,292,727,40.2,63,197,32.0,156,254,61.4,50,229,279,143,124,55,17,122,1444,2,0,-326
100,Al Horford,PHI,34,67,39,28,2025.5,798,319,709,45.0,99,283,35.0,61,80,76.3,103,353,456,270,80,52,61,142,2009,6,0,127
101,Seth Curry,DAL,29,64,38,26,1575.7,793,284,574,49.5,145,321,45.2,80,97,82.5,27,118,145,124,62,38,9,113,1232,0,0,161
102,Kyle Kuzma,LAL,24,61,46,15,1526.2,782,291,668,43.6,86,272,31.6,114,155,73.5,52,221,273,80,91,28,26,126,1301,2,0,181
103,De'Andre Hunter,ATL,22,63,19,44,2017.9,778,280,683,41.0,108,304,35.5,110,144,76.4,44,242,286,112,103,44,18,182,1372,3,0,-261
104,Marcus Smart,BOS,26,60,39,21,1919.3,776,256,682,37.5,137,395,34.7,127,152,83.6,42,183,225,291,103,101,29,162,1770,3,0,281
105,Jarrett Allen,BKN,22,70,33,37,1851.9,775,302,465,64.9,0,6,0.0,171,270,63.3,216,455,671,110,77,40,92,162,2064,30,0,45
106,Taurean Prince,BKN,26,64,30,34,1857.4,773,278,739,37.6,146,431,33.9,71,89,79.8,50,331,381,116,127,57,25,159,1523,8,0,71
107,Patty Mills,SAS,31,66,28,38,1484.7,767,258,598,43.1,154,403,38.2,97,112,86.6,22,86,108,118,54,53,6,105,1197,0,0,135
108,Derrick White,SAS,25,68,32,36,1676.7,765,253,552,45.8,79,216,36.6,180,211,85.3,35,188,223,241,89,44,59,152,1614,0,0,42
109,Josh Richardson,PHI,26,55,33,22,1693.2,755,278,646,43.0,85,249,34.1,114,141,80.9,41,133,174,162,104,52,36,136,1367,0,0,119
110,Myles Turner,IND,24,62,37,25,1825.8,749,268,587,45.7,86,250,34.4,127,169,75.1,86,321,407,72,85,46,132,166,1794,9,0,-7
111,Lonzo Ball,NOP,22,63,26,37,2025.2,745,277,687,40.3,148,395,37.5,43,76,56.6,71,312,383,438,193,88,38,128,2047,12,3,-26
112,Tyler Herro,MIA,20,55,34,21,1508.1,743,270,631,42.8,116,298,38.9,87,100,87.0,16,208,224,121,87,34,9,76,1235,1,0,-20
113,Ish Smith,WAS,31,68,23,45,1786.9,740,308,689,44.7,62,169,36.7,62,86,72.1,30,189,219,334,95,59,30,106,1676,1,0,-140
114,Lauri Markkanen,CHI,23,50,18,32,1491.6,737,251,591,42.5,109,317,34.4,126,153,82.4,60,253,313,74,81,42,23,96,1338,3,0,-68
115,OG Anunoby,TOR,22,69,50,19,2065.7,733,286,566,50.5,89,228,39.0,72,102,70.6,80,284,364,108,79,96,45,167,1676,5,0,273
116,Darius Garland,CLE,20,59,17,42,1824.0,728,280,699,40.1,105,296,35.5,63,72,87.5,27,84,111,229,151,42,4,92,1192,1,0,-295
117,Glenn Robinson III,PHI,26,62,17,45,1786.4,727,288,592,48.6,77,197,39.1,74,86,86.0,81,189,270,96,55,54,16,100,1350,1,0,-297
118,Rudy Gay,SAS,33,67,30,37,1460.6,726,266,596,44.6,74,220,33.6,120,136,88.2,61,301,362,114,88,35,33,103,1447,4,0,12
119,Dejounte Murray,SAS,23,66,29,37,1686.8,720,294,637,46.2,41,111,36.9,91,114,79.8,69,314,383,271,125,111,17,143,1845,6,0,-189
120,Cedi Osman,CLE,25,65,19,46,1910.4,718,266,609,43.7,123,321,38.3,63,94,67.0,39,192,231,154,91,54,16,160,1345,2,0,-350
121,Troy Brown Jr.,WAS,20,69,24,45,1782.0,716,273,622,43.9,61,179,34.1,109,139,78.4,76,307,383,178,79,85,7,132,1640,6,0,-225
122,Ben McLemore,HOU,27,71,44,27,1619.5,715,242,545,44.4,181,452,40.0,50,67,74.6,21,136,157,58,50,45,16,155,1123,1,0,187
123,Doug McDermott,IND,28,69,43,26,1372.4,710,267,547,48.8,128,294,43.5,48,58,82.8,26,148,174,78,42,12,5,117,1045,0,0,102
124,P.J. Washington,CHA,21,58,22,36,1759.0,710,268,589,45.5,86,230,37.4,88,136,64.7,58,258,316,123,93,51,44,158,1466,4,0,-221
125,Bryn Forbes,SAS,26,63,27,36,1579.2,707,242,581,41.7,148,381,38.8,75,90,83.3,12,114,126,108,57,33,0,113,1062,0,0,-216
126,Joe Ingles,UTA,32,72,44,28,2136.6,707,246,553,44.5,141,353,39.9,74,94,78.7,27,251,278,373,142,65,11,154,1686,3,0,237
127,Dario Saric,PHX,26,66,32,34,1631.8,704,256,538,47.6,84,235,35.7,108,128,84.4,100,306,406,123,88,37,16,156,1447,9,0,-69
128,Furkan Korkmaz,PHI,22,72,42,30,1558.9,704,242,563,43.0,143,356,40.2,77,102,75.5,18,150,168,79,59,41,16,98,1136,0,0,90
129,Brandon Clarke,MEM,23,58,29,29,1300.0,700,296,479,61.8,23,64,35.9,85,112,75.9,92,253,345,81,55,32,48,100,1421,3,0,-20
130,Deandre Ayton,PHX,21,38,20,18,1236.3,690,310,568,54.6,3,13,23.1,67,89,75.3,147,289,436,72,80,26,58,117,1493,23,0,98
131,Jae Crowder,MIA,29,65,29,36,1874.7,684,226,563,40.1,135,394,34.3,97,125,77.6,52,332,384,161,69,72,24,143,1605,6,0,-132
132,Kevin Huerter,ATL,21,56,19,37,1760.4,684,252,610,41.3,127,334,38.0,53,64,82.8,35,193,228,213,87,51,27,139,1424,2,0,-242
133,Steven Adams,OKC,26,63,40,23,1680.5,684,283,478,59.2,1,3,33.3,117,201,58.2,207,376,583,146,94,51,67,122,1863,22,0,149
134,Tristan Thompson,CLE,29,57,19,38,1721.5,684,288,562,51.2,9,23,39.1,99,161,61.5,226,351,577,120,103,33,50,124,1702,25,0,-378
135,Dorian Finney-Smith,DAL,27,71,40,31,2119.5,678,243,522,46.6,114,303,37.6,78,108,72.2,145,260,405,114,69,45,39,178,1518,5,0,276
136,Langston Galloway,DET,28,66,20,46,1702.2,677,236,542,43.5,132,331,39.9,73,85,85.9,33,116,149,101,40,48,11,96,1144,0,0,-143
137,Mike Conley,UTA,32,47,26,21,1363.3,675,232,567,40.9,96,256,37.5,115,139,82.7,33,118,151,208,92,36,5,104,1199,0,0,73
138,Maxi Kleber,DAL,28,74,42,32,1889.7,672,237,514,46.1,119,319,37.3,79,93,84.9,112,276,388,88,58,25,83,176,1536,2,0,104
139,Bobby Portis,NYK,25,66,21,45,1393.5,668,265,589,45.0,67,187,35.8,71,93,76.3,80,258,338,98,73,32,18,110,1298,5,0,-191
140,Mikal Bridges,PHX,23,73,34,39,2042.1,667,247,484,51.0,70,194,36.1,103,122,84.4,66,226,292,129,73,102,46,163,1582,1,0,117
141,Danuel House Jr.,HOU,27,63,40,23,1912.7,662,230,539,42.7,129,355,36.3,73,90,81.1,57,210,267,85,54,67,34,132,1359,2,0,123
142,Monte Morris,DEN,25,73,46,27,1636.6,660,260,566,45.9,65,172,37.8,75,89,84.3,24,113,137,255,53,55,17,73,1370,0,0,54
143,Thaddeus Young,CHI,32,64,22,42,1590.7,659,269,601,44.8,79,222,35.6,42,72,58.3,94,221,315,117,102,92,23,134,1456,2,0,-209
144,Josh Hart,NOP,25,65,26,39,1755.2,656,225,532,42.3,121,354,34.2,85,115,73.9,61,364,425,108,75,63,23,160,1511,10,0,-114
145,Rui Hachimura,WAS,22,48,15,33,1444.0,649,254,545,46.6,25,87,28.7,116,140,82.9,78,216,294,87,53,37,8,105,1214,3,0,-253
146,Kentavious Caldwell-Pope,LAL,27,69,51,18,1762.0,645,237,507,46.7,92,239,38.5,79,102,77.5,38,104,142,111,62,57,14,128,1133,0,0,155
147,Tomas Satoransky,CHI,28,65,22,43,1877.9,644,237,551,43.0,64,199,32.2,106,121,87.6,76,178,254,354,130,80,7,135,1611,3,0,-69
148,Cody Zeller,CHA,27,58,18,40,1340.6,642,251,479,52.4,18,75,24.0,122,179,68.2,160,251,411,88,75,40,25,140,1387,10,0,-221
149,Garrett Temple,BKN,34,62,30,32,1729.8,641,222,587,37.8,127,386,32.9,70,87,80.5,29,189,218,156,62,49,29,108,1309,2,0,-42
150,Jeff Teague,ATL,32,59,22,37,1464.3,641,213,489,43.6,43,117,36.8,172,197,87.3,27,115,142,308,116,44,19,106,1346,3,0,-170
151,Aaron Holiday,IND,23,66,42,24,1617.3,627,233,563,41.4,87,221,39.4,74,87,85.1,22,134,156,225,88,55,16,120,1277,3,0,113
152,Damion Lee,GSW,27,49,12,37,1422.6,621,213,511,41.7,85,239,35.6,110,126,87.3,32,207,239,133,67,50,6,116,1208,3,0,-124
153,Malik Beasley,MIN,23,55,30,25,1208.7,615,227,534,42.5,107,276,38.8,54,66,81.8,18,130,148,75,57,40,8,77,992,1,0,-50
154,Cam Reddish,ATL,20,58,17,41,1550.7,610,213,554,38.4,83,250,33.2,101,126,80.2,35,181,216,87,96,62,28,132,1174,0,0,-244
155,Donte DiVincenzo,MIL,23,66,53,13,1520.4,610,232,510,45.5,83,247,33.6,63,86,73.3,66,252,318,154,90,85,20,113,1448,1,0,409
156,Thomas Bryant,WAS,22,46,15,31,1146.8,609,243,418,58.1,37,91,40.7,86,116,74.1,98,233,331,83,53,25,49,103,1300,11,0,-161
157,Justin Holiday,IND,31,73,45,28,1825.7,603,208,486,42.8,134,331,40.5,53,67,79.1,32,206,238,93,44,87,46,137,1383,0,0,35
158,Daniel Theis,BOS,28,65,42,23,1566.1,601,241,426,56.6,32,96,33.3,87,114,76.3,140,286,426,111,54,37,84,219,1588,7,0,203
159,D.J. Augustin,ORL,32,57,28,29,1420.4,599,184,461,39.9,70,201,34.8,161,181,89.0,22,100,122,262,86,34,1,72,1157,0,0,76
160,Kent Bazemore,SAC,30,68,32,36,1687.7,597,200,534,37.5,84,244,34.4,113,147,76.9,27,267,294,93,91,74,40,196,1340,0,0,10
161,Austin Rivers,HOU,27,68,43,25,1593.9,596,211,501,42.1,96,270,35.6,78,111,70.3,27,148,175,113,50,49,10,129,1103,0,0,82
162,Ivica Zubac,LAC,23,72,49,23,1326.0,596,236,385,61.3,0,2,0.0,124,166,74.7,197,346,543,82,61,16,66,168,1556,10,0,231
163,Paul Millsap,DEN,35,51,30,21,1240.0,591,211,438,48.2,54,124,43.5,115,141,81.6,98,195,293,83,70,44,30,150,1219,5,0,223
164,Mitchell Robinson,NYK,22,61,20,41,1412.3,590,253,341,74.2,0,0,0.0,84,148,56.8,186,242,428,36,37,52,119,194,1634,8,0,-107
165,Gary Harris,DEN,25,56,37,19,1780.2,581,218,519,42.0,70,210,33.3,75,92,81.5,26,137,163,118,60,76,14,116,1164,0,0,122
166,Jarrett Culver,MIN,21,63,19,44,1505.6,580,230,569,40.4,66,221,29.9,54,117,46.2,70,142,212,110,81,57,38,125,1203,0,0,-103
167,Anfernee Simons,POR,21,70,32,38,1448.8,579,214,536,39.9,75,226,33.2,76,92,82.6,25,127,152,97,61,26,10,135,954,1,0,-248
168,Shabazz Napier,WAS,28,56,16,40,1344.5,578,188,456,41.2,76,240,31.7,126,153,82.4,26,132,158,262,128,69,11,101,1273,2,1,-96
169,Jeremy Lamb,IND,28,46,27,19,1291.2,577,216,479,45.1,53,158,33.5,92,110,83.6,24,176,200,96,50,55,22,104,1142,2,0,1
170,Larry Nance Jr.,CLE,27,56,16,40,1472.1,564,229,431,53.1,56,159,35.2,50,74,67.6,106,303,409,123,60,56,22,91,1413,12,0,-156
171,Malik Monk,CHA,22,55,18,37,1169.1,564,212,488,43.4,58,204,28.4,82,100,82.0,27,130,157,114,77,25,16,74,969,1,0,-231
172,Markieff Morris,LAL,30,58,22,36,1187.5,560,203,458,44.3,88,228,38.6,66,85,77.6,40,178,218,77,76,31,17,133,1005,1,0,-126
173,George Hill,MIL,34,59,47,12,1271.2,554,194,376,51.6,81,176,46.0,85,101,84.2,50,127,177,180,57,47,5,84,1135,0,0,300
