RANK,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
23,Sam Cassell,MIL,30,81,42,39,2899.7,1506,545,1170,46.6,26,90,28.9,390,445,87.6,69,232,301,729,267,102,8,255,3024,29,0,134
24,Michael Dickerson,VAN,25,82,22,60,3106.3,1496,554,1270,43.6,119,291,40.9,269,324,83.0,78,201,279,208,165,116,45,226,2461,0,0,-378
25,Kobe Bryant,LAL,21,66,55,11,2523.0,1485,554,1183,46.8,46,144,31.9,331,403,82.1,108,308,416,323,182,106,62,220,2791,12,0,531
26,Clifford Robinson,PHX,33,80,51,29,2841.7,1478,530,1142,46.4,120,324,37.0,298,381,78.2,105,254,359,224,166,90,61,240,2532,1,0,256
27,Reggie Miller,IND,34,81,55,26,2991.6,1470,466,1041,44.8,165,404,40.8,373,406,91.9,50,189,239,187,129,85,25,126,2238,0,0,274
28,Shawn Kemp,CLE,30,82,32,50,2492.9,1463,484,1160,41.7,2,6,33.3,493,635,77.6,231,494,725,138,291,100,96,371,2837,35,0,-133
29,Jalen Rose,IND,27,80,54,26,2973.6,1457,563,1196,47.1,77,196,39.3,254,307,82.7,42,345,387,320,188,84,49,234,2612,4,0,234
30,Eddie Jones,CHH,28,72,47,25,2801.6,1446,478,1119,42.7,128,341,37.5,362,419,86.4,81,262,343,305,160,192,49,176,2878,1,0,360
31,Dirk Nowitzki,DAL,22,82,40,42,2940.9,1435,515,1118,46.1,116,306,37.9,289,348,83.0,102,430,532,203,141,63,68,256,2630,9,0,94
32,David Robinson,SAS,34,80,51,29,2556.9,1427,528,1031,51.2,0,2,0.0,371,511,72.6,193,577,770,142,164,97,183,247,3240,34,0,419
33,Paul Pierce,BOS,22,73,34,39,2585.2,1427,486,1099,44.2,96,280,34.3,359,450,79.8,83,313,396,221,178,152,62,237,2698,6,0,186
34,Steve Francis,HOU,23,77,31,46,2775.4,1388,497,1117,44.5,107,310,34.5,287,365,78.6,152,257,409,507,306,118,29,231,2774,17,1,-159
35,Darrell Armstrong,ORL,32,82,41,41,2588.2,1330,484,1119,43.3,137,403,34.0,225,247,91.1,65,205,270,501,248,169,9,137,2692,10,0,62
36,Jamal Mashburn,MIA,27,76,47,29,2825.8,1328,515,1158,44.5,112,278,40.3,186,239,77.8,64,317,381,298,180,79,14,215,2331,4,0,341
37,Rasheed Wallace,POR,25,81,58,23,2845.9,1325,542,1045,51.9,8,50,16.0,233,331,70.4,129,437,566,142,157,87,107,216,2642,13,0,507
38,Jim Jackson,ATL,29,79,27,52,2764.4,1317,507,1235,41.1,117,303,38.6,186,212,87.7,101,293,394,230,185,57,10,167,2151,4,0,-292
39,Vin Baker,SEA,28,79,43,36,2847.4,1311,514,1129,45.5,2,8,25.0,281,412,68.2,227,378,605,148,213,47,66,288,2385,16,0,64
40,Mitch Richmond,WAS,35,74,27,47,2397.3,1285,447,1049,42.6,93,241,38.6,298,340,87.6,37,176,213,185,154,110,13,191,2033,0,0,-123
41,Cuttino Mobley,HOU,24,81,34,47,2497.4,1277,437,1016,43.0,104,292,35.6,299,353,84.7,59,229,288,208,186,87,32,171,2106,1,0,-52
42,Nick Van Exel,DEN,28,79,35,44,2948.7,1275,473,1213,39.0,133,401,33.2,196,240,81.7,34,277,311,714,221,68,11,148,2735,24,0,-46
43,Glen Rice,LAL,33,80,65,15,2530.2,1272,421,980,43.0,84,229,36.7,346,396,87.4,56,271,327,177,114,47,12,179,1993,2,0,402
44,Lamar Odom,LAC,20,76,15,61,2766.6,1259,449,1024,43.8,59,164,36.0,302,420,71.9,159,436,595,317,258,91,95,291,2749,26,3,-449
45,Derrick Coleman,CHH,33,74,43,31,2351.0,1239,446,979,45.6,51,141,36.2,296,377,78.5,124,508,632,175,173,34,130,195,2579,27,0,73
46,Larry Hughes,GSW,21,82,33,49,2325.2,1226,459,1147,40.0,29,125,23.2,279,377,74.0,113,236,349,205,195,115,28,191,2186,5,0,-371
47,Steven Smith,POR,31,82,59,23,2688.3,1225,420,900,46.7,96,241,39.8,289,340,85.0,123,190,313,209,117,71,31,214,2103,0,0,481
48,Juwan Howard,WAS,27,82,29,53,2913.6,1220,509,1108,45.9,0,7,0.0,202,275,73.5,132,338,470,247,225,67,21,299,2194,10,0,-234
49,Tracy McGrady,TOR,21,79,44,35,2458.9,1213,459,1018,45.1,18,65,27.7,277,392,70.7,188,313,501,263,160,90,151,201,2772,11,0,-5
50,Terrell Brandon,MIN,30,71,43,28,2591.3,1212,486,1042,46.6,53,132,40.2,187,208,89.9,44,194,238,629,184,134,30,158,2749,23,1,359
51,Mike Bibby,VAN,22,82,22,60,3154.0,1190,459,1031,44.5,77,212,36.3,195,250,78.0,73,233,306,665,247,132,15,171,2749,23,1,-399
52,Lamond Murray,CLE,27,74,27,47,2369.1,1175,460,1019,45.1,51,139,36.7,204,268,76.1,127,296,423,132,184,105,36,208,2120,6,0,-217
53,Bryon Russell,UTA,29,82,55,27,2898.7,1158,408,914,44.6,106,268,39.6,236,315,74.9,99,328,427,158,101,128,23,255,2259,5,0,521
54,Isaiah Rider,ATL,29,60,23,37,2085.5,1158,449,1072,41.9,56,180,31.1,204,260,78.5,63,195,258,219,168,41,6,132,1769,1,0,-87
55,Kenny Anderson,BOS,29,82,35,47,2594.1,1149,434,986,44.0,85,220,38.6,196,253,77.5,55,170,225,420,130,139,8,230,2360,6,0,102
56,Ron Mercer,ORL,24,68,34,34,2373.6,1148,460,1080,42.6,15,48,31.3,213,270,78.9,64,186,250,158,151,75,23,151,1828,0,0,24
57,Cedric Ceballos,DAL,30,69,33,36,2063.5,1147,447,1002,44.6,44,134,32.8,209,248,84.3,172,290,462,90,125,56,24,165,1951,15,0,-113
58,Rodney Rogers,PHX,29,82,53,29,2284.2,1130,428,881,48.6,115,262,43.9,159,249,63.9,138,309,447,170,163,94,47,290,2181,5,0,451
59,David Wesley,CHH,29,82,49,33,2755.3,1116,407,955,42.6,88,248,35.5,214,275,77.8,39,186,225,463,159,109,11,186,2282,7,0,80
60,Alan Henderson,ATL,27,82,28,54,2779.5,1083,429,930,46.1,1,10,10.0,224,334,67.1,265,306,571,77,139,81,54,233,2150,14,0,-381
61,Derek Anderson,LAC,25,64,7,57,2200.5,1080,377,860,43.8,55,178,30.9,271,309,87.7,80,178,258,220,167,90,11,149,1856,2,1,-580
62,Othella Harrington,VAN,26,82,22,60,2675.2,1076,420,830,50.6,0,2,0.0,236,298,79.2,196,367,563,97,217,36,58,287,1962,11,0,-421
63,Maurice Taylor,LAC,23,62,10,52,2226.6,1060,458,988,46.4,1,8,12.5,143,201,71.1,96,304,400,101,169,51,48,217,1820,10,0,-589
64,Lindsey Hunter,DET,29,82,42,40,2922.7,1043,379,892,42.5,168,389,43.2,117,154,76.0,35,215,250,327,145,129,22,216,2142,1,0,109
65,Scottie Pippen,POR,34,82,59,23,2750.9,1022,388,860,45.1,86,263,32.7,160,223,71.7,114,399,513,406,208,117,41,208,2513,9,0,396
66,Rik Smits,IND,33,79,54,25,1853.0,1018,431,890,48.4,0,1,0.0,156,211,73.9,94,307,401,85,108,20,100,249,1879,4,0,13
67,Anfernee Hardaway,PHX,28,60,42,18,2252.8,1015,378,798,47.4,33,102,32.4,226,286,79.0,91,256,347,315,153,94,38,163,2147,8,1,367
68,Chris Gatling,DEN,32,85,34,51,1810.2,1014,365,802,45.5,18,70,25.7,266,373,71.3,154,348,502,71,169,82,23,246,1869,11,0,-56
69,Bob Sura,CLE,27,73,30,43,2218.1,1009,356,815,43.7,122,332,36.7,175,251,69.7,50,238,288,284,148,91,19,201,1963,4,0,-193
70,Shandon Anderson,HOU,26,82,34,48,2704.5,1009,368,778,47.3,79,225,35.1,194,253,76.7,91,293,384,239,194,96,32,183,2018,4,0,-92
71,Raef LaFrentz,DEN,24,81,34,47,2433.0,1006,392,879,44.6,60,183,32.8,162,236,68.6,170,471,641,97,96,42,180,292,2491,26,0,-85
72,Vlade Divac,SAC,32,82,44,38,2377.5,1005,384,764,50.3,7,26,26.9,230,333,69.1,174,482,656,244,190,103,103,251,2586,25,1,176
73,Christian Laettner,DET,30,82,42,40,2441.6,1002,379,801,47.3,7,24,29.2,237,292,81.2,175,378,553,186,186,83,45,326,2143,11,0,-12
74,Jason Williams,SAC,24,81,43,38,2755.9,999,363,973,37.3,145,505,28.7,128,170,75.3,22,208,230,589,296,117,8,140,2238,11,0,75
75,Kendall Gill,NJN,32,76,30,46,2355.6,993,396,956,41.4,20,78,25.6,181,255,71.0,82,201,283,210,89,139,41,211,2099,1,0,-53
76,John Stockton,UTA,38,82,55,27,2432.6,990,363,725,50.1,43,121,35.5,221,257,86.0,45,170,215,703,179,143,15,192,2598,18,0,516
77,Elden Campbell,CHH,31,78,45,33,2536.2,987,370,829,44.6,0,6,0.0,247,358,69.0,168,422,590,129,127,56,150,269,2380,20,0,116
78,Damon Stoudamire,POR,26,78,57,21,2372.3,974,386,894,43.2,80,212,37.7,122,145,84.1,61,182,243,405,149,77,1,173,1958,1,0,369
79,Tyrone Nesby,LAC,24,73,14,59,2319.7,973,364,915,39.8,94,281,33.5,151,191,79.1,82,193,275,121,102,75,31,205,1701,0,0,-620
80,Jason Kidd,PHX,27,67,44,23,2615.2,959,350,855,40.9,56,166,33.7,203,245,82.9,96,387,483,678,226,134,28,148,2816,36,5,305
81,Jeff Hornacek,UTA,37,77,52,25,2131.1,953,358,728,49.2,66,138,47.8,171,180,95.0,49,133,182,202,113,66,16,149,1607,0,0,332
82,Anthony Mason,CHH,33,82,49,33,3136.2,948,317,661,48.0,0,1,0.0,314,421,74.6,145,554,699,367,160,74,29,220,2486,22,3,175
83,Brent Barry,SEA,28,80,44,36,2732.3,945,327,707,46.3,164,399,41.1,127,157,80.9,50,322,372,291,142,103,31,228,2088,1,0,81
84,Tim Thomas,MIL,23,80,42,38,2093.2,945,347,753,46.1,63,182,34.6,188,243,77.4,100,232,332,113,129,59,31,227,1654,0,0,-131
85,Dikembe Mutombo,ATL,34,82,28,54,2985.6,942,322,573,56.2,0,0,0.0,298,421,70.8,304,853,1157,105,174,27,269,248,3202,46,1,-139
86,Ruben Patterson,SEA,24,81,45,36,2099.5,942,354,661,53.6,12,27,44.4,222,321,69.2,218,216,434,126,144,94,40,190,1910,5,0,39
87,Malik Sealy,MIN,30,82,50,32,2386.8,929,371,780,47.6,10,35,28.6,177,218,81.2,119,233,352,197,110,76,19,197,1822,0,0,359
88,Patrick Ewing,NYK,37,62,39,23,2034.9,929,361,775,46.6,0,2,0.0,207,283,73.1,140,464,604,58,142,36,84,196,1959,22,0,144
89,Avery Johnson,SAS,35,82,53,29,2575.5,919,402,850,47.3,1,9,11.1,114,155,73.5,33,125,158,491,140,76,18,150,1987,5,0,253
90,Andre Miller,CLE,24,82,32,50,2097.2,914,339,755,44.9,10,49,20.4,226,292,77.4,85,195,280,476,166,84,17,194,2101,8,1,-109
91,Antonio Davis,TOR,31,79,43,36,2480.4,910,313,712,44.0,0,0,0.0,284,371,76.5,235,461,696,105,121,38,100,267,2196,23,0,15
92,Donyell Marshall,GSW,27,64,14,50,2072.1,910,331,840,39.4,49,138,35.5,199,255,78.0,189,448,637,167,123,68,68,180,2210,30,0,-442
93,Doug Christie,TOR,30,73,40,33,2265.3,903,311,764,40.7,99,275,36.0,182,216,84.3,63,222,285,321,144,102,43,167,2018,2,0,7
94,Peja Stojakovic,SAC,23,74,41,33,1749.7,877,321,716,44.8,100,267,37.5,135,153,88.2,74,202,276,106,88,52,7,97,1456,2,0,175
95,Rod Strickland,WAS,33,69,23,46,2188.0,869,327,762,42.9,1,21,4.8,214,305,70.2,73,186,259,519,187,94,18,147,2107,19,0,-246
96,Erick Strickland,DAL,26,68,36,32,2029.2,867,316,730,43.3,73,186,39.2,162,195,83.1,69,254,323,211,102,105,13,190,1823,5,0,76
97,Metta World Peace,CHI,20,72,16,56,2239.6,866,309,759,40.7,60,191,31.4,188,279,67.4,62,246,308,197,166,119,39,159,1839,0,0,-343
98,Jason Caffey,GSW,27,71,16,55,2159.9,852,323,675,47.9,0,2,0.0,206,345,59.7,189,293,482,119,170,62,20,269,1685,14,0,-405
99,Wally Szczerbiak,MIN,23,73,45,28,2170.8,845,342,669,51.1,28,78,35.9,133,161,82.6,89,183,272,201,83,58,23,175,1633,2,0,194
100,Antawn Jamison,GSW,24,43,10,33,1559.6,841,356,756,47.1,2,7,28.6,127,208,61.1,172,187,359,90,113,30,15,115,1429,16,0,-248
101,John Amaechi,ORL,29,80,39,41,1685.8,836,306,700,43.7,1,6,16.7,223,291,76.6,62,204,266,95,139,35,37,161,1375,0,0,7
102,Austin Croshere,IND,25,81,55,26,1886.6,835,288,653,44.1,63,174,36.2,196,231,84.8,135,381,516,89,121,44,60,203,1779,11,0,304
103,Toni Kukoc,PHI,31,56,30,26,1786.5,830,297,728,40.8,44,168,26.2,192,265,72.5,75,198,273,264,146,77,28,112,1723,8,1,33
104,Walt Williams,HOU,30,76,34,42,1859.0,827,312,681,45.8,102,261,39.1,101,123,82.1,69,237,306,157,113,49,44,189,1596,3,0,57
105,Mookie Blaylock,GSW,33,73,18,55,2456.0,822,327,837,39.1,101,301,33.6,67,95,70.5,55,215,270,489,143,146,22,122,2241,9,0,-461
106,Johnny Newman,NJN,36,82,31,51,1757.6,820,278,623,44.6,72,190,37.9,192,229,83.8,39,115,154,65,89,53,11,207,1205,1,0,-19
107,Tyrone Hill,PHI,32,68,41,27,2157.2,815,318,656,48.5,0,1,0.0,179,259,69.1,220,405,625,52,124,64,27,243,1792,21,0,100
108,Tracy Murray,WAS,28,80,28,52,1830.7,813,290,670,43.3,113,263,43.0,120,141,85.1,63,208,271,72,84,45,24,185,1369,1,0,-82
109,Kerry Kittles,NJN,26,62,29,33,1897.4,807,305,698,43.7,96,240,40.0,101,127,79.5,46,179,225,142,56,79,19,120,1528,0,0,29
110,Anthony Peeler,MIN,30,82,50,32,2071.9,804,316,725,43.6,85,255,33.3,87,109,79.8,58,174,232,195,85,62,10,171,1506,0,0,-77
111,George McCloud,DEN,33,78,33,45,2120.8,787,266,638,41.7,107,283,37.8,148,181,81.8,72,213,285,246,134,48,26,180,1586,2,0,-94
112,Corliss Williamson,SAC,26,76,41,35,1709.3,785,311,622,50.0,0,0,0.0,163,212,76.9,122,168,290,82,110,38,19,192,1317,2,0,-32
113,Michael Olowokandi,LAC,25,80,14,66,2493.0,783,330,756,43.7,0,0,0.0,123,189,65.1,194,462,656,38,177,35,140,304,1975,20,0,-711
114,Chucky Atkins,ORL,25,82,41,41,1627.8,782,314,741,42.4,57,163,35.0,97,133,72.9,20,106,126,306,142,52,3,137,1415,0,0,-7
115,Nick Anderson,SAC,32,72,41,31,2094.1,781,306,782,39.1,132,397,33.2,37,76,48.7,83,256,339,123,95,94,16,118,1607,3,0,24
116,Arvydas Sabonis,POR,35,66,50,16,1683.3,778,302,598,50.5,7,19,36.8,167,198,84.3,97,416,513,118,97,43,78,184,1837,17,0,295
117,Joe Smith,MIN,24,78,49,29,1975.2,774,289,623,46.4,1,1,100,195,258,75.6,186,298,484,88,119,45,85,302,1758,5,0,112
118,P.J. Brown,MIA,30,80,52,28,2305.8,764,322,671,48.0,0,1,0.0,120,159,75.5,216,384,600,145,100,65,61,264,1980,18,0,363
119,Larry Johnson,NYK,31,70,43,27,2281.5,750,282,652,43.3,58,174,33.3,128,167,76.6,87,293,380,175,94,42,7,205,1522,2,0,90
120,Dale Davis,IND,31,74,51,23,2130.3,743,302,602,50.2,0,0,0.0,139,203,68.5,256,473,729,64,91,52,94,203,2061,24,0,175
121,Tom Gugliotta,PHX,30,54,36,18,1767.6,738,310,645,48.1,1,8,12.5,117,151,77.5,141,284,425,124,106,80,31,152,1661,9,0,244
122,Travis Best,IND,27,82,56,26,1691.5,733,271,561,48.3,35,93,37.6,156,190,82.1,16,126,142,272,107,76,5,204,1447,0,0,281
123,Wesley Person,CLE,29,79,29,50,2056.2,727,280,654,42.8,106,250,42.4,61,77,79.2,44,223,267,146,60,40,19,119,1383,0,0,-89
124,Vitaly Potapenko,BOS,25,79,35,44,1795.3,723,307,615,49.9,0,1,0.0,109,160,68.1,182,317,499,77,145,41,29,239,1502,10,0,7
125,George Lynch,PHI,29,75,45,30,2416.2,722,297,644,46.1,15,36,41.7,113,183,61.7,216,366,582,136,120,119,38,231,1975,12,0,105
126,Howard Eisley,UTA,27,82,55,27,2095.0,709,282,675,41.8,60,163,36.8,85,103,82.5,23,147,170,347,132,59,9,223,1506,0,0,-5
127,Vonteego Cummings,GSW,24,75,19,56,1793.7,706,265,655,40.5,49,151,32.5,127,169,75.1,57,127,184,247,132,91,13,174,1477,2,0,-270
128,Tariq Abdul-Wahad,DEN,25,61,27,34,1574.8,697,274,646,42.4,3,23,13.0,146,193,75.6,101,190,291,98,106,59,28,147,1348,2,0,-39
129,Tim Hardaway,MIA,33,52,35,17,1669.3,696,246,638,38.6,94,256,36.7,110,133,82.7,25,125,150,385,119,49,4,112,1494,9,0,224
130,Keon Clark,DEN,25,81,35,46,1853.7,694,286,528,54.2,1,8,12.5,121,176,68.8,162,343,505,71,125,45,114,231,1759,5,0,-83
131,Jerome Williams,DET,27,82,42,40,2104.7,689,257,456,56.4,0,3,0.0,175,284,61.6,277,512,789,68,105,95,21,196,1981,23,0,148
132,Theo Ratliff,PHI,27,57,34,23,1797.0,676,247,491,50.3,0,0,0.0,182,236,77.1,140,295,435,36,108,32,171,185,1753,18,0,105
133,Pat Garrity,ORL,23,82,41,41,1481.7,675,258,585,44.1,79,197,40.1,80,111,72.1,44,166,210,58,85,31,19,197,1079,0,0,31
134,Rashard Lewis,SEA,20,82,45,37,1576.5,674,275,566,48.6,40,120,33.3,84,123,68.3,127,209,336,70,78,62,36,163,1398,4,0,65
135,James Posey,DEN,23,81,34,47,2051.6,662,230,536,42.9,82,220,37.3,120,150,80.0,85,232,317,146,95,98,33,207,1559,0,0,-68
136,Mark Jackson,IND,35,81,55,26,2186.4,660,246,570,43.2,89,221,40.3,79,98,80.6,63,233,296,650,174,76,10,111,2074,10,1,103
137,Jason Terry,ATL,22,81,28,53,1886.1,657,249,600,41.5,46,157,29.3,113,140,80.7,24,142,166,346,156,90,10,133,1519,5,0,-259
138,Eric Piatkowski,LAC,29,75,13,62,1711.2,654,238,573,41.5,93,243,38.3,85,100,85.0,74,148,222,81,57,44,13,140,1156,0,0,-452
139,Aaron McKie,PHI,27,82,49,33,1954.3,653,244,593,41.1,44,121,36.4,121,146,82.9,47,199,246,240,113,108,18,194,1573,0,0,52
140,Eric Snow,PHI,27,82,49,33,2862.0,651,257,597,43.0,11,45,24.4,126,177,71.2,42,219,261,625,162,140,8,243,2184,12,0,103
141,Monty Williams,ORL,28,75,39,36,1501.8,651,263,538,48.9,2,5,40.0,123,166,74.1,96,154,250,106,109,46,17,187,1190,0,0,-141
142,Shawn Bradley,DAL,28,77,38,39,1901.6,647,266,555,47.9,1,5,20.0,114,149,76.5,160,337,497,60,74,71,190,260,2042,9,0,73
143,Corey Maggette,ORL,20,77,37,40,1367.6,646,224,469,47.8,2,11,18.2,196,261,75.1,123,180,303,61,138,24,26,169,1113,2,0,-59
144,Bimbo Coles,ATL,32,80,28,52,1926.9,645,276,607,45.5,8,39,20.5,85,104,81.7,30,142,172,290,103,58,11,178,1390,1,0,-210
145,Chris Whitney,WAS,28,82,29,53,1626.7,642,217,521,41.7,96,255,37.6,112,132,84.8,20,114,134,313,107,55,5,166,1345,3,0,-59
146,Kurt Thomas,NYK,27,80,49,31,1969.7,641,270,535,50.5,1,3,33.3,100,128,78.1,144,361,505,82,105,51,42,278,1544,7,0,70
147,Terry Porter,SAS,37,68,43,25,1611.9,641,207,463,44.7,90,207,43.5,137,170,80.6,24,167,191,221,100,50,9,79,1279,1,0,403
148,Richard Hamilton,WAS,22,71,24,47,1369.4,639,254,605,42.0,28,77,36.4,103,133,77.4,38,91,129,108,84,28,6,142,974,0,0,-100
149,Matt Geiger,PHI,30,65,41,24,1406.8,629,260,589,44.1,0,4,0.0,109,140,77.9,154,233,387,39,91,29,22,194,1214,6,0,-55
150,Voshon Lenard,MIA,27,53,34,19,1435.6,629,228,560,40.7,89,228,39.0,84,106,79.2,37,116,153,136,80,41,15,127,1105,0,0,65
151,Aaron Williams,WAS,28,81,29,52,1548.2,616,235,450,52.2,0,3,0.0,146,201,72.6,159,250,409,58,80,41,92,234,1513,5,0,35
152,Horace Grant,SEA,34,76,43,33,2684.2,612,266,599,44.4,0,4,0.0,80,111,72.1,167,424,591,188,61,55,60,192,1887,12,0,93
153,Bryant Reeves,VAN,27,69,20,49,1770.9,611,252,562,44.8,0,4,0.0,107,165,64.8,126,264,390,82,119,33,38,245,1296,3,0,-200
154,Kevin Willis,TOR,37,79,45,34,1680.8,604,236,569,41.5,1,3,33.3,131,164,79.9,201,281,482,49,98,36,48,256,1410,6,0,-78
155,Brevin Knight,CLE,24,65,27,38,1762.4,602,230,558,41.2,2,10,20.0,140,184,76.1,38,155,193,458,157,107,21,185,1748,12,0,-124
156,Marcus Camby,NYK,26,59,38,21,1545.5,601,226,471,48.0,1,2,50.0,148,221,67.0,174,287,461,49,72,43,116,204,1633,14,0,96
157,Kenny Thomas,HOU,22,72,33,39,1795.2,594,212,531,39.9,32,122,26.2,138,209,66.0,147,290,437,113,112,54,22,167,1404,8,0,52
158,Mario Elie,SAS,36,79,51,28,2221.0,590,195,457,42.7,74,186,39.8,126,149,84.6,48,201,249,193,130,73,9,156,1294,0,0,258
159,Hubert Davis,DAL,30,79,39,40,1817.8,583,217,464,46.8,82,167,49.1,67,77,87.0,17,117,134,141,70,24,3,109,966,0,0,-164
160,Bonzi Wells,POR,23,66,49,17,1163.4,580,236,480,49.2,20,53,37.7,88,129,68.2,78,104,182,97,97,69,12,153,1090,1,0,101
161,Detlef Schrempf,POR,37,77,55,22,1664.2,574,187,433,43.2,21,52,40.4,179,215,83.3,79,253,332,197,100,37,17,182,1330,0,0,189
162,Jahidi White,WAS,24,80,28,52,1536.1,569,228,450,50.7,0,0,0.0,113,211,53.6,202,351,553,15,94,31,83,234,1503,10,0,-108
163,Kelvin Cato,HOU,25,65,28,37,1581.2,567,216,402,53.7,0,4,0.0,135,208,64.9,102,287,389,26,71,33,124,175,1473,8,0,-10
164,Clar. Weatherspoon,MIA,29,78,49,29,1611.2,565,215,419,51.3,0,0,0.0,135,183,73.8,128,321,449,93,100,51,49,165,1443,7,0,55
165,Michael Doleac,ORL,23,81,40,41,1339.4,565,242,535,45.2,1,2,50.0,80,95,84.2,89,245,334,63,65,29,34,224,1184,2,0,28
166,Ron Harper,LAL,36,80,66,14,2041.3,557,212,531,39.9,33,106,31.1,100,147,68.0,96,241,337,270,132,85,39,164,1606,0,0,331
167,Charles Oakley,TOR,36,80,45,35,2429.0,548,234,560,41.8,14,41,34.1,66,85,77.6,117,423,540,253,154,102,45,294,1863,5,0,20
168,Terry Mills,DET,32,82,42,40,1842.2,548,214,488,43.9,95,242,39.3,25,34,73.5,50,340,390,85,46,38,24,242,1284,1,0,11
169,Troy Hudson,LAC,24,62,12,50,1593.6,545,204,541,37.7,60,193,31.1,77,95,81.1,28,120,148,242,108,43,0,65,1107,2,0,-348
170,Andrew DeClercq,CLE,27,82,32,50,1822.5,544,225,443,50.8,0,0,0.0,94,160,58.8,156,283,439,58,108,63,66,275,1437,4,0,-164
171,Tony Battie,BOS,24,82,35,47,1502.0,541,219,459,47.7,1,8,12.5,102,151,67.5,152,258,410,63,67,47,70,249,1412,4,0,-16
172,Sam Perkins,IND,39,81,55,26,1618.7,537,184,441,41.7,89,218,40.8,80,97,82.5,64,225,289,68,63,31,33,136,1115,0,0,293
173,Rick Fox,LAL,30,82,67,15,1475.0,534,206,498,41.4,59,181,32.6,63,78,80.8,63,135,198,137,87,52,26,203,1124,0,0,263
