RANK,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
15,Tom Gugliotta,MIN,27,81,40,41,3132.3,1672,592,1339,44.2,24,93,25.8,464,566,82.0,187,515,702,335,293,130,89,237,3381,32,0,-154
16,Scottie Pippen,CHI,31,82,69,13,3093.5,1656,648,1366,47.4,156,424,36.8,204,291,70.1,160,371,531,467,214,154,45,213,3377,14,0,809
17,Tim Hardaway,MIA,30,81,60,21,3139.4,1644,575,1384,41.5,203,590,34.4,291,364,79.9,49,227,276,695,230,151,9,165,3268,25,0,540
18,Vin Baker,MIL,25,78,31,47,3155.6,1637,632,1251,50.5,15,54,27.8,358,521,68.7,267,537,804,211,245,82,112,275,3255,45,0,-63
19,Damon Stoudamire,TOR,23,81,30,51,3313.6,1634,564,1407,40.1,176,496,35.5,330,401,82.3,86,244,330,709,288,123,13,162,3214,33,2,-212
20,Juwan Howard,WAS,24,82,44,38,3318.3,1570,638,1313,48.6,0,2,0.0,294,389,75.6,202,450,652,311,246,94,23,259,2924,24,0,81
21,Terrell Brandon,CLE,27,78,40,38,2866.7,1519,575,1313,43.8,101,271,37.3,268,297,90.2,48,253,301,490,178,139,30,177,2944,8,0,130
22,Shawn Kemp,SEA,27,81,56,25,2753.4,1516,526,1032,51.0,12,33,36.4,452,609,74.2,275,532,807,155,280,125,81,320,3055,44,0,462
23,Shareef Abdur-Rahim,VAN,20,80,13,67,2803.6,1494,550,1214,45.3,7,27,25.9,387,519,74.6,216,339,555,175,225,79,79,199,2672,16,1,-596
24,Joe Smith,GSW,21,80,28,52,3085.9,1493,587,1293,45.4,12,46,26.1,307,377,81.4,261,418,679,125,192,74,86,244,2783,31,0,-216
25,Christian Laettner,ATL,27,82,56,26,3133.7,1486,548,1128,48.6,31,88,35.2,359,440,81.6,212,508,720,223,218,102,64,277,2965,31,0,583
26,Chris Webber,WAS,24,72,40,32,2808.6,1445,604,1167,51.8,60,151,39.7,177,313,56.5,238,505,743,331,230,122,137,258,3380,41,2,158
27,Steven Smith,ATL,28,72,50,22,2821.5,1445,491,1145,42.9,130,388,33.5,333,393,84.7,90,148,238,305,176,62,23,173,2267,2,0,345
28,Antoine Walker,BOS,20,82,15,67,2971.8,1437,577,1355,42.6,52,159,32.7,231,366,63.1,288,453,741,262,230,105,53,271,2963,33,2,-556
29,Kenny Anderson,POR,26,82,49,33,3081.5,1436,485,1137,42.7,132,366,36.1,334,435,76.8,91,272,363,584,193,162,15,222,3086,13,0,343
30,Kevin Johnson,PHX,31,70,39,31,2656.0,1410,441,890,49.6,89,202,44.1,439,515,85.2,54,199,253,653,217,102,12,141,2818,30,2,146
31,Rod Strickland,WAS,30,82,44,38,3001.9,1410,515,1105,46.6,13,77,16.9,367,497,73.8,95,240,335,727,270,143,14,166,3104,31,0,80
32,Eddie Jones,LAL,25,80,54,26,3000.0,1374,473,1081,43.8,152,389,39.1,276,337,81.9,90,236,326,270,169,189,49,226,2715,1,0,262
33,Dale Ellis,DEN,36,82,21,61,2942.1,1361,477,1151,41.4,192,528,36.4,215,263,81.7,99,194,293,165,146,60,7,178,2015,1,0,-490
34,Mookie Blaylock,ATL,30,78,53,25,3055.7,1354,501,1159,43.2,221,604,36.6,131,174,75.3,114,299,413,463,185,212,20,141,3055,14,0,586
35,Antonio McDyess,DEN,22,74,19,55,2565.1,1352,536,1157,46.3,6,35,17.1,274,387,70.8,155,382,537,106,199,63,126,276,2523,19,0,-370
36,Kerry Kittles,NJN,23,82,26,56,3014.6,1347,507,1189,42.6,158,419,37.7,175,227,77.1,106,213,319,249,127,158,35,165,2555,0,0,-267
37,Shaquille O'Neal,LAL,25,51,38,13,1943.0,1336,552,991,55.7,0,4,0.0,232,479,48.4,195,445,640,159,146,46,147,180,2776,44,0,266
38,Alonzo Mourning,MIA,27,66,49,17,2320.2,1310,473,885,53.4,1,9,11.1,363,565,64.2,189,467,656,104,226,56,189,272,2762,32,0,465
39,Kevin Garnett,MIN,21,77,40,37,2991.4,1309,549,1100,49.9,6,21,28.6,205,272,75.4,190,428,618,236,175,105,163,199,3034,19,0,116
40,Rony Seikaly,ORL,32,74,41,33,2614.5,1277,460,907,50.7,0,3,0.0,357,500,71.4,274,427,701,92,218,49,106,275,2503,32,0,-56
41,Michael Finley,DAL,24,83,23,60,2789.2,1249,475,1071,44.4,101,280,36.1,198,245,80.8,88,284,372,224,164,68,24,138,2143,1,0,-315
42,David Wesley,BOS,26,74,13,61,2992.4,1240,456,974,46.8,103,286,36.0,225,288,78.1,67,197,264,537,211,163,13,221,2679,15,0,-407
43,Jim Jackson,NJN,26,77,26,51,2829.9,1226,444,1029,43.1,86,247,34.8,252,310,81.3,132,279,411,316,208,86,32,194,2339,7,2,-441
44,Clifford Robinson,POR,30,81,48,33,3078.2,1224,444,1043,42.6,121,350,34.6,215,309,69.6,90,231,321,261,172,99,66,251,2324,1,0,284
45,Isaiah Rider,POR,26,76,44,32,2565.3,1223,456,983,46.4,99,257,38.5,212,261,81.2,94,210,304,198,212,45,19,199,1865,2,0,201
46,Loy Vaught,LAC,29,82,36,46,2834.3,1220,542,1084,50.0,2,12,16.7,134,189,70.9,222,595,817,110,137,85,25,241,2558,43,0,-415
47,Bryant Reeves,VAN,24,75,14,61,2775.1,1213,498,1025,48.6,1,11,9.1,216,307,70.4,174,436,610,160,175,29,67,270,2298,23,0,-536
48,Anfernee Hardaway,ORL,25,59,38,21,2221.8,1210,421,941,44.7,85,267,31.8,283,345,82.0,82,181,263,332,145,94,35,123,2266,2,0,198
49,Nick Van Exel,LAL,25,79,54,25,2948.1,1206,432,1075,40.2,177,468,37.8,165,200,82.5,44,182,226,671,212,75,10,110,2527,18,0,254
50,LaPhonso Ellis,DEN,27,55,13,42,2003.0,1203,445,1014,43.9,95,259,36.7,218,282,77.3,107,279,386,131,117,44,41,181,2001,8,0,-195
51,Walt Williams,TOR,27,73,28,45,2649.4,1199,419,982,42.7,175,437,40.0,186,243,76.5,103,264,367,197,174,97,62,282,2238,2,0,-53
52,Allan Houston,NYK,26,81,56,25,2681.3,1197,437,1032,42.3,148,384,38.5,175,218,80.3,43,197,240,179,167,41,18,233,1764,0,0,105
53,Jeff Hornacek,UTA,34,82,64,18,2588.9,1191,413,855,48.3,72,195,36.9,293,326,89.9,60,181,241,361,134,124,26,188,2338,1,0,775
54,Anthony Mason,CHH,30,73,48,25,3142.2,1186,433,825,52.5,1,3,33.3,319,428,74.5,186,643,829,414,165,76,33,202,2964,44,4,119
55,John Stockton,UTA,35,82,64,18,2894.2,1183,416,759,54.8,76,180,42.2,275,325,84.6,45,183,228,860,248,166,15,194,3042,41,0,658
56,Doug Christie,TOR,27,81,29,52,3125.2,1176,396,949,41.7,147,383,38.4,237,306,77.5,85,347,432,315,200,201,45,245,2705,7,0,-121
57,Todd Day,BOS,27,81,14,67,2280.5,1176,397,998,39.8,126,348,36.2,256,331,77.3,109,221,330,117,127,108,48,208,2089,1,0,-292
58,Rick Fox,BOS,27,76,14,62,2647.3,1174,433,950,45.6,101,278,36.3,207,263,78.7,114,280,394,286,178,167,40,279,2519,4,0,-355
59,Lindsey Hunter,DET,26,82,54,28,3023.5,1166,421,1042,40.4,166,468,35.5,158,203,77.8,59,174,233,154,96,129,24,206,2040,0,0,245
60,Joe Dumars,DET,34,79,53,26,2925.1,1159,385,875,44.0,166,384,43.2,223,258,86.4,38,153,191,318,128,57,1,96,1911,0,0,321
61,Elden Campbell,LAL,28,77,52,25,2513.6,1148,442,942,46.9,1,4,25.0,263,370,71.1,207,408,615,126,130,46,117,276,2434,20,0,168
62,Dominique Wilkins,SAS,37,63,14,49,1946.5,1145,397,953,41.7,70,239,29.3,281,350,80.3,169,233,402,119,135,39,31,100,1881,10,0,-403
63,Chris Mullin,GSW,33,79,27,52,2730.1,1143,438,792,55.3,83,202,41.1,184,213,86.4,75,242,317,322,192,130,33,155,2303,3,2,-274
64,Hersey Hawkins,SEA,30,82,57,25,2758.2,1139,369,795,46.4,143,355,40.3,258,295,87.5,92,228,320,250,130,159,12,146,2281,1,0,541
65,Clyde Drexler,HOU,35,62,46,16,2272.2,1114,397,899,44.2,119,335,35.5,201,268,75.0,118,255,373,354,156,121,36,151,2408,10,3,366
66,Ray Allen,MIL,21,82,33,49,2538.0,1102,390,908,43.0,117,298,39.3,205,249,82.3,97,229,326,210,149,75,10,218,1914,0,0,-62
67,Wesley Person,PHX,26,80,39,41,2330.5,1080,409,903,45.3,171,414,41.3,91,114,79.8,68,224,292,123,76,86,20,102,1857,2,0,79
68,Malik Sealy,LAC,27,80,35,45,2461.0,1079,373,942,39.6,79,222,35.6,254,290,87.6,59,179,238,165,154,124,45,185,1965,0,0,-363
69,Eric Williams,BOS,24,72,13,59,2433.4,1078,374,820,45.6,2,8,25.0,328,436,75.2,125,203,328,129,139,72,13,213,1781,3,0,-384
70,Chris Mills,CLE,27,80,41,39,3167.4,1072,405,894,45.3,86,220,39.1,176,209,84.2,118,379,497,198,120,86,41,222,2226,8,0,219
71,Rodney Rogers,LAC,26,81,35,46,2474.1,1072,408,884,46.2,65,180,36.1,191,288,66.3,137,274,411,222,221,88,61,272,2124,4,0,-138
72,Dikembe Mutombo,ATL,31,80,54,26,2976.1,1066,380,722,52.6,0,0,0.0,306,434,70.5,268,661,929,110,186,49,264,249,3099,43,2,431
73,John Starks,NYK,31,77,55,22,2045.9,1061,369,856,43.1,150,407,36.9,173,225,76.9,36,169,205,217,158,90,11,196,1778,0,0,212
74,Stephon Marbury,MIN,20,67,32,35,2322.8,1057,355,871,40.8,102,288,35.4,245,337,72.7,54,130,184,522,210,67,19,159,2109,15,0,-156
75,Anthony Peeler,VAN,27,72,12,60,2290.4,1041,402,1011,39.8,128,343,37.3,109,133,82.0,54,193,247,256,157,105,17,168,1930,1,0,-453
76,Danny Manning,PHX,31,77,37,40,2137.0,1040,426,795,53.6,7,36,19.4,181,251,72.1,137,332,469,173,161,81,74,268,2166,12,0,115
77,Otis Thorpe,DET,34,79,51,28,2663.2,1035,419,787,53.2,0,2,0.0,197,301,65.4,226,396,622,133,146,59,17,298,2063,21,0,282
78,Derrick Coleman,PHI,30,57,18,39,2098.8,1032,364,836,43.5,32,119,26.9,272,365,74.5,157,416,573,193,184,50,75,164,2200,28,0,-205
79,Mahmoud Abdul-Rauf,SAC,28,75,32,43,2135.9,1031,411,924,44.5,94,246,38.2,115,136,84.6,16,106,122,189,119,56,6,172,1528,0,0,-167
80,Olden Polynice,SAC,32,82,34,48,2890.4,1025,442,967,45.7,0,6,0.0,141,251,56.2,272,500,772,178,166,46,80,296,2430,33,0,-194
81,Vlade Divac,CHH,29,81,53,28,2840.1,1024,418,847,49.4,11,47,23.4,177,259,68.3,241,484,725,301,193,103,180,277,3002,32,1,277
82,Detlef Schrempf,SEA,34,61,43,18,2192.0,1022,356,724,49.2,57,161,35.4,253,316,80.1,87,307,394,266,150,63,16,151,1981,6,0,495
83,Charles Barkley,HOU,34,53,41,12,2010.0,1016,335,692,48.4,58,205,28.3,288,415,69.4,212,504,716,248,151,69,25,153,2378,37,1,317
84,Dell Curry,CHH,33,68,43,25,2081.3,1008,384,836,45.9,126,296,42.6,114,142,80.3,40,171,211,118,93,60,14,147,1567,0,0,54
85,Clar. Weatherspoon,PHI,26,82,22,60,2950.9,1003,398,811,49.1,1,6,16.7,206,279,73.8,219,460,679,140,137,74,86,187,2371,22,0,-493
86,Larry Johnson,NYK,28,76,52,24,2612.9,976,376,735,51.2,34,105,32.4,190,274,69.3,165,228,393,174,136,65,36,249,1876,4,0,154
87,Sam Cassell,NJN,27,61,20,41,1714.2,967,337,783,43.0,81,231,35.1,212,251,84.5,47,135,182,305,168,77,19,200,1763,7,0,-67
88,Shawn Bradley,DAL,25,73,20,53,2289.0,961,406,905,44.9,0,8,0.0,149,228,65.4,221,390,611,52,134,40,248,237,2502,31,3,-242
89,Tyrone Hill,CLE,29,74,40,34,2582.1,955,357,595,60.0,0,1,0.0,241,381,63.3,259,477,736,92,147,63,30,268,2108,34,0,243
90,Rasheed Wallace,POR,22,62,37,25,1897.9,938,380,681,55.8,9,33,27.3,169,265,63.8,122,297,419,74,114,48,59,198,1759,10,0,329
91,Marcus Camby,TOR,23,63,24,39,1893.4,935,375,778,48.2,2,14,14.3,183,264,69.3,131,263,394,97,134,66,130,214,2007,8,0,-34
92,Vernon Maxwell,SAS,31,72,18,54,2072.4,929,340,906,37.5,115,372,30.9,134,180,74.4,27,132,159,153,121,87,19,168,1546,0,0,-311
93,Arvydas Sabonis,POR,32,69,43,26,1760.6,928,328,658,49.8,49,132,37.1,223,287,77.7,114,433,547,146,151,63,84,203,2093,15,0,361
94,Corliss Williamson,SAC,23,79,32,47,1985.3,915,371,745,49.8,0,3,0.0,173,251,68.9,139,187,326,124,157,60,49,259,1662,5,0,-169
95,Mario Elie,HOU,33,78,54,24,2688.2,909,291,585,49.7,120,286,42.0,207,231,89.6,60,175,235,310,135,92,12,200,1833,2,0,343
96,Rex Chapman,PHX,29,65,31,34,1836.4,898,332,749,44.3,110,314,35.0,124,149,83.2,25,156,181,182,96,52,7,108,1469,0,0,97
97,Voshon Lenard,MIA,24,73,53,20,2113.0,897,314,684,45.9,183,442,41.4,86,105,81.9,38,179,217,161,109,50,18,168,1494,0,0,333
98,Darrick Martin,LAC,26,82,36,46,1819.7,893,292,718,40.7,91,234,38.9,218,250,87.2,26,87,113,339,127,57,2,165,1587,0,0,-110
99,Chris Gatling,NJN,29,47,16,31,1280.9,891,327,623,52.5,1,6,16.7,236,329,71.7,134,236,370,28,120,39,31,138,1467,16,0,-88
100,Sam Perkins,SEA,36,81,57,24,1975.5,889,290,661,43.9,122,309,39.5,187,229,81.7,74,226,300,103,77,69,49,134,1681,0,0,391
101,Rik Smits,IND,30,52,25,27,1519.9,887,356,733,48.6,2,8,25.0,173,217,79.7,105,256,361,67,126,22,59,175,1538,12,0,98
102,Vinny Del Negro,SAS,30,72,16,56,2243.5,886,365,781,46.7,44,140,31.4,112,129,86.8,39,171,210,231,92,59,7,131,1591,0,0,-335
103,Gary Trent,POR,22,82,49,33,1918.6,882,361,674,53.6,0,11,0.0,160,229,69.9,156,272,428,87,129,48,35,186,1646,6,0,74
104,Bryon Russell,UTA,26,81,63,18,2531.5,873,297,620,47.9,108,264,40.9,171,244,70.1,79,252,331,123,94,129,27,237,1829,3,0,681
105,Danny Ferry,CLE,30,82,42,40,2631.6,870,341,794,42.9,114,284,40.1,74,87,85.1,82,255,337,151,94,56,32,245,1671,0,0,147
106,Bobby Phills,CLE,27,69,36,33,2378.2,866,328,766,42.8,85,216,39.4,125,174,71.8,63,182,245,233,135,113,21,174,1777,1,0,109
107,Charles Oakley,NYK,33,80,55,25,2869.8,864,339,694,48.8,5,19,26.3,181,224,80.8,246,535,781,221,171,111,21,305,2358,29,0,105
108,Antonio Davis,IND,28,82,39,43,2333.3,860,309,642,48.1,1,14,7.1,241,362,66.6,190,408,598,65,141,42,84,260,1912,20,0,103
109,Terry Mills,DET,29,79,52,27,1998.9,857,312,702,44.4,175,415,42.2,58,70,82.9,68,309,377,99,85,35,27,161,1559,3,0,471
110,Gerald Wilkins,ORL,33,80,44,36,2205.0,848,323,759,42.6,66,203,32.5,136,190,71.6,59,114,173,173,123,54,12,144,1390,0,0,-212
111,Horace Grant,ORL,31,67,35,32,2493.8,845,358,695,51.5,1,6,16.7,128,179,71.5,206,394,600,163,99,101,65,157,2209,21,0,87
112,Kevin Willis,HOU,34,75,51,24,1962.1,842,350,728,48.1,2,14,14.3,140,202,69.3,146,415,561,71,119,42,32,216,1725,21,0,25
113,Calbert Cheaney,WAS,25,79,42,37,2416.3,837,369,730,50.5,4,30,13.3,95,137,69.3,70,198,268,114,94,77,18,226,1521,1,0,56
114,Dale Davis,IND,28,80,39,41,2589.7,832,370,688,53.8,0,0,0.0,92,215,42.8,301,471,772,59,108,60,77,233,2150,27,0,7
115,Dennis Scott,ORL,28,66,38,28,2166.2,823,298,749,39.8,147,373,39.4,80,101,79.2,40,163,203,139,81,75,19,138,1476,0,0,111
116,Jamal Mashburn,MIA,24,69,34,35,2161.1,822,286,743,38.5,90,277,32.5,160,228,70.2,69,225,294,203,114,78,12,186,1635,2,0,54
117,Tracy Murray,WAS,25,82,44,38,1817.7,817,288,678,42.5,106,300,35.3,135,161,83.9,84,169,253,78,86,70,19,150,1419,1,0,94
118,Mark Jackson,IND,32,82,31,51,3050.5,812,289,679,42.6,66,178,37.1,168,213,78.9,91,304,395,935,274,97,12,161,2742,34,4,-66
119,Avery Johnson,SAS,32,76,19,57,2472.9,800,327,685,47.7,6,26,23.1,140,203,69.0,32,115,147,513,146,96,15,158,1933,11,0,-375
120,Mark Price,GSW,33,70,26,44,1872.6,793,263,589,44.7,112,283,39.6,155,171,90.6,36,143,179,342,161,67,3,100,1570,2,0,-110
121,Ike Austin,MIA,27,82,61,21,1880.2,792,321,639,50.2,0,3,0.0,150,226,66.4,136,342,478,101,161,45,43,244,1620,11,0,114
122,Gheorghe Muresan,WAS,26,73,39,34,1842.0,777,327,541,60.4,0,0,0.0,123,199,61.8,141,340,481,29,117,43,96,230,1698,8,0,234
123,Bryant Stith,DEN,26,52,13,39,1789.0,774,251,603,41.6,70,182,38.5,202,234,86.3,74,143,217,133,101,60,20,119,1373,0,0,-165
124,Robert Pack,DAL,28,54,12,42,1783.3,771,272,693,39.2,31,112,27.7,196,243,80.7,28,118,146,452,217,94,6,139,1707,13,0,-268
125,Matt Maloney,HOU,25,82,57,25,2387.2,767,271,615,44.1,154,381,40.4,71,93,76.3,19,141,160,303,122,82,1,125,1541,2,0,326
126,Sam Mitchell,MIN,33,82,40,42,2051.2,766,269,603,44.6,4,25,16.0,224,295,75.9,112,214,326,79,93,51,20,232,1396,2,0,-196
127,Sherman Douglas,MIL,30,79,33,46,2314.2,764,306,610,50.2,38,114,33.3,114,171,66.7,57,136,193,427,153,78,10,191,1747,2,0,-120
128,P.J. Brown,MIA,27,80,59,21,2593.1,761,300,656,45.7,0,2,0.0,161,220,73.2,239,431,670,92,113,85,98,283,2139,23,0,346
129,Nick Anderson,ORL,29,63,39,24,2164.4,757,288,725,39.7,143,405,35.3,38,94,40.4,66,238,304,182,86,120,32,160,1765,2,0,163
130,Bob Sura,CLE,24,82,42,40,2272.3,755,253,587,43.1,53,164,32.3,196,319,61.4,76,232,308,390,181,91,33,218,1901,5,0,9
131,Toni Kukoc,CHI,28,57,50,7,1610.6,754,285,605,47.1,50,151,33.1,134,174,77.0,94,167,261,256,91,60,29,97,1627,5,0,474
132,Travis Best,IND,24,76,35,41,2069.3,754,274,620,44.2,57,155,36.8,149,197,75.6,36,130,166,318,153,98,5,221,1586,1,0,97
133,Derek Harper,DAL,35,75,23,52,2212.3,753,299,674,44.4,60,176,34.1,95,128,74.2,30,107,137,321,132,92,12,144,1579,3,0,-289
134,Cedric Ceballos,PHX,27,50,29,21,1428.2,729,282,617,45.7,26,102,25.5,139,186,74.7,102,228,330,64,85,33,23,113,1304,12,0,104
135,Billy Owens,SAC,28,66,26,40,1992.9,724,299,640,46.7,25,72,34.7,101,145,69.7,134,258,392,187,133,62,25,187,1603,9,0,-107
136,Johnny Newman,MIL,33,82,33,49,2061.8,715,246,547,45.0,34,98,34.7,189,247,76.5,66,120,186,116,115,73,17,257,1267,0,0,-6
137,Sasha Danilovic,DAL,27,56,35,21,1789.2,702,248,570,43.5,85,236,36.0,121,151,80.1,29,107,136,102,116,54,9,160,1091,0,0,56
138,Derek Strong,ORL,29,82,45,37,2005.1,699,262,586,44.7,0,13,0.0,175,218,80.3,174,345,519,73,102,48,20,196,1533,7,0,-21
139,Armen Gilliam,MIL,33,80,33,47,2055.4,691,246,522,47.1,0,0,0.0,199,259,76.8,136,361,497,53,105,61,40,206,1565,12,0,-137
140,Tyrone Corbin,ATL,34,70,49,21,2306.9,666,253,600,42.2,74,208,35.6,86,108,79.6,76,218,294,124,85,90,7,176,1411,1,0,417
141,Steve Kerr,CHI,31,82,69,13,1857.5,662,249,467,53.3,110,237,46.4,54,67,80.6,29,101,130,175,43,67,3,98,1248,0,0,398
142,Ricky Pierce,CHH,37,60,31,29,1254.5,659,239,497,48.1,42,95,44.2,139,155,89.7,36,85,121,80,68,28,9,97,967,0,0,-15
143,George McCloud,LAL,30,64,28,36,1494.2,655,237,577,41.1,98,253,38.7,83,101,82.2,36,143,179,109,60,61,8,126,1180,0,0,-78
144,Mark Davis,PHI,24,75,20,55,1709.0,639,251,535,46.9,24,93,25.8,113,168,67.3,138,185,323,135,118,85,31,230,1459,4,0,-287
145,Bo Outlaw,LAC,26,82,36,46,2197.3,625,254,417,60.9,0,8,0.0,117,232,50.4,174,280,454,157,107,94,142,227,2006,5,0,166
146,Greg Anthony,VAN,29,65,9,56,1859.8,616,199,507,39.3,88,238,37.0,130,178,73.0,25,159,184,407,129,130,4,122,1720,5,0,-315
147,Popeye Jones,TOR,27,79,30,49,2424.1,616,258,538,48.0,1,13,7.7,99,121,81.8,270,410,680,84,116,59,39,269,1736,21,0,-105
148,Chris Childs,NYK,29,65,42,23,2076.0,605,211,510,41.4,70,181,38.7,113,149,75.8,22,169,191,398,180,78,11,213,1518,4,1,164
149,Antoine Carr,UTA,35,82,64,18,1462.8,603,252,522,48.3,0,3,0.0,99,127,78.0,60,135,195,74,75,24,63,214,1134,0,0,90
150,Jason Kidd,PHX,24,55,31,24,1965.3,599,213,529,40.3,61,165,37.0,112,165,67.9,64,185,249,496,142,124,20,114,1932,15,2,81
151,A.C. Green,DAL,33,83,23,60,2494.3,597,234,484,48.3,1,20,5.0,128,197,65.0,222,434,656,69,74,70,16,145,1672,16,0,-350
152,Carl Herrera,SAS,30,75,17,58,1831.1,597,257,593,43.3,2,6,33.3,81,118,68.6,118,222,340,50,95,62,53,217,1330,4,0,-327
153,Monty Williams,SAS,25,65,17,48,1347.3,588,234,460,50.9,0,1,0.0,120,186,64.5,98,108,206,91,116,55,52,161,1177,1,0,-158
154,Ervin Johnson,DEN,29,82,21,61,2598.9,582,243,467,52.0,0,2,0.0,96,156,61.5,231,682,913,71,118,65,227,288,2542,17,0,-314
155,Sean Elliott,SAS,29,39,11,28,1392.6,582,196,464,42.2,42,126,33.3,148,196,75.5,48,142,190,124,89,24,24,105,1051,2,0,-175
156,Cory Alexander,SAS,24,80,20,60,1450.7,577,194,490,39.6,94,252,37.3,95,129,73.6,29,94,123,254,146,82,16,148,1254,4,0,-294
157,Marty Conlon,BOS,29,74,13,61,1612.8,574,214,454,47.1,2,10,20.0,144,171,84.2,128,195,323,104,109,46,18,154,1201,5,0,-238
158,James Robinson,MIN,26,69,33,36,1311.0,572,196,482,40.7,102,267,38.2,78,114,68.4,24,88,112,126,69,30,8,125,940,0,0,-69
159,Terry Porter,MIN,34,82,40,42,1573.9,568,187,449,41.6,67,200,33.5,127,166,76.5,31,145,176,295,128,54,11,104,1289,4,0,50
160,Tony Massenburg,NJN,29,79,26,53,1952.7,568,219,452,48.5,0,1,0.0,130,206,63.1,222,295,517,23,91,38,50,217,1396,11,0,-260
161,Will Perdue,SAS,31,65,16,49,1919.0,565,233,410,56.8,0,0,0.0,99,171,57.9,251,387,638,38,87,32,102,184,1703,14,0,-185
162,Elliot Perry,MIL,28,82,33,49,1597.0,562,217,458,47.4,49,137,35.8,79,106,74.5,24,100,124,247,111,99,3,117,1276,0,0,-32
163,Lorenzen Wright,LAC,21,77,35,42,1936.9,561,236,491,48.1,1,4,25.0,88,152,57.9,206,265,471,49,79,48,60,211,1445,12,0,-171
164,Greg Ostertag,UTA,24,77,60,17,1816.7,559,210,408,51.5,0,4,0.0,139,205,67.8,180,385,565,27,74,24,152,233,1732,13,0,562
165,Brian Shaw,ORL,31,77,41,36,1868.6,552,189,516,36.6,63,194,32.5,111,140,79.3,47,147,194,319,170,67,26,197,1372,2,0,-349
166,Carlos Rogers,TOR,26,56,17,39,1395.7,551,212,404,52.5,25,66,37.9,102,170,60.0,120,184,304,37,53,42,69,140,1251,4,0,-152
167,Jayson Williams,NJN,29,41,12,29,1429.5,550,221,540,40.9,0,4,0.0,108,183,59.0,242,311,553,51,82,24,36,158,1388,24,0,-243
168,Jason Caffey,CHI,24,75,62,13,1408.5,549,205,385,53.2,0,1,0.0,139,211,65.9,135,166,301,89,97,25,9,149,1049,3,0,199
169,Lamond Murray,LAC,24,74,31,43,1296.1,549,181,435,41.6,31,91,34.1,156,211,73.9,85,148,233,57,86,53,29,113,1074,2,0,0
170,Roy Rogers,VAN,23,82,14,68,1850.7,543,244,483,50.5,1,1,100,54,94,57.4,139,247,386,46,86,21,163,214,1541,2,0,-495
171,Dean Garrett,MIN,30,68,30,38,1664.0,542,223,389,57.3,0,0,0.0,96,138,69.6,149,346,495,38,34,40,95,158,1564,14,0,34
172,Hot Rod Williams,PHX,34,68,40,28,2138.0,541,204,416,49.0,0,2,0.0,133,198,67.2,178,384,562,100,66,67,88,176,1764,13,0,116
173,Kobe Bryant,LAL,18,71,48,23,1101.5,539,176,422,41.7,51,136,37.5,136,166,81.9,47,85,132,91,112,49,23,102,938,0,0,60
