RANK,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
104,Elton Brand,PHI,33,60,32,28,1732.3,659,287,581,49.4,0,1,0.0,85,116,73.3,145,284,429,97,65,58,97,176,1719,11,0,195
105,Ray Allen,BOS,36,46,23,23,1565.0,655,226,493,45.8,106,234,45.3,97,106,91.5,14,128,142,109,68,49,8,83,1092,0,0,98
106,Joakim Noah,CHI,27,64,48,16,1944.9,652,249,490,50.8,0,1,0.0,154,206,74.8,242,387,629,160,92,41,92,162,1954,24,1,287
107,Nikola Pekovic,MIN,26,47,19,28,1263.9,651,256,454,56.4,0,0,0.0,139,187,74.3,181,165,346,31,87,29,31,98,1206,16,0,-45
108,Shannon Brown,PHX,26,59,29,30,1399.9,650,251,598,42.0,68,188,36.2,80,99,80.8,38,119,157,69,64,44,15,66,1055,0,0,-75
109,Ben Gordon,DET,29,52,20,32,1398.2,648,234,530,44.2,63,147,42.9,117,136,86.0,14,107,121,127,115,34,11,114,1004,0,0,-187
110,Andre Miller,DEN,36,66,38,28,1808.9,639,242,552,43.8,18,83,21.7,137,169,81.1,53,168,221,441,177,63,9,133,1605,8,0,169
111,Luke Ridnour,MIN,31,53,24,29,1749.8,639,242,550,44.0,49,152,32.2,106,119,89.1,19,122,141,252,96,56,16,136,1306,5,0,-69
112,Brandon Rush,GSW,26,65,23,42,1717.5,634,235,469,50.1,99,219,45.2,65,82,79.3,33,218,251,88,68,35,58,64,1278,1,0,-78
113,Rajon Rondo,BOS,26,53,31,22,1957.3,630,256,572,44.8,10,42,23.8,108,181,59.7,62,195,257,620,193,95,3,99,1969,21,6,195
114,Dorell Wright,GSW,26,61,22,39,1650.0,629,222,526,42.2,105,292,36.0,80,98,81.6,60,218,278,94,51,58,26,97,1305,5,0,-178
115,Jason Richardson,ORL,31,54,30,24,1591.0,629,243,596,40.8,102,277,36.8,41,69,59.4,36,158,194,107,60,53,22,91,1187,0,0,95
116,Danilo Gallinari,DEN,23,43,27,16,1351.1,628,193,466,41.4,60,183,32.8,182,209,87.1,28,174,202,116,68,42,23,86,1171,2,0,218
117,Mario Chalmers,MIA,26,64,45,19,1825.0,627,223,498,44.8,101,260,38.8,80,101,79.2,16,155,171,222,142,97,11,166,1347,0,0,390
118,Darren Collison,IND,24,60,36,24,1878.0,621,230,523,44.0,34,94,36.2,127,153,83.0,30,157,187,287,114,49,14,101,1351,3,0,121
119,Chris Kaman,NOH,30,47,16,31,1372.0,616,266,597,44.6,0,0,0.0,84,107,78.5,89,275,364,101,129,25,77,106,1381,15,0,-60
120,Vince Carter,DAL,35,61,33,28,1542.0,615,223,542,41.1,74,205,36.1,95,115,82.6,32,173,205,139,84,56,25,134,1229,1,0,220
121,Tyler Hansbrough,IND,26,66,42,24,1441.7,614,194,479,40.5,0,1,0.0,226,278,81.3,113,177,290,30,65,54,9,159,1131,2,0,-24
122,DeJuan Blair,SAS,23,64,48,16,1363.2,611,269,504,53.4,0,1,0.0,73,119,61.3,154,197,351,78,92,59,12,168,1270,8,0,31
123,Evan Turner,PHI,23,65,34,31,1712.5,610,263,590,44.6,11,49,22.4,73,108,67.6,27,349,376,180,105,40,20,117,1406,5,0,51
124,Byron Mullens,CHA,23,65,7,58,1465.3,606,251,591,42.5,12,51,23.5,92,112,82.1,96,231,327,57,74,21,52,137,1229,6,0,-364
125,Andrea Bargnani,TOR,26,31,13,18,1031.7,603,209,484,43.2,34,115,29.6,151,173,87.3,24,148,172,61,69,18,15,52,931,2,0,-44
126,Danny Green,SAS,25,66,50,16,1522.3,603,211,477,44.2,102,234,43.6,79,100,79.0,54,174,228,86,67,58,46,107,1251,0,0,244
127,Serge Ibaka,OKC,22,66,47,19,1791.9,603,262,490,53.5,1,3,33.3,78,118,66.1,193,305,498,28,79,33,241,179,1986,12,1,206
128,Chandler Parsons,HOU,23,63,33,30,1804.4,599,248,549,45.2,60,178,33.7,43,78,55.1,90,210,300,134,81,73,29,142,1385,2,0,62
129,Greivis Vasquez,NOH,25,66,21,45,1705.5,589,225,523,43.0,43,135,31.9,96,117,82.1,23,150,173,359,148,60,8,126,1391,6,0,-7
130,Derrick Williams,MIN,21,66,26,40,1417.7,583,205,498,41.2,37,138,26.8,136,195,69.7,77,234,311,38,77,30,31,95,1119,2,0,-107
131,Jason Thompson,SAC,25,64,22,42,1657.3,583,237,443,53.5,0,2,0.0,109,181,60.2,166,277,443,79,68,43,44,149,1426,15,0,-103
132,Landry Fields,NYK,24,66,36,30,1893.7,580,236,513,46.0,31,121,25.6,77,137,56.2,59,219,278,169,102,79,17,99,1353,2,0,211
133,Marvin Williams,ATL,26,57,35,22,1499.5,579,203,470,43.2,58,149,38.9,115,146,78.8,76,218,294,71,39,47,18,84,1194,2,0,70
134,Richard Jefferson,GSW,32,63,33,30,1748.2,578,203,488,41.6,113,269,42.0,59,85,69.4,26,193,219,88,50,37,19,121,1091,0,0,-26
135,Hedo Turkoglu,ORL,33,53,30,23,1653.2,576,209,504,41.5,91,258,35.3,67,95,70.5,24,175,199,233,142,45,17,139,1208,0,0,131
136,Derrick Favors,UTA,20,65,35,30,1375.7,570,222,445,49.9,0,0,0.0,126,194,64.9,158,267,425,43,103,38,65,145,1351,13,0,-21
137,Nate Robinson,GSW,28,51,20,31,1192.3,570,205,484,42.4,66,181,36.5,94,113,83.2,15,85,100,231,75,59,2,118,1145,2,0,35
138,Tony Allen,MEM,30,58,36,22,1525.2,568,210,448,46.9,8,26,30.8,140,175,80.0,98,135,233,79,94,104,33,142,1283,0,0,164
139,Glen Davis,ORL,26,61,33,28,1426.9,566,225,534,42.1,2,14,14.3,114,167,68.3,107,224,331,47,75,43,19,106,1145,6,0,-61
140,James Johnson,TOR,25,62,21,41,1560.7,566,233,518,45.0,19,60,31.7,81,115,70.4,74,218,292,122,101,71,84,177,1463,3,0,-150
141,Iman Shumpert,NYK,22,59,34,25,1705.5,563,214,534,40.1,48,157,30.6,87,109,79.8,42,144,186,164,111,101,8,173,1248,0,0,112
142,Chase Budinger,HOU,24,58,31,27,1298.2,558,208,471,44.2,88,219,40.2,54,70,77.1,38,179,217,74,55,29,7,65,982,1,0,25
143,Gary Neal,SAS,27,56,43,13,1205.8,557,212,486,43.6,83,198,41.9,50,64,78.1,12,106,118,117,60,27,2,75,901,0,0,122
144,Jodie Meeks,PHI,24,66,35,31,1643.7,556,191,467,40.9,97,266,36.5,77,85,90.6,17,144,161,54,29,40,3,82,930,0,0,194
145,Jonas Jerebko,DET,25,64,25,39,1468.2,556,212,453,46.8,32,106,30.2,100,124,80.6,96,212,308,43,66,41,21,162,1110,1,0,-141
146,Jose Calderon,TOR,30,53,18,35,1799.0,555,218,477,45.7,59,159,37.1,60,68,88.2,19,141,160,468,104,47,3,94,1495,11,0,-137
147,Tiago Splitter,SAS,27,59,44,15,1120.8,549,212,343,61.8,0,0,0.0,125,181,69.1,93,213,306,65,87,21,47,134,1131,2,0,199
148,Michael Beasley,MIN,23,47,19,28,1087.2,541,221,497,44.5,38,101,37.6,61,95,64.2,39,168,207,45,80,18,19,83,888,4,0,-77
149,Nene,WAS,29,39,23,16,1109.8,535,211,393,53.7,0,4,0.0,113,168,67.3,63,228,291,80,96,42,38,95,1148,8,0,102
150,D.J. Augustin,CHA,24,48,7,41,1408.4,532,183,487,37.6,61,179,34.1,105,120,87.5,24,85,109,307,110,36,1,65,1124,6,0,-404
151,Kyle Korver,CHI,31,65,49,16,1469.5,529,178,412,43.2,118,271,43.5,55,66,83.3,26,133,159,112,53,36,15,110,988,0,0,325
152,Marreese Speights,MEM,24,60,38,22,1344.8,526,221,488,45.3,0,3,0.0,84,109,77.1,133,241,374,48,74,21,29,147,1123,7,0,-74
153,Corey Brewer,DEN,26,59,35,24,1287.5,525,201,463,43.4,33,127,26.0,90,130,69.2,43,107,150,88,56,72,17,113,1048,0,0,19
154,Derrick Brown,CHA,24,65,7,58,1443.3,524,212,409,51.8,6,24,25.0,94,141,66.7,95,141,236,67,55,48,12,96,1033,0,0,-378
155,Jeremy Lin,NYK,23,35,20,15,940.4,512,171,383,44.6,24,75,32.0,146,183,79.8,18,89,107,216,126,55,9,78,1030,7,0,142
156,Carl Landry,NOH,28,41,13,28,998.6,511,182,362,50.3,0,3,0.0,147,184,79.9,78,136,214,38,64,13,12,89,836,6,0,-71
157,CJ Miles,UTA,25,56,28,28,1144.7,508,177,465,38.1,46,150,30.7,108,136,79.4,27,89,116,69,53,46,18,122,890,0,0,23
158,Kawhi Leonard,SAS,21,64,49,15,1534.4,507,199,404,49.3,41,109,37.6,68,88,77.3,104,223,327,70,44,85,24,88,1287,4,0,131
159,Grant Hill,PHX,39,49,25,24,1377.7,499,201,451,44.6,14,53,26.4,83,109,76.1,29,142,171,107,65,41,29,88,1010,0,0,109
160,Tristan Thompson,CLE,21,60,18,42,1423.8,494,194,442,43.9,0,2,0.0,106,192,55.2,187,202,389,27,81,27,62,134,1187,9,0,-310
161,Metta World Peace,LAL,32,64,40,24,1720.1,493,183,465,39.4,56,189,29.6,71,115,61.7,71,147,218,140,69,69,27,137,1184,0,0,42
162,Matt Barnes,LAL,32,63,40,23,1440.2,491,175,387,45.2,46,138,33.3,95,128,74.2,97,247,344,126,73,35,48,152,1269,4,0,18
163,Patrick Patterson,HOU,23,64,33,31,1482.9,490,225,511,44.0,0,3,0.0,40,57,70.2,112,174,286,53,49,27,36,113,1053,1,0,-42
164,Samuel Dalembert,HOU,32,65,34,31,1446.4,490,200,395,50.6,0,1,0.0,90,113,79.6,158,298,456,33,82,37,111,162,1449,10,0,54
165,Carlos Delfino,MIL,29,54,23,31,1537.4,488,182,453,40.2,86,239,36.0,38,48,79.2,20,188,208,123,66,79,10,99,1123,0,0,-182
166,DeAndre Jordan,LAC,23,66,40,26,1797.8,486,206,326,63.2,0,1,0.0,74,141,52.5,202,344,546,17,74,30,134,189,1585,8,0,160
167,Avery Bradley,BOS,21,64,39,25,1368.4,484,200,402,49.8,22,54,40.7,62,78,79.5,34,81,115,87,75,43,12,109,843,0,0,96
168,Taj Gibson,CHI,27,63,48,15,1284.5,484,200,404,49.5,0,0,0.0,84,135,62.2,135,197,332,47,60,27,81,131,1217,4,0,298
169,George Hill,IND,26,50,35,15,1274.2,481,168,380,44.2,54,147,36.7,91,117,77.8,31,120,151,145,52,42,17,98,1005,0,0,77
170,Corey Maggette,CHA,32,32,6,26,880.6,480,139,373,37.3,24,66,36.4,178,208,85.6,21,104,125,39,59,23,1,83,702,0,0,-275
171,Steve Novak,NYK,29,54,31,23,1020.4,477,161,337,47.8,133,282,47.2,22,26,84.6,9,95,104,12,21,16,9,59,674,0,0,178
172,C.J. Watson,CHI,28,49,36,13,1159.4,474,161,437,36.8,68,173,39.3,84,104,80.8,21,84,105,200,97,45,8,103,962,1,0,38
173,Linas Kleiza,TOR,27,49,17,32,1057.1,473,165,410,40.2,62,179,34.6,81,100,81.0,42,157,199,46,64,23,4,119,798,1,0,-5
174,Rodrigue Beaubois,DAL,24,53,29,24,1150.7,472,188,445,42.2,38,132,28.8,58,69,84.1,19,132,151,152,70,56,28,98,1063,0,0,36
175,Kenneth Faried,DEN,22,46,27,19,1037.3,471,181,309,58.6,0,0,0.0,109,164,66.5,142,210,352,36,54,34,47,116,1136,12,0,4
