RANK,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
97,Rasual Butler,NOH,30,82,49,33,2613.5,922,348,803,43.3,140,359,39.0,86,110,78.2,49,222,271,75,59,51,61,159,1637,1,0,-18
98,Jason Thompson,SAC,22,82,17,65,2302.9,910,356,717,49.7,0,8,0.0,198,286,69.2,234,372,606,93,146,46,59,314,1946,17,0,-291
99,Jermaine O'Neal,MIA,30,68,28,40,2027.6,905,365,770,47.4,0,1,0.0,175,222,78.8,126,307,433,122,144,29,136,211,1959,8,0,-118
100,Rafer Alston,ORL,32,77,48,29,2446.7,900,316,820,38.5,112,331,33.8,156,208,75.0,33,194,227,406,140,108,10,135,1995,3,0,204
101,Kevin Garnett,BOS,33,57,44,13,1771.5,899,393,740,53.1,2,8,25.0,111,132,84.1,78,407,485,144,90,63,68,128,2000,22,0,474
102,Kevin Love,MIN,20,81,24,57,2047.7,899,316,688,45.9,2,19,10.5,265,336,78.9,274,460,734,84,118,35,50,205,2043,29,0,-271
103,Mike Conley,MEM,21,82,24,58,2508.2,895,323,730,44.2,88,217,40.6,161,197,81.7,25,251,276,354,143,90,8,146,1908,2,0,-290
104,Aaron Brooks,HOU,24,80,52,28,1998.2,894,316,783,40.4,113,309,36.6,149,172,86.6,33,124,157,238,125,46,8,152,1476,2,0,170
105,Nick Young,WAS,24,82,19,63,1836.6,892,336,756,44.4,56,164,34.1,164,193,85.0,31,119,150,95,92,39,20,140,1300,0,0,-141
106,Shawn Marion,TOR,31,69,34,35,2470.5,891,382,788,48.5,10,53,18.9,117,147,79.6,180,409,589,139,105,88,66,132,2163,22,0,-32
107,Lamar Odom,LAL,29,78,61,17,2315.8,885,346,703,49.2,33,103,32.0,160,257,62.3,176,461,637,204,138,77,98,235,2342,18,0,695
108,Chris Duhon,NYK,26,79,31,48,2906.3,880,287,681,42.1,127,325,39.1,179,209,85.6,45,201,246,566,221,72,7,126,2040,13,0,-222
109,Spencer Hawes,SAC,21,77,15,62,2258.9,876,373,800,46.6,40,115,34.8,90,136,66.2,148,401,549,149,160,44,93,249,2009,14,0,-535
110,Jose Calderon,TOR,27,68,28,40,2332.9,873,320,644,49.7,82,202,40.6,151,154,98.1,16,178,194,607,143,74,7,114,2116,22,0,-103
111,Andres Nocioni,SAC,29,76,27,49,1991.6,867,299,701,42.7,124,311,39.9,145,183,79.2,54,307,361,102,113,39,33,261,1556,3,0,0
112,Anthony Parker,TOR,34,80,31,49,2636.5,857,321,754,42.6,94,241,39.0,121,145,83.4,45,272,317,269,114,100,15,145,1872,0,0,-91
113,Tyrus Thomas,CHI,22,79,39,40,2174.8,857,308,683,45.1,3,9,33.3,238,304,78.3,148,360,508,77,129,91,151,220,2179,18,0,-186
114,D.J. Augustin,CHA,21,72,30,42,1907.9,850,267,621,43.0,108,246,43.9,208,233,89.3,17,116,133,250,119,42,2,140,1398,1,0,-38
115,Marvin Williams,ATL,23,61,33,28,2093.5,845,285,622,45.8,55,155,35.5,220,273,80.6,110,272,382,81,70,57,39,127,1643,6,0,4
116,Zydrunas Ilgauskas,CLE,34,65,55,10,1765.4,838,342,724,47.2,15,39,38.5,139,174,79.9,157,333,490,64,90,28,84,183,1768,14,0,489
117,Brad Miller,CHI,33,70,25,45,2100.2,831,292,614,47.6,23,56,41.1,224,272,82.4,150,395,545,234,130,52,36,223,1970,16,0,-128
118,Francisco Garcia,SAC,27,65,12,53,1975.3,824,295,665,44.4,88,221,39.8,146,178,82.0,56,162,218,150,112,80,67,196,1640,0,0,-431
119,Mario Chalmers,MIA,23,82,43,39,2625.8,818,278,662,42.0,114,311,36.7,148,193,76.7,37,191,228,403,165,160,8,240,2035,1,0,32
120,Rudy Fernandez,POR,24,78,52,26,1992.9,815,268,630,42.5,159,398,39.9,120,143,83.9,47,160,207,159,86,69,12,111,1459,0,0,235
121,Derek Fisher,LAL,34,82,65,17,2440.8,814,292,688,42.4,120,302,39.7,110,130,84.6,25,163,188,261,72,95,6,187,1662,1,0,545
122,Linas Kleiza,DEN,24,82,54,28,1824.1,813,289,646,44.7,87,267,32.6,148,204,72.5,92,235,327,64,82,31,14,155,1354,0,0,14
123,Peja Stojakovic,NOH,32,61,35,26,2088.5,812,287,719,39.9,145,384,37.8,93,104,89.4,44,220,264,75,51,52,3,101,1355,1,0,206
124,Beno Udrih,SAC,26,73,14,59,2270.1,800,321,696,46.1,35,113,31.0,123,150,82.0,46,174,220,342,158,81,12,192,1698,1,0,-361
125,Raja Bell,CHA,32,67,36,31,2315.4,799,299,684,43.7,114,271,42.1,87,102,85.3,41,202,243,142,86,50,8,166,1392,0,0,85
126,Rasheed Wallace,DET,34,66,32,34,2122.5,795,302,720,41.9,113,319,35.4,78,101,77.2,56,434,490,91,59,62,86,197,1905,15,0,83
127,Udonis Haslem,MIA,29,75,40,35,2560.4,794,333,643,51.8,0,0,0.0,128,170,75.3,169,449,618,85,82,43,25,204,1785,20,0,37
128,Matt Barnes,PHX,29,77,42,35,2082.2,788,285,674,42.3,117,341,34.3,101,136,74.3,79,342,421,212,130,52,26,209,1715,5,0,54
129,Michael Finley,SAS,36,81,54,27,2335.9,784,301,689,43.7,131,319,41.1,51,62,82.3,26,244,270,114,61,37,17,82,1380,0,0,173
130,Andrei Kirilenko,UTA,28,67,42,25,1831.1,776,256,570,44.9,20,73,27.4,244,311,78.5,84,235,319,175,121,83,77,127,1780,6,0,265
131,Al Horford,ATL,23,67,41,26,2242.2,773,312,594,52.5,0,1,0.0,149,205,72.7,145,479,624,163,103,53,95,190,2107,20,0,16
132,Kenyon Martin,DEN,31,66,42,24,2110.5,769,318,648,49.1,14,38,36.8,119,197,60.4,81,314,395,132,104,96,74,201,1847,5,0,187
133,Steve Blake,POR,29,69,46,23,2188.0,757,277,647,42.8,140,328,42.7,63,75,84.0,28,145,173,348,108,69,4,126,1598,4,0,396
134,Delonte West,CLE,25,64,52,12,2151.6,751,285,624,45.7,91,228,39.9,90,108,83.3,31,172,203,226,92,94,13,125,1563,0,0,609
135,Keyon Dooling,NJN,29,77,32,45,2073.6,748,261,598,43.6,99,235,42.1,127,154,82.5,24,131,155,270,105,71,8,135,1471,2,0,-231
136,Craig Smith,MIN,25,74,22,52,1460.2,746,289,514,56.2,0,1,0.0,168,248,67.7,98,186,284,79,105,31,19,184,1250,1,0,-172
137,Sebastian Telfair,MIN,24,75,23,52,2094.5,738,267,697,38.3,73,211,34.6,131,160,81.9,32,95,127,343,146,73,12,184,1514,2,0,-82
138,Andris Biedrins,GSW,23,62,20,42,1863.0,735,308,533,57.8,0,1,0.0,119,216,55.1,223,470,693,121,110,63,96,236,2115,28,0,-185
139,Marquis Daniels,IND,28,54,22,32,1700.4,733,311,689,45.1,18,90,20.0,93,129,72.1,80,168,248,114,94,62,26,120,1372,4,0,-21
140,Quentin Richardson,NYK,29,72,29,43,1893.9,733,262,667,39.3,120,329,36.5,89,117,76.1,71,248,319,117,74,47,7,132,1379,1,0,-115
141,Jason Kidd,DAL,36,81,50,31,2886.0,731,257,618,41.6,131,323,40.6,86,105,81.9,85,415,500,702,185,160,39,168,2796,19,3,320
142,C.J. Watson,GSW,25,77,25,52,1883.1,730,257,562,45.7,48,120,40.0,168,193,87.0,39,153,192,206,92,96,4,137,1477,1,0,-93
143,Trevor Ariza,LAL,24,82,65,17,1998.9,729,274,596,46.0,61,191,31.9,120,169,71.0,111,241,352,145,87,137,24,166,1765,1,0,277
144,Mike Miller,MIN,29,73,22,51,2356.2,722,264,548,48.2,85,225,37.8,109,149,73.2,73,410,483,326,145,30,31,139,1829,7,0,-246
145,Andrew Bynum,LAL,21,50,40,10,1446.1,714,281,502,56.0,0,0,0.0,152,215,70.7,137,261,398,71,85,18,90,157,1537,16,0,235
146,Andray Blatche,WAS,22,71,17,54,1702.9,713,297,630,47.1,5,21,23.8,114,162,70.4,126,252,378,118,117,53,74,211,1608,7,0,-198
147,Kyle Korver,UTA,28,78,46,32,1874.3,705,245,560,43.8,103,267,38.6,112,127,88.2,35,223,258,137,90,47,30,170,1361,0,0,154
148,Jameer Nelson,ORL,27,42,32,10,1309.2,702,267,531,50.3,82,181,45.3,86,97,88.7,20,125,145,226,83,51,3,123,1294,3,0,367
149,Michael Redd,MIL,29,33,17,16,1202.7,699,249,547,45.5,70,191,36.6,131,161,81.4,24,83,107,88,53,35,2,45,1017,1,0,79
150,Anderson Varejao,CLE,26,81,65,16,2305.8,694,270,504,53.6,0,2,0.0,154,250,61.6,166,415,581,81,80,75,66,239,1856,9,0,440
151,Eddie House,BOS,31,81,61,20,1479.2,691,249,560,44.5,151,340,44.4,42,53,79.2,11,146,157,92,55,61,7,113,1166,0,0,192
152,Luol Deng,CHI,24,49,23,26,1665.2,690,265,591,44.8,8,20,40.0,152,191,79.6,80,215,295,94,72,60,25,85,1368,7,0,-35
153,Luke Ridnour,MIL,28,72,29,43,2033.1,688,250,621,40.3,55,157,35.0,133,153,86.9,33,185,218,365,128,92,16,200,1693,6,0,-79
154,Brandon Bass,DAL,24,81,49,32,1574.3,686,252,508,49.6,0,6,0.0,182,210,86.7,129,238,367,43,86,27,55,140,1351,4,0,76
155,Daequan Cook,MIA,22,75,41,34,1833.0,686,242,645,37.5,153,395,38.7,49,56,87.5,19,170,189,71,42,39,10,125,1124,0,0,-7
156,Willie Green,PHI,27,81,41,40,1827.6,685,286,658,43.5,51,161,31.7,62,85,72.9,29,97,126,158,64,53,13,154,1207,0,0,2
157,Manu Ginobili,SAS,31,44,32,12,1180.7,683,223,491,45.4,69,209,33.0,168,190,88.4,24,174,198,157,88,64,16,90,1308,0,0,89
158,Anthony Morrow,GSW,23,67,23,44,1515.3,676,255,534,47.8,86,184,46.7,80,92,87.0,78,121,199,80,52,36,12,130,1127,2,0,-56
159,James Posey,NOH,32,75,45,30,2140.1,668,216,524,41.2,116,314,36.9,120,146,82.2,38,324,362,82,79,58,21,216,1383,3,0,48
160,Matt Bonner,SAS,29,81,54,27,1927.7,667,266,536,49.6,118,268,44.0,17,23,73.9,97,289,386,82,37,47,26,190,1435,1,0,341
161,CJ Miles,UTA,22,72,42,30,1622.7,657,258,562,45.9,63,179,35.2,78,89,87.6,45,122,167,107,64,46,15,187,1137,1,0,18
162,Jason Kapono,TOR,28,80,33,47,1831.4,654,261,604,43.2,98,229,42.8,34,42,81.0,26,137,163,105,70,22,3,144,1012,0,0,-135
163,Kendrick Perkins,BOS,24,76,57,19,2253.3,648,276,478,57.7,0,2,0.0,96,160,60.0,204,415,619,96,165,22,150,253,1886,12,0,337
164,Courtney Lee,ORL,23,77,56,21,1938.7,646,243,540,45.0,82,203,40.4,78,94,83.0,18,160,178,91,69,76,14,157,1197,0,0,237
165,Jarvis Hayes,NJN,27,74,32,42,1831.8,644,257,577,44.5,94,244,38.5,36,52,69.2,27,240,267,54,49,52,7,162,1173,0,0,2
166,Marcus Camby,LAC,35,62,16,46,1925.4,641,254,496,51.2,1,4,25.0,132,182,72.5,161,529,690,127,93,51,132,129,2116,25,0,-205
167,Larry Hughes,NYK,30,55,22,33,1479.6,640,224,557,40.2,75,193,38.9,117,145,80.7,16,143,159,119,71,72,14,96,1196,0,0,-165
168,Carl Landry,HOU,25,69,44,25,1466.8,638,240,418,57.4,1,3,33.3,157,193,81.3,124,219,343,39,68,26,31,166,1211,2,0,34
169,J.J. Barea,DAL,25,79,50,29,1600.3,617,246,557,44.2,55,154,35.7,70,93,75.3,36,141,177,269,105,37,5,121,1254,0,0,13
170,Brandon Rush,IND,23,75,33,42,1802.9,610,243,575,42.3,78,209,37.3,46,66,69.7,34,199,233,66,75,38,37,128,1139,2,0,-179
171,Von Wafer,HOU,23,63,41,22,1224.8,610,229,512,44.7,64,164,39.0,88,117,75.2,19,94,113,71,59,40,8,71,937,0,0,104
172,Marreese Speights,PHI,21,79,41,38,1262.4,608,252,502,50.2,2,8,25.0,102,132,77.3,123,170,293,30,46,27,56,181,1208,1,0,-82
173,Drew Gooden,SAS,27,51,26,25,1264.1,605,237,506,46.8,0,4,0.0,131,156,84.0,113,249,362,48,76,30,18,144,1179,12,0,-127
