RANK,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
174,Chris Kaman,LAC,22,82,28,54,1850.3,499,200,435,46.0,0,2,0.0,99,142,69.7,126,335,461,85,155,23,73,211,1313,6,0,-212
175,Keith Bogans,ORL,24,73,19,54,1786.0,498,183,454,40.3,67,187,35.8,65,103,63.1,106,211,317,98,75,46,10,128,1118,2,0,-336
176,Jeff Foster,IND,27,82,61,21,1953.2,497,197,362,54.4,0,4,0.0,103,154,66.9,248,362,610,64,60,71,27,189,1559,8,0,449
177,Marko Jaric,LAC,25,58,25,33,1760.2,495,185,477,38.8,51,150,34.0,74,101,73.3,44,131,175,281,115,93,20,132,1351,1,0,-92
178,Alvin Williams,TOR,29,56,25,31,1737.0,494,201,496,40.5,26,89,29.2,66,85,77.6,18,132,150,224,78,55,10,114,1127,0,0,-197
179,Nick Van Exel,GSW,32,39,14,25,1257.2,490,187,479,39.0,46,150,30.7,70,99,70.7,16,88,104,206,78,20,2,57,912,3,0,-156
180,Chris Mihm,BOS,24,76,27,49,1327.8,482,186,381,48.8,0,0,0.0,110,166,66.3,156,257,413,21,90,37,63,208,1219,3,0,-99
181,Jarron Collins,UTA,25,81,41,40,1731.1,482,147,295,49.8,0,1,0.0,188,262,71.8,117,199,316,77,79,26,18,255,1030,0,0,-131
182,Marcus Banks,BOS,22,81,35,46,1377.5,480,177,442,40.0,27,86,31.4,99,131,75.6,30,103,133,175,125,88,13,171,1080,0,0,-117
183,Lucious Harris,NJN,33,69,42,27,1504.5,478,187,463,40.4,38,101,37.6,66,78,84.6,39,101,140,135,53,41,2,74,925,1,0,72
184,Marquis Daniels,DAL,23,56,32,24,1034.0,477,203,411,49.4,11,36,30.6,60,78,76.9,66,80,146,116,44,53,12,51,977,0,0,13
185,Jared Jeffries,WAS,22,82,25,57,1917.2,467,178,470,37.9,6,31,19.4,105,171,61.4,180,244,424,93,107,48,28,212,1236,4,0,-172
186,Casey Jacobsen,PHX,23,78,25,53,1831.2,466,150,360,41.7,75,180,41.7,91,111,82.0,42,159,201,98,68,48,9,144,957,0,0,-94
187,Jason Collins,NJN,25,78,44,34,2224.7,462,163,384,42.4,0,2,0.0,136,184,73.9,143,257,400,153,97,67,56,251,1444,3,0,266
188,Earl Watson,MEM,25,81,50,31,1673.0,460,172,464,37.1,26,106,24.5,90,138,65.2,49,129,178,402,146,91,19,175,1461,2,0,197
189,Howard Eisley,PHX,31,67,24,43,1459.4,460,166,451,36.8,52,163,31.9,76,89,85.4,20,109,129,273,98,56,5,137,1109,2,0,-182
190,Kareem Rush,LAL,23,72,50,22,1248.4,459,190,432,44.0,48,138,34.8,31,52,59.6,20,77,97,59,48,33,20,109,775,0,0,-25
191,Vitaly Potapenko,SEA,29,65,29,36,1422.4,459,200,409,48.9,0,0,0.0,59,92,64.1,101,188,289,53,77,22,28,161,958,3,0,-85
192,Aaron Williams,NJN,32,72,39,33,1335.8,450,172,342,50.3,1,3,33.3,105,155,67.7,101,193,294,81,89,34,46,187,1075,1,0,-50
193,Anthony Johnson,IND,29,73,53,20,1603.4,450,167,411,40.6,41,122,33.6,75,94,79.8,28,102,130,202,75,64,8,138,1050,0,0,-2
194,Steve Blake,WAS,24,75,22,53,1387.2,444,157,407,38.6,75,202,37.1,55,67,82.1,18,99,117,209,128,57,7,100,962,1,0,-101
195,John Salmons,PHI,24,77,32,45,1588.6,443,161,416,38.7,50,147,34.0,71,92,77.2,38,158,196,134,77,62,16,122,1036,1,0,-97
196,Jake Voskuhl,PHX,26,66,22,44,1598.7,438,152,300,50.7,0,0,0.0,134,181,74.0,123,220,343,57,77,42,25,258,1059,1,0,-56
197,Bobby Simmons,LAC,24,56,20,36,1373.5,437,147,373,39.4,2,12,16.7,141,169,83.4,115,147,262,96,73,51,17,169,1026,2,0,-59
198,Jamaal Tinsley,IND,26,52,40,12,1376.1,432,153,370,41.4,77,207,37.2,49,67,73.1,28,108,136,303,110,84,17,132,1243,4,0,337
199,Anthony Peeler,SAC,34,75,50,25,1383.4,431,156,348,44.8,68,141,48.2,51,61,83.6,31,122,153,120,77,56,10,103,916,0,0,129
200,Chris Webber,SAC,31,23,11,12,832.9,430,174,421,41.3,1,5,20.0,81,114,71.1,48,152,200,105,60,31,20,76,921,8,0,-11
201,Charlie Ward,SAS,33,71,38,33,1252.8,424,160,390,41.0,84,206,40.8,20,27,74.1,12,132,144,215,96,64,11,107,1048,1,0,-71
202,Dan Gadzuric,MIL,26,75,36,39,1251.7,424,183,349,52.4,0,1,0.0,58,118,49.2,126,220,346,28,45,51,105,186,1304,2,0,60
203,Jerome Williams,CHI,31,68,22,46,1623.8,422,158,336,47.0,0,8,0.0,106,155,68.4,177,298,475,72,74,90,8,134,1320,8,0,-212
204,Kelvin Cato,HOU,29,69,40,29,1746.5,418,161,360,44.7,0,0,0.0,96,142,67.6,153,319,472,72,84,52,96,203,1452,7,0,72
205,Eddie House,LAC,26,60,16,44,1181.2,409,161,449,35.9,51,136,37.5,36,45,80.0,28,110,138,148,63,65,4,92,941,1,0,-200
206,Tony Battie,CLE,28,73,37,36,1474.7,408,170,384,44.3,2,9,22.2,66,89,74.2,118,241,359,58,63,26,67,159,1142,3,0,-67
207,Trenton Hassell,MIN,25,81,57,24,2263.2,406,177,381,46.5,4,13,30.8,48,61,78.7,68,189,257,133,46,36,54,200,1138,1,0,287
208,Fred Jones,IND,25,81,61,20,1499.9,397,123,311,39.5,27,89,30.3,124,149,83.2,25,101,126,173,73,65,18,132,984,0,0,27
209,Stacey Augmon,NOH,35,69,33,36,1418.6,397,143,347,41.2,1,7,14.3,110,139,79.1,52,122,174,85,76,55,15,114,867,0,0,-69
210,Jamal Mashburn,NOH,31,19,8,11,729.7,396,156,398,39.2,19,67,28.4,65,80,81.3,19,98,117,47,37,14,5,42,627,3,0,28
211,Robert Horry,SAS,33,81,56,25,1288.4,392,141,348,40.5,41,108,38.0,69,107,64.5,108,164,272,101,55,48,49,165,1106,0,0,234
212,T.J. Ford,MIL,21,55,29,26,1484.1,391,153,398,38.4,5,21,23.8,80,98,81.6,37,140,177,356,139,60,3,123,1187,3,0,7
213,Austin Croshere,IND,29,77,57,20,1043.4,387,119,307,38.8,56,144,38.9,93,104,89.4,60,183,243,52,55,24,14,101,816,2,0,51
214,Luke Ridnour,SEA,23,69,29,40,1112.7,382,145,350,41.4,27,80,33.8,65,79,82.3,35,73,108,163,80,52,7,105,853,1,0,-153
215,Predrag Drobnjak,LAC,28,61,20,41,952.2,382,149,379,39.3,11,36,30.6,73,86,84.9,54,142,196,39,48,22,24,85,766,4,0,-230
216,Rod Strickland,TOR,37,61,19,42,1201.6,382,150,353,42.5,10,36,27.8,72,98,73.5,34,121,155,244,85,35,11,76,987,3,0,-141
217,Sasha Pavlovic,UTA,20,79,39,40,1136.5,382,149,376,39.6,19,70,27.1,65,84,77.4,44,115,159,60,67,41,16,187,767,0,0,-72
218,Bo Outlaw,MEM,33,82,50,32,1613.9,379,159,312,51.0,0,4,0.0,61,116,52.6,125,217,342,90,69,73,70,170,1284,1,0,189
219,Gary Trent,MIN,29,68,45,23,1022.2,379,155,328,47.3,0,6,0.0,69,91,75.8,83,133,216,49,54,12,17,129,745,2,0,-93
220,George Lynch,NOH,33,78,39,39,1690.8,375,149,375,39.7,43,139,30.9,34,51,66.7,96,216,312,117,64,48,18,159,1059,1,0,-130
221,Willie Green,PHI,22,53,22,31,767.5,364,143,357,40.1,19,61,31.1,59,81,72.8,16,49,65,53,59,26,5,83,556,0,0,-63
222,Dikembe Mutombo,NYK,38,65,29,36,1499.1,363,141,295,47.8,0,0,0.0,81,119,68.1,145,292,437,25,54,17,123,141,1291,7,0,-39
223,Jerry Stackhouse,WAS,29,26,8,18,774.9,362,128,321,39.9,23,65,35.4,83,103,80.6,16,78,94,103,88,24,3,49,622,1,0,-148
224,Robert Traylor,NOH,27,71,35,36,938.8,362,145,287,50.5,2,5,40.0,70,128,54.7,106,156,262,43,62,39,37,161,907,5,0,25
225,Elden Campbell,DET,35,65,42,23,898.4,361,138,314,43.9,0,0,0.0,85,124,68.5,52,157,209,45,63,21,50,137,829,0,0,77
226,Keyon Dooling,LAC,24,58,16,42,1131.7,360,137,352,38.9,8,46,17.4,78,94,83.0,17,62,79,130,65,45,6,108,738,1,0,-161
227,Marcus Fizer,CHI,25,46,13,33,741.3,360,134,350,38.3,2,17,11.8,90,120,75.0,61,141,202,43,51,16,8,97,688,4,0,-86
228,Steven Smith,NOH,35,71,32,39,922.3,358,119,293,40.6,43,107,40.2,77,83,92.8,27,54,81,56,42,15,6,91,560,0,0,-20
229,Jon Barry,DEN,34,57,31,26,1090.3,351,120,297,40.4,51,138,37.0,60,71,84.5,25,98,123,147,53,57,8,66,861,1,0,20
230,Calvin Booth,SEA,28,71,31,40,1197.7,345,135,290,46.6,0,2,0.0,75,94,79.8,86,194,280,28,45,17,101,150,1032,0,0,-65
231,Eddie Robinson,CHI,28,51,15,36,1022.6,343,157,326,48.2,1,5,20.0,28,43,65.1,27,77,104,58,45,33,10,57,639,0,0,-73
232,Boris Diaw,ATL,22,76,28,48,1915.2,342,140,313,44.7,6,26,23.1,56,93,60.2,111,231,342,182,126,59,37,191,1187,1,0,-243
233,Kevin Ollie,CLE,31,82,35,47,1390.5,341,95,257,37.0,4,9,44.4,147,176,83.5,23,147,170,234,81,51,8,119,992,0,0,-32
234,Lee Nailon,CLE,29,57,22,35,778.9,341,147,327,45.0,0,3,0.0,47,58,81.0,64,79,143,38,45,15,8,93,594,0,0,-186
235,Wesley Person,ATL,33,58,25,33,1034.8,338,126,314,40.1,55,138,39.9,31,39,79.5,16,101,117,66,38,19,9,38,623,1,0,-134
236,Darius Songaila,SAC,26,73,49,24,973.7,337,133,273,48.7,0,0,0.0,71,88,80.7,91,134,225,48,43,42,12,126,798,4,0,119
237,Dale Davis,POR,35,76,36,40,1684.1,331,133,281,47.3,0,0,0.0,65,106,61.3,158,240,398,72,40,43,62,154,1192,2,0,-148
238,Kyle Korver,PHI,23,74,28,46,861.8,330,115,327,35.2,81,207,39.1,19,24,79.2,30,81,111,40,41,25,8,102,581,0,0,8
239,Michael Doleac,DEN,27,72,34,38,1024.8,325,140,322,43.5,0,0,0.0,45,52,86.5,88,177,265,44,48,23,36,142,838,0,0,-117
240,Jerome James,SEA,28,65,32,33,992.2,324,129,259,49.8,0,0,0.0,66,100,66.0,78,152,230,32,82,20,60,180,806,0,0,48
241,Rasual Butler,MIA,25,45,28,17,675.3,304,119,250,47.6,50,108,46.3,16,21,76.2,4,57,61,23,28,10,13,72,453,0,0,44
242,Ronald Dupree,CHI,23,47,12,35,901.8,292,111,282,39.4,4,9,44.4,66,105,62.9,55,112,167,55,51,32,18,134,674,0,0,-128
243,Antonio McDyess,PHX,29,42,18,24,930.2,290,126,268,47.0,0,0,0.0,38,69,55.1,70,187,257,36,57,37,24,117,778,7,0,-16
244,Bryon Russell,LAL,33,72,46,26,934.9,289,98,244,40.2,43,112,38.4,50,65,76.9,32,114,146,71,37,32,12,110,666,0,0,36
245,Kedrick Brown,CLE,23,55,23,32,968.9,289,117,254,46.1,38,99,38.4,17,27,63.0,41,105,146,64,29,30,7,80,642,0,0,43
246,Dajuan Wagner,CLE,21,44,23,21,709.9,287,112,306,36.6,31,86,36.0,32,47,68.1,9,49,58,51,41,26,7,89,491,0,0,-93
247,Wally Szczerbiak,MIN,27,28,19,9,623.7,285,106,236,44.9,20,46,43.5,53,64,82.8,24,64,88,33,28,12,1,42,451,0,0,93
248,Christian Laettner,WAS,34,48,11,37,983.2,284,119,256,46.5,6,21,28.6,40,50,80.0,50,182,232,89,42,37,28,102,849,3,0,-165
249,Mo Williams,UTA,21,57,25,32,773.0,284,115,303,38.0,10,39,25.6,44,56,78.6,23,49,72,76,51,28,2,87,523,0,0,-76
250,Mickael Pietrus,GSW,22,53,24,29,752.4,279,96,231,41.6,35,105,33.3,52,75,69.3,48,71,119,27,40,32,12,100,554,0,0,72
251,Troy Murphy,GSW,24,28,13,15,612.5,279,107,243,44.0,5,17,29.4,60,80,75.0,48,125,173,20,34,12,17,58,570,4,0,-37
252,Michael Olowokandi,MIN,29,43,28,15,924.5,278,121,285,42.5,0,0,0.0,36,61,59.0,78,167,245,24,54,16,68,137,806,3,0,164
253,David West,NOH,23,71,35,36,929.0,273,108,228,47.4,0,2,0.0,57,80,71.3,117,180,297,60,48,27,28,117,836,2,0,-93
254,Derrick Coleman,PHI,37,34,13,21,845.7,271,107,259,41.3,8,36,22.2,49,65,75.4,45,147,192,46,57,23,26,79,660,2,0,-71
255,Jacque Vaughn,ATL,29,71,21,50,1265.1,270,107,277,38.6,3,20,15.0,53,68,77.9,12,104,116,195,84,44,2,126,756,0,0,-248
256,Kenny Anderson,IND,33,44,33,11,910.0,262,113,256,44.1,1,4,25.0,35,48,72.9,19,62,81,125,50,26,5,73,590,0,0,87
257,Brevin Knight,MIL,28,56,18,38,1033.3,261,105,246,42.7,2,8,25.0,49,65,75.4,14,98,112,204,72,84,1,107,884,1,0,-115
258,Clar. Weatherspoon,HOU,33,52,24,28,872.5,261,104,211,49.3,0,1,0.0,53,72,73.6,74,130,204,30,35,30,15,75,651,1,0,-81
259,Jahidi White,PHX,28,62,21,41,867.9,261,99,190,52.1,0,0,0.0,63,126,50.0,97,164,261,7,66,25,51,176,747,2,0,-119
260,Mark Madsen,MIN,28,72,50,22,1242.9,259,101,204,49.5,0,6,0.0,57,118,48.3,134,138,272,28,47,33,18,175,733,0,0,154
261,Othella Harrington,NYK,30,56,27,29,871.0,258,100,202,49.5,0,0,0.0,58,78,74.4,58,119,177,29,65,12,14,134,527,2,0,-59
262,Milt Palacio,TOR,26,59,22,37,1207.2,257,104,298,34.9,4,26,15.4,45,68,66.2,15,87,102,184,87,41,11,90,724,0,0,-173
263,Shammond Williams,NOH,29,53,19,34,760.6,255,87,232,37.5,30,100,30.0,51,58,87.9,9,51,60,116,47,37,2,62,571,1,0,-130
264,Ira Newble,CLE,29,64,28,36,1245.4,254,108,276,39.1,2,19,10.5,36,46,78.3,65,90,155,72,54,25,19,109,626,1,0,-134
265,Lonny Baxter,WAS,25,62,21,41,764.1,251,103,209,49.3,1,3,33.3,44,76,57.9,64,123,187,20,38,17,29,123,605,1,0,-95
266,Tony Massenburg,SAC,36,59,44,15,783.0,251,104,219,47.5,0,1,0.0,43,63,68.3,57,131,188,29,45,14,18,144,571,0,0,-129
267,Corie Blount,TOR,35,62,18,44,1042.8,245,115,253,45.5,0,3,0.0,15,27,55.6,98,177,275,55,43,49,24,135,834,1,0,-10
268,Chris Andersen,DEN,25,71,39,32,1028.5,243,90,203,44.3,0,1,0.0,63,107,58.9,89,209,298,35,48,34,114,119,1049,2,0,-15
269,Brian Scalabrine,NJN,26,69,43,26,917.0,240,86,218,39.4,10,41,24.4,58,70,82.9,42,131,173,65,42,21,14,113,608,0,0,-29
270,Donnell Harvey,PHX,23,60,17,43,789.0,239,89,201,44.3,0,3,0.0,61,83,73.5,48,116,164,21,45,24,27,129,575,0,0,-108
271,Devin Brown,SAS,25,58,43,15,619.3,234,85,196,43.4,4,14,28.6,60,74,81.1,38,92,130,33,38,15,4,61,459,0,0,30
272,Moochie Norris,NYK,30,66,35,31,844.3,234,80,217,36.9,20,58,34.5,54,71,76.1,10,55,65,121,64,44,5,51,577,0,0,-26
273,Erick Strickland,MIL,30,43,21,22,573.0,231,79,196,40.3,29,66,43.9,44,51,86.3,13,58,71,90,54,26,2,63,481,0,0,52
274,Andrew DeClercq,ORL,31,71,17,54,1209.2,230,93,195,47.7,0,0,0.0,44,54,81.5,131,186,317,44,54,47,32,217,859,1,0,-101
275,Jason Collier,ATL,26,20,8,12,546.5,226,79,165,47.9,1,4,25.0,67,85,78.8,36,75,111,17,31,11,11,71,420,1,0,26
276,Doug Overton,LAC,34,61,22,39,1036.1,224,99,245,40.4,3,23,13.0,23,31,74.2,16,70,86,138,58,26,2,89,560,0,0,-98
277,Qyntel Woods,POR,23,62,31,31,665.3,224,88,237,37.1,10,29,34.5,38,60,63.3,46,90,136,46,52,20,14,88,506,0,0,-85
278,Horace Grant,LAL,38,55,37,18,1109.7,223,92,224,41.1,0,1,0.0,39,54,72.2,79,154,233,71,29,24,21,70,715,1,0,5
279,Frank Williams,NYK,24,56,26,30,712.6,219,80,208,38.5,18,60,30.0,41,48,85.4,8,45,53,121,63,25,6,58,494,0,0,62
280,Shawn Bradley,DAL,32,66,40,26,762.6,219,89,188,47.3,0,1,0.0,41,49,83.7,72,101,173,20,17,33,74,130,761,0,0,41
281,Francisco Elson,DEN,28,62,36,26,876.2,218,94,199,47.2,0,1,0.0,30,45,66.7,65,138,203,32,35,35,39,145,697,1,0,-39
282,Troy Hudson,MIN,28,29,19,10,505.5,218,80,207,38.6,31,77,40.3,27,33,81.8,4,31,35,70,34,7,0,32,352,0,0,-47
283,Daniel Santiago,MIL,28,54,28,26,708.8,217,78,163,47.9,0,0,0.0,61,90,67.8,35,97,132,24,32,19,21,98,499,0,0,29
284,Danny Fortson,DAL,28,56,34,22,620.4,217,71,139,51.1,0,0,0.0,75,92,81.5,114,136,250,9,37,12,11,148,563,1,0,56
285,Reggie Evans,SEA,24,75,33,42,1286.1,217,67,165,40.6,0,3,0.0,83,148,56.1,156,252,408,33,65,54,10,176,883,0,0,-103
286,Tyson Chandler,CHI,21,35,9,26,786.7,213,67,158,42.4,0,1,0.0,79,118,66.9,82,188,270,23,38,17,43,87,714,6,0,-156
287,Avery Johnson,GSW,39,46,22,24,637.0,212,80,199,40.2,0,3,0.0,52,78,66.7,3,30,33,111,51,26,3,34,454,1,0,-61
288,Jannero Pargo,CHI,24,31,14,17,477.2,207,81,199,40.7,22,62,35.5,23,27,85.2,8,29,37,70,47,13,6,50,366,0,0,-62
289,Marc Jackson,PHI,29,22,10,12,597.1,206,71,171,41.5,0,1,0.0,64,81,79.0,45,81,126,18,24,12,6,45,414,1,0,-38
290,Michael Curry,TOR,35,70,29,41,1223.0,204,76,196,38.8,3,15,20.0,49,58,84.5,22,65,87,53,48,23,5,153,424,0,0,-166
291,Zarko Cabarkapa,PHX,23,49,20,29,574.6,203,81,197,41.1,6,32,18.8,35,53,66.0,26,73,99,40,54,10,13,75,397,0,0,-140
292,Eric Piatkowski,HOU,33,49,22,27,702.1,201,72,191,37.7,43,122,35.2,14,16,87.5,10,63,73,26,29,16,5,42,362,0,0,-14
293,Ansu Sesay,SEA,27,57,25,32,575.3,200,81,178,45.5,6,21,28.6,32,46,69.6,43,49,92,19,23,19,20,66,433,1,0,-18
294,Scott Padgett,HOU,28,58,27,31,549.0,200,74,167,44.3,28,65,43.1,24,32,75.0,46,93,139,23,22,12,13,73,454,1,0,83
295,Scott Williams,DAL,36,43,23,20,535.3,198,90,186,48.4,2,3,66.7,16,27,59.3,38,94,132,17,16,20,16,95,474,0,0,44
296,Lamond Murray,TOR,31,33,13,20,521.3,197,76,215,35.3,21,60,35.0,24,35,68.6,14,76,90,28,38,15,7,47,375,0,0,-74
297,Tony Delk,DAL,30,33,18,15,514.7,197,70,184,38.0,20,66,30.3,37,44,84.1,16,43,59,28,17,27,7,46,395,0,0,-44
298,Ron Mercer,SAS,28,39,24,15,518.8,195,90,211,42.7,2,7,28.6,13,17,76.5,10,39,49,22,26,14,5,37,318,0,0,-11
299,Zaza Pachulia,ORL,20,59,13,46,658.9,194,68,175,38.9,0,0,0.0,58,90,64.4,69,105,174,13,34,21,12,87,487,0,0,-65
300,Malik Allen,MIA,26,45,20,25,615.7,191,83,198,41.9,0,0,0.0,25,33,75.8,42,77,119,16,27,12,28,81,451,0,0,-60
301,Steven Hunter,ORL,22,59,13,46,790.2,187,82,155,52.9,0,0,0.0,23,69,33.3,54,116,170,12,29,5,73,101,614,0,0,-188
302,Richie Frahm,SEA,26,54,23,31,458.7,183,63,139,45.3,34,92,37.0,23,26,88.5,12,44,56,24,7,16,4,50,339,0,0,77
303,Rick Fox,LAL,34,38,28,10,846.2,183,73,186,39.2,15,61,24.6,22,30,73.3,29,73,102,98,48,29,4,99,503,0,0,73
304,Michael Sweetney,NYK,21,42,19,23,496.7,180,69,140,49.3,0,1,0.0,42,58,72.4,68,89,157,14,32,18,12,57,447,1,0,31
305,Jason Hart,SAS,26,53,42,11,662.8,177,71,159,44.7,2,9,22.2,33,43,76.7,10,69,79,81,29,28,5,59,463,0,0,129
306,Eduardo Najera,DAL,27,58,35,23,720.0,176,72,162,44.4,2,4,50.0,30,46,65.2,67,89,156,25,29,35,19,90,534,1,0,49
307,Luke Walton,LAL,24,72,50,22,718.0,174,65,153,42.5,13,39,33.3,31,44,70.5,39,88,127,113,44,28,8,70,560,0,0,40
308,Linton Johnson,CHI,24,41,12,29,732.4,173,72,203,35.5,7,33,21.2,22,37,59.5,59,124,183,27,37,37,32,90,603,2,0,-151
309,Matt Barnes,LAC,24,38,11,27,720.4,171,63,138,45.7,2,13,15.4,43,61,70.5,53,98,151,48,44,27,3,76,470,1,0,-203
310,Travis Best,DAL,31,61,38,23,762.2,171,64,172,37.2,3,20,15.0,40,46,87.0,17,51,68,112,33,31,4,66,493,0,0,121
311,Jake Tsakalidis,MEM,25,40,25,15,531.7,170,67,133,50.4,0,0,0.0,36,61,59.0,37,91,128,18,23,9,22,79,421,0,0,-23
312,Zendon Hamilton,PHI,29,46,16,30,470.7,169,51,95,53.7,0,0,0.0,67,96,69.8,49,97,146,13,27,8,8,74,385,2,0,-66
313,Greg Buckner,PHI,27,53,21,32,697.3,164,66,175,37.7,12,44,27.3,20,27,74.1,28,75,103,45,34,21,4,77,396,1,0,-64
314,Kevin Willis,SAS,41,48,32,16,370.4,164,70,150,46.7,0,1,0.0,24,39,61.5,37,61,98,11,32,21,9,61,356,0,0,-33
315,Tom Gugliotta,UTA,34,55,25,30,818.5,161,70,203,34.5,1,4,25.0,20,28,71.4,65,122,187,63,39,31,12,81,570,0,0,-132
316,John Wallace,MIA,30,37,16,21,364.8,158,61,145,42.1,5,13,38.5,31,40,77.5,12,47,59,14,24,5,8,38,265,0,0,-66
317,Melvin Ely,LAC,26,42,13,29,507.5,157,66,153,43.1,0,1,0.0,25,42,59.5,48,53,101,22,20,9,17,68,369,0,0,18
318,Brian Cook,LAL,23,35,23,12,437.8,155,67,141,47.5,0,5,0.0,21,28,75.0,31,70,101,20,17,16,16,64,385,1,0,-7
319,Zoran Planinic,NJN,21,49,31,18,466.7,153,53,129,41.1,9,32,28.1,38,60,63.3,14,41,55,68,36,13,3,70,333,0,0,-77
320,Brandon Armstrong,NJN,24,56,31,25,426.5,151,65,175,37.1,19,52,36.5,2,4,50.0,12,31,43,14,24,12,2,49,242,0,0,-122
321,Jonathan Bender,IND,23,21,17,4,269.0,148,50,106,47.2,9,22,40.9,39,47,83.0,9,31,40,9,33,5,11,23,225,0,0,-18
322,Jason Kapono,CLE,23,41,16,25,423.3,145,52,129,40.3,21,44,47.7,20,24,83.3,19,36,55,14,21,13,2,41,256,0,0,-60
323,Sean Rooks,ORL,34,55,22,33,588.2,141,54,151,35.8,0,1,0.0,33,37,89.2,24,73,97,29,22,14,10,89,351,0,0,-38
324,Bostjan Nachbar,HOU,23,45,25,20,507.5,138,47,132,35.6,23,63,36.5,21,29,72.4,8,62,70,30,23,14,14,72,328,0,0,25
325,Adonal Foyle,GSW,29,44,21,23,574.6,137,59,130,45.4,0,0,0.0,19,35,54.3,54,113,167,17,21,6,46,68,498,2,0,-83
326,Scottie Pippen,CHI,38,23,3,20,411.1,136,53,140,37.9,13,48,27.1,17,27,63.0,20,48,68,50,29,21,9,38,354,0,0,-181
327,Mitchell Butler,WAS,33,41,11,30,554.5,134,54,124,43.5,11,30,36.7,15,24,62.5,24,47,71,32,24,22,4,54,321,0,0,17
328,Raef LaFrentz,BOS,28,17,9,8,330.2,132,57,124,46.0,8,40,20.0,10,13,76.9,30,49,79,24,11,8,13,47,315,0,0,65
329,Mikki Moore,UTA,28,32,18,14,394.7,130,50,99,50.5,0,0,0.0,30,35,85.7,29,55,84,19,22,7,13,65,297,1,0,-13
330,Ervin Johnson,MIN,36,66,49,17,969.5,127,55,103,53.4,0,1,0.0,17,28,60.7,61,171,232,24,30,27,43,156,621,0,0,103
331,DeSagana Diop,CLE,22,56,21,35,722.0,126,57,147,38.8,0,0,0.0,12,20,60.0,72,127,199,34,29,26,51,116,618,0,0,-63
332,Brandon Hunter,BOS,23,36,14,22,404.8,125,53,116,45.7,0,3,0.0,19,43,44.2,50,68,118,19,22,13,1,40,315,1,0,-4
333,Travis Hansen,ATL,26,41,13,28,509.6,123,46,130,35.4,9,30,30.0,22,27,81.5,30,40,70,19,15,10,9,67,278,0,0,-10
334,Loren Woods,MIA,26,38,13,25,502.1,121,44,96,45.8,0,0,0.0,33,55,60.0,65,69,134,10,26,11,19,52,361,0,0,-23
335,Oliver Miller,MIN,34,48,35,13,504.9,121,53,100,53.0,0,1,0.0,15,23,65.2,46,84,130,36,33,19,26,91,433,0,0,-8
336,J.R. Bremer,GSW,23,36,11,25,438.3,118,43,158,27.2,19,74,25.7,13,20,65.0,9,27,36,51,24,18,4,32,280,0,0,-54
337,Rick Brunson,CHI,32,40,11,29,407.0,118,40,105,38.1,11,23,47.8,27,31,87.1,9,28,37,82,33,25,3,44,336,0,0,-57
338,Lindsey Hunter,DET,33,33,24,9,653.3,117,49,143,34.3,14,50,28.0,5,8,62.5,13,54,67,85,34,39,6,45,426,0,0,116
339,Amal McCaskill,PHI,30,59,25,34,634.0,113,47,117,40.2,0,1,0.0,19,27,70.4,48,85,133,20,25,12,20,89,374,0,0,-59
340,DerMarr Johnson,NYK,24,21,11,10,283.3,113,36,97,37.1,13,36,36.1,28,31,90.3,5,34,39,11,16,8,7,32,205,0,0,-29
341,Vladimir Stepania,POR,28,42,17,25,453.5,108,43,103,41.7,0,0,0.0,22,36,61.1,50,75,125,23,19,11,15,61,352,0,0,40
342,Nikoloz Tskitishvili,DEN,21,39,21,18,305.7,106,40,122,32.8,3,11,27.3,23,29,79.3,24,39,63,10,17,6,8,50,222,0,0,-44
343,Scot Pollard,IND,29,61,46,15,679.2,106,47,114,41.2,0,0,0.0,12,21,57.1,67,97,164,10,22,23,26,110,443,0,0,-78
344,Samaki Walker,MIA,28,33,16,17,416.2,105,38,99,38.4,0,2,0.0,29,44,65.9,42,70,112,6,15,9,11,54,293,0,0,-28
345,Mark Jackson,HOU,39,42,22,20,578.9,103,34,100,34.0,7,41,17.1,28,39,71.8,10,60,70,119,53,17,1,41,367,0,0,8
346,Jerome Moiso,TOR,26,35,15,20,415.2,102,40,84,47.6,0,1,0.0,22,38,57.9,41,72,113,8,25,17,12,42,312,2,0,-25
347,Mamadou N'diaye,ATL,29,28,11,17,370.7,98,27,69,39.1,0,0,0.0,44,59,74.6,43,69,112,0,18,8,25,59,313,0,0,-46
348,Alonzo Mourning,NJN,34,12,5,7,215.9,96,33,71,46.5,0,0,0.0,30,34,88.2,8,19,27,8,10,2,6,32,154,0,0,-23
349,Darvin Ham,DET,30,54,40,14,471.1,96,37,75,49.3,1,2,50.0,21,35,60.0,47,46,93,16,31,13,8,63,264,0,0,-26
350,Maciej Lampe,PHX,19,21,9,12,224.9,96,43,88,48.9,0,4,0.0,10,13,76.9,9,35,44,9,15,3,3,28,165,0,0,-57
351,Roger Mason Jr.,TOR,23,26,7,19,324.5,96,32,98,32.7,13,39,33.3,19,22,86.4,1,30,31,26,20,11,6,36,203,0,0,-47
352,Dan Dickau,POR,25,43,16,27,291.1,95,37,98,37.8,10,30,33.3,11,14,78.6,7,19,26,38,26,17,0,44,208,0,0,-18
