RANK,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
29,Steve Nash,PHX,32,79,54,25,2795.9,1489,541,1056,51.2,150,342,43.9,257,279,92.1,47,286,333,826,276,61,12,120,3071,43,1,472
30,Tim Duncan,SAS,30,80,61,19,2783.8,1485,574,1185,48.4,2,5,40.0,335,533,62.9,231,650,881,253,198,70,162,219,3420,52,0,520
31,Mehmet Okur,UTA,27,82,41,41,2944.5,1472,519,1128,46.0,80,234,34.2,354,454,78.0,211,535,746,194,163,40,73,285,2834,35,0,-115
32,Al Harrington,ATL,26,76,24,52,2781.6,1411,551,1220,45.2,66,191,34.6,243,350,69.4,132,391,523,238,195,85,14,301,2498,15,0,-333
33,Morris Peterson,TOR,28,82,27,55,3140.3,1374,478,1096,43.6,177,448,39.5,241,294,82.0,65,316,381,190,126,104,15,223,2347,3,0,-217
34,Jason Terry,DAL,28,80,58,22,2798.0,1371,516,1099,47.0,171,416,41.1,168,210,80.0,31,127,158,306,135,100,27,196,2266,2,0,479
35,Wally Szczerbiak,BOS,29,72,33,39,2728.9,1366,493,1012,48.7,102,255,40.0,278,310,89.7,77,236,313,213,136,40,19,150,2102,2,0,30
36,Ben Gordon,CHI,23,80,40,40,2482.1,1350,486,1152,42.2,166,382,43.5,212,270,78.5,43,176,219,240,180,75,5,238,2033,0,0,81
37,Sam Cassell,LAC,36,78,45,33,2652.8,1345,493,1112,44.3,70,190,36.8,289,335,86.3,40,247,287,491,175,74,11,225,2506,12,0,231
38,Zach Randolph,POR,24,74,21,53,2545.1,1333,536,1229,43.6,16,55,29.1,245,343,71.4,193,399,592,144,165,57,14,185,2307,21,0,-442
39,Stephen Jackson,IND,28,81,41,40,2909.8,1329,472,1148,41.1,117,339,34.5,268,341,78.6,48,264,312,225,203,104,43,195,2279,0,0,35
40,Caron Butler,WAS,26,75,40,35,2707.9,1318,494,1086,45.5,41,120,34.2,289,332,87.0,114,352,466,186,175,127,18,238,2416,10,0,119
41,Dwight Howard,ORL,20,82,36,46,3020.6,1292,468,881,53.1,0,2,0.0,356,598,59.5,288,734,1022,125,217,65,115,277,3029,60,0,24
42,Peja Stojakovic,IND,29,71,31,40,2601.3,1290,445,1018,43.7,162,404,40.1,238,260,91.5,79,336,415,136,103,45,10,171,2054,5,0,75
43,Kirk Hinrich,CHI,25,81,40,41,2954.7,1284,451,1078,41.8,126,341,37.0,256,314,81.5,29,259,288,514,188,94,21,251,2558,11,0,-22
44,Yao Ming,HOU,25,57,27,30,1949.0,1271,467,900,51.9,0,1,0.0,337,395,85.3,148,433,581,85,147,30,94,195,2321,34,0,89
45,David West,NOK,25,74,35,39,2526.0,1262,530,1036,51.2,3,11,27.3,199,236,84.3,168,380,548,92,105,61,64,214,2328,17,0,-166
46,Chris Paul,NOK,21,78,35,43,2808.5,1258,407,947,43.0,50,177,28.2,394,465,84.7,61,339,400,611,183,175,6,218,3015,21,2,-181
47,Zydrunas Ilgauskas,CLE,31,78,48,30,2283.1,1217,450,889,50.6,0,5,0.0,317,380,83.4,245,346,591,91,155,38,136,280,2430,18,0,188
48,Rasheed Wallace,DET,31,80,63,17,2779.6,1209,459,1067,43.0,155,434,35.7,136,183,74.3,90,457,547,182,85,82,130,232,2689,12,0,615
49,Lamar Odom,LAL,26,80,45,35,3220.8,1186,445,925,48.1,80,215,37.2,216,313,69.0,181,557,738,443,213,75,64,256,2940,29,2,241
50,Brad Miller,SAC,30,79,42,37,2923.4,1182,434,877,49.5,34,88,38.6,280,338,82.8,122,493,615,374,180,61,62,234,2670,29,0,227
51,Shaquille O'Neal,MIA,34,59,42,17,1805.7,1181,480,800,60.0,0,0,0.0,221,471,46.9,172,369,541,113,168,23,104,230,2213,24,1,269
52,Cuttino Mobley,LAC,30,79,45,34,2979.1,1170,429,1008,42.6,83,245,33.9,229,273,83.9,50,291,341,238,145,93,36,208,2178,3,0,118
53,Hedo Turkoglu,ORL,27,78,35,43,2615.3,1165,398,877,45.4,114,283,40.3,255,296,86.1,70,263,333,216,130,70,21,234,2032,1,0,-55
54,Raja Bell,PHX,29,79,54,25,2958.9,1162,425,930,45.7,197,446,44.2,115,146,78.8,44,209,253,207,89,76,22,248,1981,1,0,368
55,Tayshaun Prince,DET,26,82,64,18,2898.1,1156,455,999,45.5,64,183,35.0,182,238,76.5,104,242,346,186,91,62,39,96,2062,3,0,647
56,Tracy McGrady,HOU,27,47,27,20,1745.0,1147,410,1011,40.6,73,234,31.2,254,340,74.7,46,261,307,225,120,59,41,88,2033,6,0,63
57,Jamal Crawford,NYK,26,79,21,58,2555.4,1128,366,879,41.6,101,293,34.5,295,357,82.6,36,212,248,301,175,87,15,150,2008,3,0,-307
58,Andre Miller,DEN,30,82,44,38,2937.2,1126,404,872,46.3,5,27,18.5,313,424,73.8,92,259,351,674,256,106,18,213,2674,20,0,130
59,Luol Deng,CHI,21,78,39,39,2603.6,1112,442,954,46.3,21,78,26.9,207,276,75.0,127,389,516,147,105,72,50,128,2213,11,0,105
60,Derek Fisher,GSW,31,82,34,48,2589.4,1089,364,887,41.0,117,295,39.7,244,293,83.3,36,175,211,352,156,125,8,237,2113,5,0,-17
61,Boris Diaw,PHX,24,81,53,28,2873.9,1080,449,853,52.6,8,30,26.7,174,238,73.1,159,399,558,503,189,58,85,260,2744,18,4,490
62,Nenad Krstic,NJN,22,80,48,32,2469.3,1080,447,881,50.7,1,4,25.0,185,265,69.8,182,331,513,88,133,32,63,297,1980,12,0,269
63,Jason Kidd,NJN,33,80,49,31,2975.4,1065,366,905,40.4,139,395,35.2,194,244,79.5,86,494,580,672,192,150,29,157,3114,28,8,269
64,Andres Nocioni,CHI,26,82,41,41,2239.1,1063,383,831,46.1,93,238,39.1,204,242,84.3,89,411,500,117,120,40,52,252,1995,13,0,-87
65,Andrei Kirilenko,UTA,25,69,38,31,2604.2,1054,336,730,46.0,36,117,30.8,346,495,69.9,161,391,552,299,203,102,220,162,2928,22,2,39
66,Charlie Villanueva,TOR,21,81,26,55,2361.0,1053,435,940,46.3,70,214,32.7,113,160,70.6,181,340,521,88,99,60,63,247,2080,12,0,-37
67,Troy Murphy,GSW,26,74,30,44,2516.2,1035,363,838,43.3,58,181,32.0,251,319,78.7,195,548,743,101,108,47,26,191,2189,34,0,-121
68,Jermaine O'Neal,IND,27,51,26,25,1802.4,1024,380,805,47.2,3,10,30.0,261,368,70.9,102,374,476,133,151,27,117,177,2076,19,0,103
69,Mike Miller,MEM,26,74,42,32,2267.6,1014,354,760,46.6,138,339,40.7,168,210,80.0,42,355,397,200,140,52,27,173,1887,6,1,83
70,Andre Iguodala,PHI,22,82,38,44,3085.8,1007,344,688,50.0,56,158,35.4,263,349,75.4,117,364,481,255,153,135,21,198,2282,7,0,-5
71,Steve Francis,NYK,29,70,25,45,2393.3,1005,333,765,43.5,25,83,30.1,314,399,78.7,74,216,290,345,214,74,17,204,1930,2,1,-228
72,Bobby Simmons,MIL,26,75,36,39,2537.5,1002,366,808,45.3,105,250,42.0,165,200,82.5,91,242,333,172,123,86,21,254,1858,4,0,49
73,Antoine Walker,MIA,29,82,52,30,2198.7,1000,391,898,43.5,137,383,35.8,81,129,62.8,103,318,421,166,150,47,30,187,1835,4,0,136
74,Metta World Peace,SAC,26,56,36,20,2207.0,984,350,867,40.4,78,253,30.8,206,305,67.5,75,211,286,203,131,122,41,164,1990,2,0,347
75,Primoz Brezec,CHA,26,79,25,54,2165.4,982,409,791,51.7,0,2,0.0,164,224,73.2,181,259,440,45,85,19,32,227,1646,7,0,-331
76,Manu Ginobili,SAS,28,65,51,14,1813.0,981,309,669,46.2,83,217,38.2,280,360,77.8,42,188,230,235,121,101,26,156,1870,2,0,409
77,Eddy Curry,NYK,23,72,20,52,1865.9,979,336,597,56.3,0,0,0.0,307,486,63.2,145,287,432,19,179,28,56,239,1599,10,0,-389
78,Stephon Marbury,NYK,29,60,18,42,2193.4,977,349,774,45.1,33,104,31.7,246,326,75.5,25,150,175,382,157,63,4,143,1804,7,0,-262
79,Baron Davis,GSW,27,54,23,31,1971.2,967,335,861,38.9,102,324,31.5,195,289,67.5,45,191,236,480,159,89,14,165,2120,22,1,30
80,Raymond Felton,CHA,22,80,26,54,2405.7,948,345,883,39.1,97,271,35.8,161,222,72.5,77,188,265,446,182,102,8,181,2083,13,0,-117
81,Juwan Howard,HOU,33,80,34,46,2537.1,942,394,859,45.9,0,4,0.0,154,191,80.6,168,367,535,112,133,49,8,235,1790,10,0,-250
82,Smush Parker,LAL,25,82,45,37,2773.5,941,348,779,44.7,120,328,36.6,125,180,69.4,37,234,271,302,147,140,16,213,2040,2,0,213
83,Kyle Korver,PHI,25,82,38,44,2562.8,939,327,761,43.0,184,438,42.0,101,119,84.9,27,243,270,163,98,65,26,224,1683,1,0,-53
84,Juan Dixon,POR,27,76,19,57,1920.3,935,357,821,43.5,65,170,38.2,156,194,80.4,30,147,177,149,113,58,6,157,1450,0,0,-335
85,Chris Kaman,LAC,24,78,45,33,2560.5,932,369,706,52.3,0,2,0.0,194,252,77.0,187,563,750,79,176,45,108,269,2234,29,0,165
86,Mike Dunleavy,GSW,25,81,33,48,2577.5,932,331,816,40.6,74,260,28.5,196,252,77.8,78,321,399,237,120,60,32,199,1922,3,0,-44
87,Josh Howard,DAL,26,59,44,15,1915.2,923,350,743,47.1,27,63,42.9,196,267,73.4,123,248,371,111,79,68,26,167,1738,12,0,314
88,Mark Blount,MIN,30,81,28,53,2239.6,914,373,734,50.8,0,0,0.0,168,222,75.7,96,269,365,99,194,40,76,254,1655,3,0,-160
89,Zaza Pachulia,ATL,22,78,26,52,2452.0,911,307,681,45.1,0,2,0.0,297,404,73.5,264,349,613,129,180,89,39,286,2044,21,0,-227
90,Luke Ridnour,SEA,25,79,34,45,2625.0,910,334,799,41.8,43,149,28.9,199,227,87.7,47,188,235,550,162,123,22,178,2290,12,0,-217
91,Jameer Nelson,ORL,24,62,31,31,1784.0,905,347,719,48.3,70,165,42.4,141,181,77.9,39,141,180,302,148,70,9,174,1663,2,0,68
92,Josh Smith,ATL,20,80,26,54,2558.6,902,329,774,42.5,34,110,30.9,210,292,71.9,176,355,531,191,162,64,208,260,2480,11,0,-317
93,DeShawn Stevenson,ORL,25,82,36,46,2648.1,900,359,781,46.0,2,15,13.3,180,242,74.4,59,182,241,160,123,58,17,178,1531,0,0,-258
94,Jalen Rose,NYK,33,72,21,51,1982.3,887,290,685,42.3,59,172,34.3,248,318,78.0,28,183,211,181,115,30,13,156,1426,1,0,-260
95,Shareef Abdur-Rahim,SAC,29,72,38,34,1961.4,887,332,632,52.5,5,22,22.7,218,278,78.4,106,251,357,149,108,48,42,227,1701,3,0,162
96,Eddie Jones,MEM,34,75,45,30,2436.6,885,292,722,40.4,133,374,35.6,168,215,78.1,35,244,279,177,93,131,27,201,1866,1,0,315
97,Matt Harpring,UTA,30,71,35,36,1943.8,885,322,678,47.5,14,39,35.9,227,313,72.5,158,210,368,98,109,59,14,202,1584,4,0,-98
98,T.J. Ford,MIL,23,72,34,38,2557.4,878,328,789,41.6,35,104,33.7,187,248,75.4,63,248,311,473,219,104,7,196,2075,10,0,20
99,Brevin Knight,CHA,30,69,19,50,2351.1,871,308,772,39.9,3,13,23.1,252,314,80.3,35,188,223,610,164,157,4,202,2373,19,0,-229
100,Speedy Claxton,NOK,28,71,33,38,2018.9,871,304,736,41.3,17,63,27.0,246,320,76.9,39,154,193,339,154,108,6,177,1799,4,0,42
101,Deron Williams,UTA,22,80,39,41,2306.6,864,339,805,42.1,91,219,41.6,95,135,70.4,35,159,194,359,145,60,17,233,1721,5,0,-103
102,Ruben Patterson,DEN,30,71,29,42,1792.5,858,327,635,51.5,1,13,7.7,203,338,60.1,118,126,244,127,150,76,21,150,1482,0,0,-205
103,Flip Murray,CLE,26,76,35,41,2111.8,851,321,768,41.8,37,141,26.2,172,242,71.1,33,120,153,197,135,68,11,133,1432,0,0,-66
104,Drew Gooden,CLE,24,79,49,30,2173.9,845,334,652,51.2,1,3,33.3,176,258,68.2,237,428,665,56,106,52,49,190,1924,23,0,8
105,Delonte West,BOS,22,71,28,43,2417.6,836,333,684,48.7,84,218,38.5,86,101,85.1,57,232,289,329,133,84,46,197,1933,2,0,56
106,Gerald Wallace,CHA,23,55,19,36,1895.0,836,317,589,53.8,14,50,28.0,188,306,61.4,123,289,412,96,99,138,115,150,2134,10,0,-58
107,Shane Battier,MEM,27,81,49,32,2839.4,818,303,621,48.8,65,165,39.4,147,208,70.7,164,265,429,136,90,92,114,223,2065,4,0,357
108,Bobby Jackson,MEM,33,71,43,28,1775.4,808,286,748,38.2,129,332,38.9,107,146,73.3,44,179,223,195,101,61,1,155,1453,0,0,178
109,Channing Frye,NYK,23,65,19,46,1572.4,802,305,640,47.7,3,9,33.3,189,229,82.5,138,236,374,53,97,30,47,200,1464,3,0,-48
110,Jumaine Jones,CHA,27,76,23,53,2088.4,799,298,736,40.5,115,335,34.3,88,121,72.7,105,271,376,63,74,68,22,200,1541,3,0,-250
111,Eddie House,PHX,28,81,53,28,1421.1,796,320,759,42.2,123,316,38.9,33,41,80.5,15,117,132,148,76,42,12,96,1262,0,0,80
112,Michael Finley,SAS,33,77,59,18,2037.9,780,286,695,41.2,110,279,39.4,98,115,85.2,31,216,247,116,62,37,7,97,1320,1,0,231
113,Kevin Martin,SAC,23,72,40,32,1912.8,778,262,546,48.0,66,179,36.9,188,222,84.7,58,203,261,97,81,55,9,138,1348,2,0,38
114,Andrew Bogut,MIL,21,82,40,42,2348.1,768,323,606,53.3,0,3,0.0,122,194,62.9,189,384,573,192,125,49,68,259,1970,12,0,77
115,Antonio Daniels,WAS,31,80,42,38,2283.2,767,230,550,41.8,23,101,22.8,284,336,84.5,19,153,172,284,89,52,8,96,1490,0,0,122
116,Rafer Alston,HOU,29,63,27,36,2431.2,761,280,738,37.9,102,312,32.7,99,143,69.2,36,219,255,425,157,101,15,194,1896,6,0,-82
117,Desmond Mason,NOK,28,70,32,38,2102.3,757,275,690,39.9,1,6,16.7,206,302,68.2,64,234,298,66,113,42,17,136,1278,1,0,-256
118,Udonis Haslem,MIA,26,81,52,29,2490.4,757,300,591,50.8,0,2,0.0,157,199,78.9,167,467,634,95,80,50,17,216,1781,14,0,271
119,Earl Boykins,DEN,30,60,35,25,1542.4,756,271,661,41.0,62,179,34.6,152,174,87.4,21,60,81,230,83,48,4,73,1271,1,0,-54
120,Vladimir Radmanovic,LAC,25,77,35,42,1974.0,755,262,643,40.7,138,354,39.0,93,114,81.6,64,294,358,136,93,61,29,210,1566,7,0,-113
121,Jamaal Magloire,MIL,28,82,40,42,2464.5,752,287,615,46.7,0,0,0.0,178,333,53.5,220,558,778,56,166,29,80,276,1931,17,0,-101
122,Donyell Marshall,CLE,33,81,50,31,2077.3,750,265,671,39.5,128,395,32.4,92,123,74.8,105,387,492,60,90,59,41,160,1640,5,0,130
123,Kenny Thomas,SAC,28,82,44,38,2292.9,748,305,604,50.5,0,1,0.0,138,204,67.6,199,419,618,168,135,72,39,196,1940,20,1,-37
124,Leandro Barbosa,PHX,23,57,36,21,1592.3,744,273,567,48.1,87,196,44.4,111,147,75.5,31,119,150,158,89,48,6,145,1234,0,0,111
125,Josh Childress,ATL,23,74,24,50,2248.8,742,278,504,55.2,32,65,49.2,154,201,76.6,134,253,387,131,101,86,39,184,1677,6,0,-188
126,Jason Williams,MIA,30,59,38,21,1873.8,728,268,606,44.2,107,288,37.2,85,98,86.7,6,133,139,287,100,53,5,101,1399,1,0,212
127,Kenyon Martin,DEN,28,56,25,31,1545.9,720,297,600,49.5,5,22,22.7,121,170,71.2,93,260,353,79,72,43,52,171,1475,7,0,55
128,Marcus Camby,DEN,32,56,29,27,1857.0,716,302,649,46.5,1,11,9.1,111,156,71.2,132,536,668,115,92,79,184,158,2387,30,0,34
129,Jerry Stackhouse,DAL,31,55,41,14,1525.2,715,242,603,40.1,36,130,27.7,195,221,88.2,32,121,153,160,121,37,10,96,1159,0,0,145
130,Trenton Hassell,MIN,27,77,31,46,2514.2,710,286,616,46.4,7,23,30.4,131,176,74.4,82,134,216,203,124,43,29,201,1366,1,0,-90
131,Bonzi Wells,SAC,29,52,28,24,1684.3,707,284,613,46.3,10,45,22.2,129,190,67.9,142,259,401,144,126,94,25,156,1635,9,0,109
132,Luther Head,HOU,23,80,32,48,2310.0,707,254,630,40.3,113,313,36.1,86,123,69.9,33,233,266,215,119,89,9,169,1524,1,0,-40
133,Mo Williams,MIL,23,58,27,31,1531.2,703,267,629,42.4,73,191,38.2,96,113,85.0,30,113,143,230,105,52,7,146,1292,1,0,-95
134,David Wesley,HOU,35,71,31,40,2371.7,702,226,561,40.3,99,271,36.5,151,187,80.7,24,154,178,204,120,59,6,212,1297,0,0,-76
135,James Jones,PHX,25,75,50,25,1771.7,699,243,581,41.8,110,285,38.6,103,121,85.1,44,209,253,57,35,38,49,142,1314,2,0,180
136,Anthony Johnson,IND,31,75,35,40,1980.6,691,267,603,44.3,51,155,32.9,106,141,75.2,31,137,168,324,115,63,22,132,1519,2,0,134
137,Rasual Butler,NOK,27,79,36,43,1874.6,685,257,633,40.6,92,242,38.0,79,114,69.3,51,181,232,40,65,33,45,142,1192,1,0,-67
138,Chucky Atkins,MEM,31,71,37,34,1713.0,678,226,573,39.4,97,274,35.4,129,163,79.1,23,97,120,198,87,43,2,152,1167,0,0,39
139,P.J. Brown,NOK,36,75,33,42,2380.2,677,269,583,46.1,0,0,0.0,139,168,82.7,182,365,547,90,90,46,50,216,1666,9,0,-163
140,Marvin Williams,ATL,20,79,25,54,1952.3,672,235,531,44.3,13,53,24.5,189,253,74.7,122,261,383,63,83,48,24,227,1359,4,0,-87
141,Nate Robinson,NYK,22,72,21,51,1543.7,670,230,565,40.7,58,146,39.7,152,202,75.2,56,111,167,147,114,59,1,201,1157,0,0,-85
142,Fred Jones,IND,27,68,33,35,1836.5,651,233,559,41.7,63,187,33.7,122,160,76.3,18,152,170,154,107,55,20,142,1204,0,0,2
143,Tony Battie,ORL,30,82,36,46,2215.0,649,280,552,50.7,0,6,0.0,89,134,66.4,145,312,457,49,88,46,69,250,1528,6,0,-126
144,Chris Duhon,CHI,23,74,36,38,2154.5,647,215,538,40.0,100,278,36.0,117,143,81.8,28,192,220,373,117,70,3,152,1573,2,1,-53
145,Sebastian Telfair,POR,21,68,17,51,1641.2,643,228,578,39.4,57,162,35.2,130,175,74.3,19,101,120,247,115,66,6,167,1259,0,0,-327
146,Brian Cook,LAL,25,81,45,36,1535.2,642,261,511,51.1,36,84,42.9,84,101,83.2,88,186,274,74,61,37,32,205,1228,1,0,125
147,Raef LaFrentz,BOS,30,82,33,49,2032.6,639,238,552,43.1,112,286,39.2,51,75,68.0,80,326,406,115,65,29,72,273,1537,3,0,-19
148,Antonio McDyess,DET,31,82,64,18,1733.1,638,285,560,50.9,0,2,0.0,68,122,55.7,156,280,436,90,76,46,48,220,1502,5,0,137
149,Marquis Daniels,DAL,25,62,43,19,1766.3,634,246,512,48.0,4,19,21.1,138,183,75.4,81,143,224,172,100,67,13,143,1301,0,0,161
150,Rashad McCants,MIN,21,79,31,48,1362.2,627,241,535,45.0,67,180,37.2,78,106,73.6,29,114,143,63,86,44,22,176,1005,0,0,-111
151,Chris Wilcox,SEA,23,77,45,32,1529.8,626,257,450,57.1,0,2,0.0,112,153,73.2,118,292,410,52,72,33,34,183,1325,8,0,17
152,Gary Payton,MIA,37,81,52,29,2304.9,626,230,547,42.0,66,230,28.7,100,126,79.4,34,199,233,257,102,71,10,169,1432,0,0,124
153,Earl Watson,SEA,27,70,39,31,1577.7,623,219,509,43.0,110,272,40.4,75,111,67.6,24,134,158,289,136,68,10,159,1344,1,0,145
154,Keith Bogans,HOU,26,72,25,47,1912.4,622,215,544,39.5,65,200,32.5,127,186,68.3,55,200,255,128,90,71,9,167,1270,0,0,-205
155,Bruce Bowen,SAS,35,82,63,19,2755.2,619,232,536,43.3,104,245,42.4,51,84,60.7,35,285,320,126,67,79,30,191,1452,0,0,360
156,John Salmons,PHI,26,82,38,44,2059.4,619,219,521,42.0,26,87,29.9,155,200,77.5,48,172,220,223,125,73,13,178,1351,3,0,-190
157,Devin Brown,UTA,27,81,40,41,1711.2,611,207,527,39.3,39,118,33.1,158,212,74.5,73,134,207,104,99,44,14,153,1090,0,0,-126
158,Chris Mihm,LAL,26,59,32,27,1541.4,604,230,459,50.1,0,0,0.0,144,201,71.6,137,236,373,61,83,16,73,214,1327,7,0,46
159,Ben Wallace,DET,31,82,64,18,2889.6,597,237,465,51.0,0,4,0.0,123,296,41.6,301,622,923,158,88,146,181,164,2835,17,0,599
160,Matt Carroll,CHA,25,78,24,54,1275.4,594,192,476,40.3,72,185,38.9,138,168,82.1,34,123,157,35,48,47,11,120,961,0,0,-34
161,Salim Stoudamire,ATL,23,61,20,41,1236.1,589,204,492,41.5,82,216,38.0,99,110,90.0,12,104,116,75,82,27,3,118,849,0,0,-100
162,Danny Granger,IND,23,78,39,39,1765.3,587,221,478,46.2,30,93,32.3,115,148,77.7,131,253,384,90,80,58,62,211,1463,6,0,-57
163,Marko Jaric,MIN,27,75,31,44,2101.6,587,226,566,39.9,40,133,30.1,95,138,68.8,60,173,233,293,127,108,21,189,1566,2,0,39
164,Stromile Swift,HOU,26,66,26,40,1344.1,586,225,458,49.1,0,2,0.0,136,209,65.1,103,188,291,25,91,38,50,198,1146,3,0,-135
165,Matt Bonner,TOR,26,78,26,52,1709.5,583,209,467,44.8,102,243,42.0,63,76,82.9,86,198,284,56,32,49,31,216,1216,2,0,-108
166,Marcus Banks,MIN,24,58,20,38,1496.0,578,219,468,46.8,22,63,34.9,118,147,80.3,23,112,135,220,119,54,11,162,1146,0,0,-114
167,Brendan Haywood,WAS,26,79,41,38,1878.6,575,222,432,51.4,0,0,0.0,131,224,58.5,200,267,467,46,97,30,104,232,1509,7,0,96
168,Corey Maggette,LAC,26,32,21,11,943.0,570,167,375,44.5,24,71,33.8,212,256,82.8,28,141,169,66,78,19,4,95,863,5,0,124
169,Darius Songaila,CHI,28,62,27,35,1328.7,568,236,491,48.1,2,5,40.0,94,115,81.7,76,170,246,88,85,35,16,157,1063,2,0,58
170,Melvin Ely,CHA,28,57,20,37,1348.0,560,216,425,50.8,0,2,0.0,128,192,66.7,94,183,277,76,100,29,44,160,1125,2,0,-73
171,Steve Blake,POR,26,68,16,52,1781.2,560,206,470,43.8,76,184,41.3,72,91,79.1,26,120,146,306,83,42,5,107,1252,3,0,-367
172,Tyronn Lue,ATL,29,51,17,34,1233.8,560,192,418,45.9,58,127,45.7,118,138,85.5,13,69,82,157,75,26,3,113,906,0,0,-117
173,Darius Miles,POR,24,40,9,31,1285.5,559,235,510,46.1,2,10,20.0,87,163,53.4,24,158,182,73,99,42,39,100,1031,1,0,-205
